N	3gram	Tiupa_Anal_3	Problema
1	тем не менее	2	10
2	в том что	7	9
3	сама по себе	2	8
4	той или иной	3	8
5	в связи с	1	7
6	в данном случае	3	7
7	сам по себе	1	6
8	во всяком случае	2	6
9	в этом случае	1	5
10	по крайней мере	4	5
11	с другой стороны	5	5
12	не может быть	1	5
13	что иное как	1	4
14	в таком случае	1	4
15	есть не что	1	4
16	в то же	3	4
17	не что иное	1	4
18	дело здесь не	1	3
19	дело в том	2	3
20	того или иного	1	3
21	не есть ни	1	3
22	заключается в том	1	3
23	само по себе	1	3
24	то есть в	1	3
25	о том что	5	3
26	что и в	1	3
27	именно потому что	1	3
28	по себе а	1	3
29	это уже не	1	2
30	хотя и не	1	2
31	в той или	1	2
32	в чистом виде	1	2
33	с точки зрения	2	2
34	до сих пор	1	2
35	в отличие от	2	2
36	отнюдь не является	1	2
37	не только в	1	2
38	не является ни	1	2
39	и как бы	1	2
40	то есть от	1	2
41	такого же рода	1	2
42	но с другой	1	2
43	на самом деле	1	2
44	можно сказать что	2	2
45	друг от друга	1	2
46	в сравнении с	2	2
47	дело не в	1	2
48	если бы он	1	1
49	и того же	3	1
50	и может быть	1	1
51	крайней мере в	2	1
52	не имеющие никакого	1	1
53	герой нашего времени	1	1
54	требует от нас	1	1
55	том что он	2	1
56	есть он сам	1	1
57	другое дело когда	1	1
58	что он не	1	1
59	но и к	1	1
60	мы не станем	1	1
61	обратить внимание на	1	1
62	несмотря на свою	1	1
63	с самим собою	1	1
64	перед нами не	1	1
65	на этот вопрос	1	1
66	как и от	1	1
67	значении этого слова	1	1
68	однако все эти	1	1
69	и не всегда	1	1
70	случае совершенно не	1	1
71	случаях когда мы	1	1
72	как и в	4	1
73	в том чтобы	1	1
74	с одной стороны	2	1
75	тот факт что	1	1
76	можно отметить что	1	1
77	не в самом	2	1
78	во втором случае	1	1
79	и в этой	1	1
80	всяком случае не	1	1
81	так или иначе	1	1
82	уже по одному	1	1
83	так и самого	1	1
84	и его внешней	2	1
85	никогда не является	1	1
86	нет никакой возможности	1	1
87	этого слова как	1	1
88	и все же	1	1
89	данном случае совершенно	1	1
90	в тех случаях	1	1
91	крайней мере не	1	1
92	так и в	1	1
93	в первом случае	1	1
94	не только не	3	1
95	как бы ни	1	1
96	в самом деле	1	1
97	речь идет о	1	1
98	ту или иную	1	1
99	по сути дела	1	1
100	тому например как	1	1
101	одного и того	3	1
102	тех случаях когда	1	1
103	подобно тому например	1	1
104	чего нет в	1	1
105	в гораздо более	1	1
106	таким образом в	1	1
107	для того чтобы	1	1
108	в себе не	1	1
109	здесь не только	1	1
110	к тому же	3	1
111	не нуждается в	1	1
112	но еще и	1	1
113	которой он не	1	1
