N	2gram	Voloshinov_1	KulturaY
1	в том	3	30
2	и в	16	24
3	том что	3	21
4	что в	3	17
5	того чтобы	1	17
6	для того	1	16
7	было бы	2	15
8	и пр	12	15
9	в этом	9	14
10	точки зрения	8	14
11	может быть	17	13
12	все же	1	12
13	таким образом	9	12
14	и не	4	12
15	в его	4	12
16	только в	4	11
17	хотя бы	4	10
18	в самом	2	10
19	не только	7	10
20	у нас	1	10
21	вовсе не	1	10
22	самом деле	6	9
23	с точки	6	9
24	так как	4	9
25	если бы	1	9
26	о том	2	9
27	прежде всего	9	9
28	то что	3	9
29	уже не	1	8
30	то же	2	8
31	как раз	1	8
32	а не	1	8
33	не может	8	7
34	в них	2	7
35	не менее	2	7
36	связи с	1	7
37	в области	3	7
38	так и	4	7
39	в качестве	1	7
40	с другой	1	7
41	с помощью	2	7
42	как бы	5	7
43	вместе с	3	7
44	мы имеем	1	6
45	зависимости от	1	6
46	в ней	1	6
47	однако не	1	6
48	все эти	5	6
49	при этом	6	6
50	тогда когда	1	6
51	не случайно	1	6
52	можно было	1	6
53	что он	2	6
54	но и	4	6
55	что же	1	6
56	все это	4	6
57	что такое	5	6
58	еще не	5	5
59	но не	1	5
60	что это	2	5
61	и с	8	5
62	с тем	1	5
63	по крайней	3	5
64	и его	8	5
65	к тому	1	5
66	в виду	1	5
67	с ним	2	5
68	и что	1	5
69	а потому	4	5
70	крайней мере	3	5
71	всяком случае	3	5
72	что не	2	5
73	этом отношении	1	5
74	а в	3	5
75	во всяком	3	5
76	того же	2	4
77	это и	1	4
78	что эти	1	4
79	и на	4	4
80	с его	7	4
81	что они	1	4
82	в рамках	1	4
83	из этих	2	4
84	учение о	3	4
85	роль в	1	4
86	в нем	4	4
87	в данном	1	4
88	в науке	2	4
89	на язык	3	4
90	в русском	1	4
91	следует что	1	4
92	к себе	3	4
93	в пределах	2	4
94	не на	2	4
95	внимание на	1	4
96	что и	2	4
97	с ними	4	4
98	есть в	2	4
99	не есть	2	4
100	со стороны	1	4
101	до сих	3	4
102	в частности	2	4
103	и потому	3	4
104	с этим	2	4
105	сих пор	3	4
106	один из	2	4
107	же в	1	4
108	в этих	3	4
109	так же	2	4
110	и то	1	3
111	науки о	1	3
112	той же	1	3
113	в сущности	1	3
114	в общем	3	3
115	в связи	1	3
116	хотя и	1	3
117	когда он	1	3
118	его к	1	3
119	в этой	4	3
120	с их	3	3
121	на его	1	3
122	не имеют	1	3
123	что она	1	3
124	и может	4	3
125	а это	1	3
126	несмотря на	1	3
127	только и	2	3
128	из одного	1	3
129	в духе	1	3
130	что оно	2	3
131	оно не	2	3
132	не сделал	1	3
133	сводится к	2	3
134	это только	1	3
135	для этого	2	3
136	в известных	1	3
137	и здесь	1	3
138	можно сказать	4	3
139	нуждается в	5	3
140	этом смысле	3	3
141	мы увидим	1	3
142	уже в	1	3
143	в одном	3	3
144	связано с	1	3
145	уже и	1	3
146	даже и	1	3
147	и даже	4	3
148	или иной	1	3
149	в свою	1	3
150	а с	1	3
151	как это	3	3
152	несколько слов	1	3
153	как на	1	3
154	они не	2	3
155	и есть	3	2
156	если б	3	2
157	и значение	3	2
158	что если	1	2
159	я не	1	2
160	что можно	2	2
161	иное как	1	2
162	что его	1	2
163	на самом	4	2
164	значение и	1	2
165	меньше всего	2	2
166	и как	3	2
167	увидим что	1	2
168	но в	4	2
169	от этого	1	2
170	а во-вторых	1	2
171	во многих	1	2
172	но ведь	2	2
173	он не	2	2
174	как с	2	2
175	и социальной	1	2
176	свое время	1	2
177	рано или	1	2
178	как они	1	2
179	в состоянии	1	2
180	то нам	1	2
181	лишь в	1	2
182	здесь только	1	2
183	и мы	2	2
184	связанная с	1	2
185	ни в	5	2
186	для них	1	2
187	социального целого	1	2
188	как и	2	2
189	между собою	2	2
190	одного и	1	2
191	и еще	1	2
192	но если	1	2
193	в своей	2	2
194	что я	1	2
195	вопрос о	1	2
196	что было	1	2
197	слов о	1	2
198	можно ли	1	2
199	иной раз	1	2
200	не имеет	1	2
201	ничего не	1	2
202	тесно примыкают	1	2
203	социального и	2	2
204	никогда не	2	2
205	не могут	2	2
206	примыкают к	1	2
207	если мы	2	2
208	языка который	1	2
209	в разных	1	2
210	о нем	1	2
211	любви к	1	2
212	это было	1	2
213	должны быть	1	2
214	любовь к	1	2
215	тот же	1	2
216	и того	1	2
217	как я	1	2
218	совершается механически	1	2
219	же и	1	2
220	конечно не	6	2
221	в большинстве	3	2
222	то и	1	2
223	а то	1	2
224	наука о	1	2
225	или поздно	1	2
226	в каком	2	2
227	на этот	1	2
228	которые можно	1	2
229	а на	2	2
230	не всегда	1	2
231	именно так	1	2
232	может иметь	2	2
233	с этой	2	2
234	с историей	2	2
235	в смысле	1	2
236	смысл и	1	2
237	в более	1	2
238	и для	2	2
239	для нас	2	2
240	и все	4	2
241	между ними	3	2
