N	2gram	Tiupa_Lite_2	Analitik
1	в качестве	5	31
2	может быть	17	29
3	в том	10	27
4	не может	9	22
5	и не	11	21
6	в частности	4	19
7	и в	19	18
8	но и	10	17
9	а не	20	17
10	представляет собой	2	16
11	отнюдь не	4	15
12	не только	8	15
13	тогда как	9	14
14	не в	4	14
15	коммуникативного события	2	14
16	в этом	9	13
17	как и	10	13
18	в его	4	13
19	при этом	6	12
20	том что	7	12
21	литературное произведение	1	12
22	в себе	6	11
23	то есть	5	11
24	состоит в	9	11
25	эстетического объекта	1	11
26	но не	5	10
27	художественного целого	1	10
28	эстетического дискурса	1	10
29	то же	12	9
30	иначе говоря	1	9
31	в то	9	9
32	а в	3	9
33	произведение искусства	1	9
34	есть не	1	8
35	в принципе	5	8
36	в мире	9	8
37	эстетического отношения	1	8
38	но в	2	8
39	том чтобы	3	7
40	произведения как	1	7
41	тем самым	3	7
42	к тому	1	7
43	особого рода	1	7
44	я и	4	6
45	перед лицом	1	6
46	мы имеем	1	6
47	в сущности	3	6
48	по отношению	4	6
49	отличие от	1	6
50	в самом	1	6
51	в случае	1	6
52	наш взгляд	3	6
53	на наш	3	6
54	это не	1	6
55	далеко не	1	6
56	точки зрения	4	6
57	в своей	1	6
58	в отличие	1	6
59	в основе	2	6
60	по своей	1	6
61	той или	1	6
62	в себя	3	6
63	коммуникативное событие	3	6
64	же время	9	6
65	себя в	6	6
66	то что	7	6
67	или иной	1	6
68	прежде всего	4	6
69	в их	3	5
70	и на	6	5
71	эстетический дискурс	1	5
72	и как	3	5
73	в целом	2	5
74	в этой	3	5
75	и его	3	5
76	о том	2	5
77	сводится к	1	5
78	художественный текст	1	5
79	в тексте	1	5
80	и т.п	10	5
81	воспринимающего сознания	1	5
82	такого рода	9	5
83	как бы	2	5
84	отношению к	3	5
85	и состоит	1	5
86	что в	4	5
87	того же	4	4
88	всего лишь	3	4
89	из того	2	4
90	е фарино	1	4
91	столь же	5	4
92	более чем	1	4
93	все же	2	4
94	сознания в	3	4
95	не следует	1	4
96	с другими	1	4
97	не всегда	1	4
98	с точки	3	4
99	имеем дело	1	4
100	в области	4	4
101	могут быть	2	4
102	так и	7	4
103	не с	3	4
104	с ним	2	4
105	как правило	3	4
106	лишь при	1	4
107	в другом	3	4
108	с другой	8	4
109	в конечном	5	4
110	искусства в	1	4
111	того что	5	4
112	дело с	1	4
113	эстетической деятельности	3	4
114	уже не	2	4
115	конечном счете	5	4
116	для того	2	4
117	с другим	2	4
118	именно в	1	4
119	себя и	2	4
120	вместе с	5	4
121	из которых	2	4
122	в литературе	1	4
123	эстетическим объектом	1	4
124	не более	2	4
125	ни было	2	4
126	и т	2	3
127	одним из	3	3
128	место в	1	3
129	бы то	1	3
130	если в	2	3
131	как справедливо	1	3
132	в рамках	4	3
133	в художественном	2	3
134	однако не	1	3
135	и к	2	3
136	автора и	1	3
137	в нашем	2	3
138	как он	2	3
139	в нем	3	3
140	он не	5	3
141	подобно тому	2	3
142	таким образом	1	3
143	то ни	1	3
144	нашем случае	1	3
145	даже в	4	3
146	ведет к	1	3
147	в ходе	1	3
148	эстетической реальности	1	3
149	своего рода	13	3
150	при рассмотрении	1	3
151	однако в	6	3
152	того чтобы	1	3
153	т п	2	3
154	того и	1	3
155	в таком	1	3
156	не могут	1	3
157	принципе не	2	3
158	в собственном	1	3
159	а также	2	3
160	еще не	2	3
161	и представляет	1	3
162	с одной	7	3
163	вопроса о	1	3
164	ни с	1	3
165	от себя	1	3
166	что и	2	3
167	не случайно	4	3
168	одной стороны	6	3
169	другого в	3	3
170	а именно	3	3
171	а с	1	3
172	что не	2	3
173	более того	1	3
174	личности в	3	3
175	произведения искусства	2	3
176	по мысли	1	3
177	человек в	1	3
178	художественного видения	2	3
179	тому как	2	3
180	быть не	2	3
181	что мы	1	3
182	к объекту	2	3
183	в культуре	3	3
184	эстетического субъекта	3	3
185	которая в	1	3
186	и одновременно	2	3
187	и все	1	3
188	хотя бы	2	3
189	я в	7	3
190	в равной	3	3
191	что он	3	3
192	своего предмета	1	3
193	о литературе	1	3
194	том числе	2	3
195	отношения к	1	2
196	самом деле	1	2
197	на самом	1	2
198	в первом	1	2
199	едва ли	4	2
200	той же	2	2
201	на место	1	2
202	на себя	2	2
203	х годов	3	2
204	и то	3	2
205	же мере	1	2
206	субъект дискурса	1	2
207	иного рода	1	2
208	данном случае	3	2
209	на основе	1	2
210	то он	1	2
211	в противовес	3	2
212	не все	1	2
213	искусство в	1	2
214	не просто	1	2
215	нет и	1	2
216	за пределы	1	2
217	без другого	2	2
218	как к	3	2
219	как уже	2	2
220	эстетический субъект	3	2
221	в противоположность	2	2
222	личности а	1	2
223	он написан	1	2
224	то в	2	2
225	все эти	1	2
226	рассказ о	1	2
227	а напротив	1	2
228	и до	2	2
229	и читателя	2	2
230	не к	2	2
231	свидетельствует о	2	2
232	и по	1	2
233	на этом	2	2
234	или иных	1	2
235	и с	3	2
236	художественного письма	2	2
237	из них	2	2
238	реальности и	1	2
239	вовсе не	2	2
240	творческий акт	2	2
241	так как	3	2
242	такой же	3	2
243	для него	4	2
244	от своего	1	2
245	художественного творчества	2	2
246	не столько	3	2
247	начале х	1	2
248	случае это	2	2
249	художественного мира	2	2
250	для этого	2	2
251	свое время	2	2
252	найдя другого	1	2
253	только не	1	2
254	в творческом	1	2
255	никогда не	3	2
256	потому что	2	2
257	в сознании	1	2
258	же самое	1	2
259	для себя	2	2
260	как мы	1	2
261	и о	1	2
262	быть может	3	2
263	ни одно	1	2
264	здесь не	1	2
265	говорит и	1	2
266	не могу	2	2
267	мысль о	1	2
268	в пределах	1	2
269	в искусстве	4	2
270	читателя в	1	2
271	и сам	2	2
272	художественное творчество	1	2
273	одного из	1	2
274	еще в	4	2
275	не говоря	2	2
276	существующим в	1	2
277	основе своей	1	2
278	за пределами	1	2
279	все прочие	1	2
280	и просто	1	2
281	можно сказать	1	2
282	другого сознания	1	2
283	данного текста	1	2
284	ним и	1	2
285	чем и	1	2
286	читать пушкина	1	2
287	один из	4	2
288	субъекта в	1	2
289	текст в	1	2
290	который в	1	2
291	в облике	2	2
292	по рассуждению	1	2
293	с позиций	1	2
294	в начале	3	2
295	по выражению	1	2
