N	3gram	Losev_Vesc_1	FransuaR
1	в то же	1	10
2	до сих пор	1	8
3	в том что	4	6
4	в той же	1	3
5	мы видели что	1	3
6	новых вещей и	1	2
7	более или менее	1	2
8	и в особенности	1	2
9	с точки зрения	3	2
10	бы то ни	4	2
11	что все это	1	2
12	в данном случае	2	2
13	с одной стороны	3	2
14	дело в том	2	2
15	вовсе еще не	1	2
16	в то время	1	2
17	о том что	4	2
18	не только не	2	2
19	можно сказать что	3	2
20	с другой стороны	2	2
21	мы видим что	1	2
22	для того чтобы	2	2
23	не может быть	6	2
24	есть и такой	1	1
25	таким образом что	1	1
26	но и все	1	1
27	а следовательно и	1	1
28	мы видим таким	1	1
29	и еще один	1	1
30	в чем же	3	1
31	но не просто	1	1
32	и как раз	1	1
33	мы уже сказали	1	1
34	в самом деле	4	1
35	подобно тому как	4	1
36	и все вообще	1	1
37	одной стороны и	1	1
38	а не к	1	1
39	но потому что	1	1
40	вместе с тем	1	1
41	мы переходим к	1	1
42	со всем прочим	3	1
43	на самом же	1	1
44	в этом отношении	1	1
45	в той или	2	1
46	и то что	3	1
47	и в частности	1	1
48	о том как	1	1
49	в самом начале	1	1
50	не потому что	4	1
51	в себя момент	1	1
52	сих пор мы	1	1
53	то ни было	4	1
54	своей части в	1	1
55	нужно для того	1	1
56	в действительности же	1	1
57	они вовсе не	1	1
58	по сравнению с	6	1
59	это одна из	1	1
60	не в том	1	1
61	и что она	1	1
62	в том или	1	1
63	все же не	1	1
64	вещей и имен	1	1
65	самом же деле	1	1
66	потому что они	3	1
67	в свое время	2	1
68	потому что это	1	1
69	только то что	2	1
70	у него и	1	1
71	в одном и	1	1
72	мы не можем	1	1
73	и как бы	1	1
74	той или другой	2	1
75	и в самом	1	1
76	вопрос о том	1	1
77	заключается в том	1	1
78	видим таким образом	1	1
79	вещи и их	1	1
80	как бы ни	2	1
81	один из самых	1	1
82	в результате этого	1	1
83	можно было бы	1	1
84	вещи и ее	1	1
85	уже не просто	2	1
86	друг с другом	1	1
87	в новое время	1	1
88	как мы знаем	1	1
89	то же самое	1	1
