N	3gram	Vygotskiy__2	SlovoVZh
1	не может быть	8	7
2	можно сказать что	1	5
3	как если бы	1	4
4	в том что	17	4
5	и не может	2	3
6	тем не менее	4	3
7	бы то ни	2	3
8	этой точки зрения	2	3
9	до сих пор	5	3
10	имеет в виду	1	3
11	то ни было	1	3
12	в художественном произведении	5	3
13	и то же	1	2
14	смысл и значение	1	2
15	мы никогда не	1	2
16	имеем в виду	1	2
17	на самом деле	5	2
18	с другой стороны	2	2
19	то же самое	6	2
20	с точки зрения	10	2
21	художественного произведения и	1	2
22	в зависимости от	1	2
23	одно и то	1	2
24	в отношении к	3	2
25	в этих двух	1	2
26	в данном случае	4	2
27	формы и содержания	1	2
28	художественную форму как	1	2
29	в жизни и	2	2
30	с одной стороны	1	2
31	зависимости от того	1	1
32	том что в	2	1
33	и в поэзии	1	1
34	один и тот	1	1
35	а между тем	1	1
36	с искусством и	1	1
37	имеем дело с	1	1
38	это на примере	1	1
39	имеет дело с	2	1
40	все же не	1	1
41	сказать то что	1	1
42	все более и	2	1
43	то время как	2	1
44	более или менее	1	1
45	во всяком случае	2	1
46	одна и та	1	1
47	так как в	2	1
48	мы не найдем	1	1
49	в самом деле	11	1
50	еще не вполне	1	1
51	в этом смысле	1	1
52	при помощи материала	1	1
53	бы не было	1	1
54	по себе не	1	1
55	же как и	1	1
56	все в искусстве	1	1
57	то что для	1	1
58	и таким образом	2	1
59	в то время	3	1
60	а не к	1	1
61	сам по себе	4	1
62	же для обоих	1	1
63	сами по себе	3	1
64	чрезвычайно важный для	1	1
65	то что мы	1	1
66	том что поэт	1	1
67	в свою очередь	2	1
68	но и в	1	1
69	и та же	1	1
70	на этом основании	1	1
71	о том что	4	1
72	только то что	1	1
73	ничего общего с	1	1
74	в этом отношении	5	1
75	что не только	1	1
76	тогда когда он	1	1
77	по аналогии с	1	1
78	с самого начала	1	1
79	в конечном счете	3	1
80	совершенно ясно что	6	1
81	из этого что	2	1
82	неодушевленные предметы и	1	1
83	более и более	2	1
84	можно было бы	4	1
85	если бы не	1	1
86	то же время	2	1
87	подобно тому как	2	1
88	в основе своей	1	1
89	прежде всего тем	1	1
90	мы имеем в	1	1
91	в противном случае	1	1
92	ли из этого	2	1
93	при таком понимании	2	1
94	находят свое выражение	1	1
95	по крайней мере	1	1
96	в то же	2	1
97	нельзя все же	1	1
98	все зависит от	1	1
99	и в частности	1	1
100	в том и	2	1
101	так и было	1	1
102	чтобы убедиться в	1	1
103	относится не к	1	1
104	по самому существу	1	1
105	том что все	1	1
106	так же как	4	1
107	в ритме в	1	1
108	как и в	2	1
109	дело с чрезвычайно	1	1
110	с другими формами	1	1
111	мы увидим что	1	1
112	в высшей степени	1	1
113	и тот же	1	1
