N	3gram	Tiupa_Narr_1	Vladivir
1	в том что	8	10
2	тем не менее	3	9
3	о том что	6	8
4	с точки зрения	2	6
5	а также и	1	6
6	не может быть	5	6
7	более или менее	2	5
8	дело в том	1	5
9	к тому же	4	5
10	точно так же	2	4
11	и то что	1	4
12	содержит в себе	1	4
13	том что в	1	3
14	в этом смысле	1	3
15	бы то ни	3	3
16	с одной стороны	7	3
17	в то же	3	3
18	в году в	1	3
19	в отличие от	5	3
20	само по себе	1	3
21	как мы видели	1	3
22	что несмотря на	1	2
23	что в этом	1	2
24	иметь в виду	1	2
25	есть прежде всего	1	2
26	не все то	1	2
27	в таком случае	2	2
28	сам по себе	1	2
29	в этом отношении	3	2
30	независимо от того	1	2
31	и в то	1	2
32	а с другой	1	2
33	так же как	2	2
34	в данном случае	4	2
35	так или иначе	2	2
36	в связи с	2	2
37	на себя внимание	3	2
38	а не только	1	2
39	с другой стороны	4	2
40	обращает на себя	3	2
41	то же время	3	2
42	и такого рода	1	2
43	что иное как	2	1
44	не может не	2	1
45	как то что	1	1
46	не мог бы	1	1
47	это то что	1	1
48	не с точки	1	1
49	как и для	1	1
50	в этом последнем	1	1
51	и в юности	2	1
52	том что он	1	1
53	в том же	1	1
54	может и не	1	1
55	так и его	1	1
56	же как и	1	1
57	все та же	2	1
58	то что каждый	1	1
59	до сих пор	1	1
60	при этом что	1	1
61	в первую очередь	1	1
62	даже вовсе не	1	1
63	только то что	1	1
64	как это было	1	1
65	в другом и	1	1
66	без опоры на	1	1
67	несмотря на свою	1	1
68	можно было бы	2	1
69	у нас нет	1	1
70	перед нами не	2	1
71	в основе своей	4	1
72	он не мог	1	1
73	возможна только в	1	1
74	лишь постольку поскольку	1	1
75	значении этого слова	2	1
76	с этой точки	1	1
77	и не в	4	1
78	может быть и	1	1
79	еще не есть	1	1
80	не могло быть	1	1
81	при всем своем	1	1
82	при всей своей	2	1
83	далеко не всегда	1	1
84	уже не мог	1	1
85	не только в	2	1
86	то ни было	3	1
87	и для любого	1	1
88	в себя и	2	1
89	в известном смысле	2	1
90	он уже не	1	1
91	всю свою жизнь	1	1
92	все же не	4	1
93	какой бы то	1	1
94	то что он	1	1
95	все то что	1	1
96	этой точки зрения	2	1
97	но уже в	1	1
98	как это бывает	1	1
99	существует сам по	1	1
100	собственно говоря и	1	1
101	есть то чему	1	1
102	в самом деле	1	1
103	той или иной	4	1
104	он еще не	1	1
105	включает в себя	1	1
106	жизни а также	1	1
107	бы он ни	1	1
108	в том числе	6	1
109	в силу которого	1	1
110	не что иное	2	1
111	тех кто не	1	1
112	не довлеет себе	1	1
113	в себе не	1	1
114	и не могло	1	1
115	то же самое	1	1
116	на наш взгляд	1	1
