N	4gram	Losev_Dial_3	Vladivir
1	в то же время	1	3
2	или по крайней мере	1	2
3	не говоря уже о	2	2
4	и тем не менее	2	1
5	по крайней мере в	3	1
6	и во всяком случае	1	1
7	и в то же	1	1
8	при чем же тут	1	1
9	не что иное как	6	1
10	в самом деле если	1	1
11	в то время как	4	1
12	где на первом плане	1	1
13	и прежде всего от	2	1
14	не имеет никакого отношения	1	1
15	не содержит в себе	1	1
16	в связи с этим	1	1
17	всего прочего и прежде	2	1
18	ни к чему не	1	1
19	точка зрения с которой	1	1
20	от всего прочего и	2	1
21	прочего и прежде всего	2	1
