N	3gram	Bakhtin_Pr_1	Analitik
1	не может быть	4	16
2	в том что	6	9
3	в то же	9	8
4	то же время	9	6
5	по отношению к	8	5
6	большей или меньшей	1	4
7	но и не	2	4
8	и не может	2	4
9	с точки зрения	13	4
10	о том что	1	3
11	подобно тому как	3	3
12	бы то ни	2	3
13	для того чтобы	1	3
14	и т п	3	3
15	то ни было	1	3
16	того или иного	1	3
17	в полной мере	1	3
18	быть не может	1	3
19	не в том	1	3
20	не могут быть	1	2
21	какой бы то	1	2
22	тех или иных	1	2
23	с другой стороны	3	2
24	но в то	5	2
25	в этом отношении	3	2
26	в самом деле	2	2
27	то же самое	1	2
28	а в то	2	2
29	сами по себе	3	2
30	в том и	1	2
31	том что он	4	2
32	в первом случае	1	2
33	в данном случае	2	2
34	и в сущности	2	1
35	во всяком случае	3	1
36	оно ни было	1	1
37	между тем как	4	1
38	рождается в точке	1	1
39	уже не могут	2	1
40	и рождается в	1	1
41	друг с другом	1	1
42	и в частности	1	1
43	могла бы быть	1	1
44	оно может быть	2	1
45	и сам автор	1	1
46	так что оно	1	1
47	в пределы одного	2	1
48	до сих пор	2	1
49	как и сам	1	1
50	в противном случае	1	1
51	как и его	1	1
52	точке соприкосновения разных	1	1
53	событийна и рождается	1	1
54	в той же	2	1
55	в этом смысле	10	1
56	в себе в	1	1
57	к тому что	1	1
58	самим по себе	1	1
59	быть понято как	1	1
60	или лучше сказать	1	1
61	в себе все	1	1
62	в большей или	1	1
63	или меньшей степени	1	1
64	оно и не	1	1
65	он может быть	2	1
66	по крайней мере	1	1
67	как если бы	1	1
68	но и как	1	1
69	лишь одним из	2	1
70	как раз и	3	1
71	более или менее	1	1
72	не только в	2	1
73	как будто бы	1	1
74	бы оно ни	1	1
75	в художественном произведении	1	1
76	в свою очередь	1	1
77	в точке соприкосновения	1	1
78	мы имеем в	1	1
79	именно в качестве	1	1
80	с ним и	2	1
81	в известном смысле	1	1
82	пределы одного сознания	2	1
83	один из возможных	1	1
84	все же не	2	1
85	в зависимости от	5	1
86	не столько в	1	1
87	она может быть	1	1
88	же время оно	1	1
89	при условии что	1	1
90	и не могут	1	1
91	лишь одна из	1	1
92	не утратили своего	1	1
93	героев но не	1	1
94	что же касается	1	1
95	соприкосновения разных сознаний	1	1
96	имеем в виду	1	1
97	в самом произведении	2	1
98	по этому пути	1	1
99	этой точки зрения	1	1
100	выходит за пределы	1	1
101	а вовсе не	1	1
102	на первый взгляд	1	1
103	слова о нем	1	1
104	и в пределах	1	1
