N	3gram	Vinokur_St_2	Istorich
1	и т д	6	18
2	с другой стороны	3	8
3	в этом случае	1	7
4	вместе с тем	5	6
5	о том что	11	4
6	в связи с	1	4
7	но все же	2	4
8	тем не менее	2	4
9	т е в	1	3
10	так же как	3	3
11	но вместе с	1	3
12	после того как	4	3
13	для того чтобы	5	3
14	по отношению к	1	2
15	он не может	1	2
16	до сих пор	5	2
17	уже после того	2	2
18	в это время	2	2
19	в данном случае	1	2
20	в том чтобы	1	2
21	и вместе с	1	2
22	в том что	16	2
23	не потому ли	2	2
24	на то что	2	2
25	к тому времени	2	1
26	большую роль в	1	1
27	иметь в виду	3	1
28	в виду что	1	1
29	на самом деле	1	1
30	в том числе	1	1
31	он не только	1	1
32	в своей работе	1	1
33	с точки зрения	2	1
34	что он уже	1	1
35	в зависимости от	1	1
36	сам по себе	1	1
37	что он не	4	1
38	в отличие от	2	1
39	с тем что	2	1
40	совершенно так же	2	1
41	то же время	1	1
42	мы до сих	1	1
43	орудием в руках	1	1
44	точно так же	1	1
45	дело не в	1	1
46	в ту же	1	1
47	не в том	2	1
48	обращает на себя	3	1
49	и что он	1	1
50	не менее вопрос	1	1
51	но и он	1	1
52	как и вообще	1	1
53	тому времени когда	1	1
54	то что он	2	1
55	и на этом	1	1
56	во всяком случае	3	1
57	что у него	1	1
58	каждого из них	1	1
59	таким образом в	1	1
60	то обстоятельство что	4	1
61	в то время	1	1
62	в свою очередь	1	1
63	что в его	1	1
64	с самого начала	3	1
65	вопрос о том	3	1
66	в самом деле	2	1
67	но и здесь	2	1
68	в то же	1	1
69	в том смысле	2	1
70	внимание только на	1	1
71	вне всякого сомнения	2	1
72	менее вопрос о	1	1
73	а затем уже	1	1
74	как мы видели	1	1
