N	2gram	Tiupa_Teor_1	FransuaR
1	и в	18	41
2	то есть	12	24
3	и т.п	4	19
4	во всех	1	17
5	таким образом	3	17
6	в нем	4	16
7	и его	8	13
8	но и	9	13
9	в этом	8	12
10	как мы	1	12
11	все эти	2	11
12	все это	2	11
13	в самом	4	10
14	не только	16	10
15	так как	1	10
16	и др	1	10
17	прежде всего	2	10
18	то что	3	10
19	и на	1	9
20	о том	1	9
21	здесь и	1	8
22	в сущности	1	8
23	но в	9	8
24	в этой	3	8
25	никогда не	4	8
26	и до	1	7
27	в них	2	7
28	как и	4	7
29	том что	9	7
30	в его	6	7
31	вовсе не	3	7
32	у него	1	7
33	в особенности	1	7
34	как бы	5	7
35	что в	9	7
36	также и	1	6
37	например в	1	6
38	в году	1	6
39	следующей главе	1	6
40	в то	6	6
41	один из	2	6
42	мы видим	1	6
43	с помощью	1	6
44	вместе с	2	6
45	в следующей	2	6
46	или в	3	6
47	сказать что	3	6
48	что он	1	6
49	подчеркнуть что	1	5
50	с его	5	5
51	в ее	5	5
52	в своем	4	5
53	что это	1	5
54	в себе	9	5
55	то же	7	5
56	той же	1	5
57	рядом с	1	5
58	но он	3	5
59	в эпизоде	3	5
60	тем что	1	5
61	все то	1	5
62	так и	10	5
63	и что	3	5
64	а также	6	5
65	же время	5	5
66	в литературе	2	5
67	до нас	1	5
68	из них	1	5
69	в одном	2	5
70	большинстве случаев	1	5
71	так же	2	5
72	в той	2	5
73	одним из	2	4
74	того же	3	4
75	как в	5	4
76	и как	2	4
77	а затем	1	4
78	в другом	3	4
79	не в	7	4
80	даже в	3	4
81	в основе	3	4
82	того чтобы	1	4
83	нового времени	3	4
84	у нас	2	4
85	роль в	2	4
86	тот же	1	4
87	с одной	2	4
88	в большинстве	2	4
89	в результате	1	4
90	и даже	2	4
91	с другой	7	4
92	именно в	3	4
93	одной стороны	2	4
94	более того	1	4
95	и от	1	4
96	о котором	1	4
97	а в	13	4
98	не может	4	4
99	из этого	1	4
100	все что	1	4
101	существенное значение	1	3
102	в чем	1	3
103	как у	1	3
104	в одной	1	3
105	перед нами	2	3
106	в первом	2	3
107	при этом	12	3
108	и сам	1	3
109	с другими	5	3
110	было бы	1	3
111	весь мир	1	3
112	на первый	1	3
113	и их	1	3
114	также что	1	3
115	потому что	3	3
116	как один	1	3
117	те же	1	3
118	никак не	1	3
119	к нему	1	3
120	во втором	3	3
121	того что	4	3
122	одной из	2	3
123	только в	6	3
124	есть в	2	3
125	что не	1	3
126	и особенно	2	3
127	в данном	8	3
128	в первой	5	3
129	и не	13	3
130	и для	2	3
131	в третьем	1	3
132	на языке	2	3
133	между ними	4	3
134	первом случае	1	3
135	в искусстве	6	3
136	они не	1	3
137	связана с	1	2
138	и то	2	2
139	с точки	3	2
140	было и	1	2
141	включая и	1	2
142	говорить о	3	2
143	из того	1	2
144	начало и	1	2
145	но не	9	2
146	дело обстоит	1	2
147	за пределы	2	2
148	что они	1	2
149	носа в	1	2
150	в центре	1	2
151	точки зрения	9	2
152	хотя и	3	2
153	он в	1	2
154	раз в	1	2
155	и те	1	2
156	на его	1	2
157	он не	3	2
158	на этом	1	2
159	что все	1	2
160	значение в	1	2
161	самим собой	3	2
162	лишь в	6	2
163	второй половины	1	2
164	это было	2	2
165	заключается в	2	2
166	системе образов	1	2
167	только во	1	2
168	одного и	3	2
169	и конец	1	2
170	из этих	3	2
171	в своей	6	2
172	ведущая роль	1	2
173	но эта	1	2
174	их в	3	2
175	для этого	1	2
176	в таких	1	2
177	себе самом	1	2
178	так что	1	2
179	связи с	1	2
180	это уже	1	2
181	превращается в	2	2
182	не могут	2	2
183	в области	4	2
184	должен быть	1	2
185	данном случае	5	2
186	времени и	2	2
187	в романе	3	2
188	в значительной	1	2
189	между тем	5	2
190	из древнейших	1	2
191	тем более	1	2
192	а именно	2	2
193	на которой	1	2
194	но с	1	2
195	и весьма	1	2
196	они могут	1	2
197	человека с	2	2
198	себя в	6	2
199	никто не	2	2
200	ведь это	1	2
201	в конце	2	2
202	может быть	17	2
203	как раз	2	2
204	в форме	2	2
205	человеческое тело	1	2
206	человека и	1	2
207	а на	3	2
208	с мотивом	1	2
209	если мы	2	2
210	не на	2	2
211	а не	9	2
212	от мира	1	2
