N	3gram	Vygotskiy__3	Tvorches
1	и т д	4	11
2	до сих пор	5	3
3	не может быть	1	3
4	в первой части	1	2
5	в самом деле	18	2
6	в отличие от	1	2
7	в наше время	2	2
8	во всяком случае	2	2
9	с другой стороны	5	2
10	и т п	5	2
11	о том что	3	2
12	в том что	11	2
13	то все же	1	1
14	из этого рассказа	2	1
15	мы уже говорили	3	1
16	потому что в	1	1
17	о том как	2	1
18	от своего имени	2	1
19	мы понимаем что	1	1
20	мы видим в	2	1
21	мы больше не	1	1
22	можно было бы	1	1
23	так сказать в	1	1
24	не то что	2	1
25	в том смысле	2	1
26	в применении к	1	1
27	противоречии с этой	1	1
28	на наших глазах	2	1
29	уже говорили о	1	1
30	и что в	1	1
31	только то что	2	1
32	и тут же	1	1
33	не зависит от	1	1
34	и в этом	3	1
35	нашу мысль на	1	1
36	а с другой	1	1
37	попавших в беду	1	1
38	лежит в плане	1	1
39	он говорит что	2	1
40	в свою очередь	2	1
41	к тому же	1	1
42	чего он не	1	1
43	что у него	2	1
44	в целом ряде	1	1
45	потому что они	2	1
46	кто из них	1	1
47	в этом плане	1	1
48	смысле что это	1	1
49	целом ряде случаев	1	1
50	в то время	2	1
51	того или иного	1	1
52	так например в	1	1
53	мы не можем	2	1
54	том смысле что	1	1
55	а в плане	1	1
56	и если бы	1	1
57	с самого начала	6	1
58	но тот же	1	1
59	и только для	1	1
60	мы знаем что	1	1
61	или во всяком	1	1
62	будто бы не	1	1
63	в предисловии к	1	1
64	на то чтобы	1	1
65	в высшей степени	1	1
66	место в романе	1	1
67	не так как	1	1
68	и в другом	2	1
