1	с точки зрения	8	15
2	по отношению к	2	11
3	в этом смысле	3	9
4	в том что	8	7
5	в то же	1	7
6	то же время	1	7
7	в этом отношении	1	5
8	в конце концов	6	4
9	том что он	2	4
10	между тем как	1	4
11	на самом деле	1	3
12	можно было бы	1	3
13	не может быть	2	3
14	то есть в	1	3
15	себе самом и	1	3
16	но это не	1	3
17	бы то ни	2	3
18	это и есть	1	3
19	во всяком случае	2	3
20	и в этом	1	3
21	с самого начала	1	2
22	то ни было	1	2
23	до сих пор	2	2
24	потому что он	2	2
25	по крайней мере	4	2
26	для того чтобы	2	2
27	можно сказать что	3	2
28	человека но не	1	2
29	в данном случае	2	2
30	в самом деле	1	2
31	в то время	3	2
32	с другой стороны	5	2
33	о том что	9	2
34	не потому что	1	2
35	но в то	1	2
36	в большинстве случаев	1	2
37	и в частности	3	1
38	в этом произведении	1	1
39	как будто бы	3	1
40	на первый взгляд	1	1
41	так и в	1	1
42	как и его	1	1
43	дело в том	2	1
44	не только в	1	1
45	как человек и	1	1
46	по себе а	1	1
47	и то что	3	1
48	все в нем	1	1
49	что бы то	1	1
50	и как бы	1	1
51	то и другое	2	1
52	но для нас	1	1
53	то ни стало	1	1
54	как раз и	1	1
55	то что я	1	1
56	то есть он	1	1
57	этом смысле он	1	1
58	до самого последнего	1	1
59	то есть вполне	1	1
60	потому что у	1	1
61	конце концов не	1	1
62	не входит в	1	1
63	с этой точки	1	1
64	и никогда не	2	1
65	себя самого и	1	1
66	то время как	3	1
67	тому что в	1	1
68	потому что именно	2	1
69	в нем и	1	1
70	то есть только	1	1
71	он говорит о	1	1
72	хотя и не	1	1
73	может быть это	1	1
74	в своей работе	1	1
75	равно как и	2	1
76	и превращается в	1	1
77	тех или иных	2	1
78	у него не	1	1
79	точки зрения которого	1	1
80	он хотел бы	1	1
81	точно так же	3	1
82	этой точки зрения	1	1
83	здесь конечно не	1	1
84	ведь то что	1	1
85	во что бы	1	1
86	но все же	2	1
87	конце концов так	1	1
88	это не так	1	1
89	вновь и вновь	1	1
90	потому что не	1	1
91	может быть только	3	1
92	на борьбу с	1	1
93	на задний план	1	1
94	совсем другой вопрос	1	1
95	что в результате	1	1
96	все же не	3	1
97	а вовсе не	1	1
98	и притом в	1	1
99	он все же	1	1
100	но не только	1	1
