N	3gram	Propp_Russ_2	Myshleni
1	в том что	18	19
2	для того чтобы	6	8
3	так же как	4	6
4	в то время	2	6
5	можно сказать что	1	6
6	можно было бы	1	5
7	то время как	1	5
8	потому что он	1	4
9	на то что	1	4
10	как мы видели	1	4
11	в этом отношении	1	3
12	из того что	1	3
13	в первую очередь	1	3
14	мы видели что	4	3
15	состоит в том	13	2
16	в том же	1	2
17	в этом случае	6	2
18	если верно что	1	2
19	вместе с тем	4	2
20	с другой стороны	1	2
21	с того что	1	2
22	с тем и	1	2
23	совершенно очевидно что	1	2
24	не может быть	3	2
25	том что в	1	1
26	что иное как	2	1
27	а не на	1	1
28	так как оно	1	1
29	показывает что в	1	1
30	но так как	1	1
31	что один из	1	1
32	это в свою	1	1
33	так что в	1	1
34	одна из основных	1	1
35	без всякой связи	1	1
36	о том как	1	1
37	же как и	2	1
38	те и другие	1	1
39	но все это	1	1
40	и что с	1	1
41	мы не имеем	1	1
42	в отличие от	3	1
43	то что в	1	1
44	по аналогии с	1	1
45	из которых одна	2	1
46	приводят нас к	1	1
47	одновременно и в	1	1
48	там где есть	1	1
49	в данном случае	6	1
50	один из них	1	1
51	с одной стороны	2	1
52	этот вопрос надо	1	1
53	те или другие	1	1
54	и в этом	1	1
55	что именно в	1	1
56	не играют никакой	1	1
57	потому что в	1	1
58	но вместе с	2	1
59	а в других	1	1
60	данном случае мы	1	1
61	вопрос о том	1	1
62	в этом и	2	1
63	что при этом	1	1
64	но не с	1	1
65	только тогда когда	3	1
66	мы не можем	2	1
67	не что иное	2	1
68	не может удовлетворить	1	1
69	как и в	1	1
70	в свою очередь	1	1
71	из этих же	1	1
72	не может не	1	1
73	играют никакой роли	1	1
74	к выводу что	1	1
75	не непосредственно а	1	1
76	это приводит нас	1	1
77	смысле этого слова	1	1
78	после того как	2	1
79	как одна из	1	1
80	тем не менее	2	1
81	не менее эти	1	1
82	подобно тому как	3	1
83	в настоящее время	1	1
84	том же а	1	1
