N	2gram	Potebnia_M_2	Psycholo
1	в том	18	37
2	и в	24	32
3	и что	4	22
4	то есть	30	21
5	том что	8	21
6	потому что	49	21
7	таким образом	11	21
8	то что	20	21
9	что в	16	20
10	может быть	23	18
11	так же	2	18
12	что и	11	17
13	не может	12	17
14	самом деле	2	16
15	что она	3	16
16	в басне	1	15
17	того чтобы	2	14
18	то же	12	13
19	в этом	8	13
20	при этом	13	13
21	для того	5	13
22	что он	4	13
23	в самом	4	12
24	заключается в	1	12
25	не только	15	12
26	по себе	15	12
27	если мы	3	12
28	так как	10	12
29	на то	5	11
30	было бы	13	11
31	с тем	4	11
32	и т	6	10
33	с точки	1	10
34	при помощи	1	10
35	но и	9	10
36	же точно	1	10
37	как и	7	10
38	и не	19	10
39	как в	10	9
40	никогда не	4	9
41	что при	1	9
42	тем что	7	9
43	что все	2	9
44	в своих	1	9
45	на деле	3	8
46	с таким	3	8
47	той же	3	8
48	что это	3	8
49	не в	13	8
50	не менее	5	8
51	дело с	1	8
52	т п	3	8
53	того что	7	8
54	что они	5	7
55	и как	6	7
56	все эти	2	7
57	такой же	4	7
58	и его	2	7
59	к тому	1	7
60	только в	11	7
61	мы знаем	2	7
62	что для	3	7
63	а не	18	7
64	сказать что	2	7
65	что если	6	6
66	он не	1	6
67	если бы	11	6
68	формы и	1	6
69	те же	3	6
70	о том	5	6
71	тот же	5	6
72	к психологии	1	6
73	как бы	9	6
74	на самом	2	5
75	и на	8	5
76	что его	3	5
77	только на	1	5
78	что у	2	5
79	на все	3	5
80	далеко не	3	5
81	все это	2	5
82	в то	6	5
83	есть только	6	5
84	в ней	3	5
85	утверждает что	1	5
86	до сих	4	5
87	вслед за	3	5
88	сих пор	4	5
89	как на	3	5
90	ту же	1	4
91	сам по	4	4
92	есть не	5	4
93	столь же	5	4
94	в чем	7	4
95	с этим	7	4
96	все же	5	4
97	в действительности	2	4
98	в целом	3	4
99	в нем	9	4
100	к одному	1	4
101	одной и	2	4
102	и по	2	4
103	том случае	1	4
104	и с	1	4
105	и тем	3	4
106	в жизни	2	4
107	знаем что	1	4
108	и той	2	4
109	которые в	1	4
110	и более	1	4
111	тому что	2	4
112	не имеет	6	4
113	того как	7	4
114	но только	2	4
115	ничего не	1	4
116	как она	1	4
117	и до	1	4
118	в сознании	23	4
119	что на	3	4
120	и для	3	4
121	могут быть	8	4
122	тем не	6	4
123	и это	2	4
124	и сам	1	4
125	и поэтому	2	4
126	никак не	1	4
