N	2gram	Bakhtin_Pr_3	Istorich
1	и в	34	28
2	и т	8	25
3	может быть	19	25
4	т д	2	22
5	а не	9	15
6	не может	19	15
7	никогда не	8	14
8	мы должны	5	13
9	то же	14	12
10	не только	10	12
11	что в	7	12
12	только в	6	11
13	все же	7	10
14	и что	5	10
15	что он	23	10
16	мы увидим	2	10
17	но и	12	10
18	прежде всего	15	10
19	т е	12	10
20	не в	9	9
21	так и	6	9
22	о том	2	9
23	то что	11	9
24	в том	3	9
25	и не	29	9
26	в этом	16	8
27	но в	16	8
28	что это	5	8
29	таким образом	5	8
30	если бы	4	8
31	в ней	3	7
32	здесь мы	1	7
33	это не	5	7
34	еще не	4	7
35	так же	8	7
36	том что	3	7
37	было бы	2	7
38	в этих	1	7
39	а в	5	7
40	в этой	1	6
41	ни один	1	6
42	его в	4	6
43	так например	1	6
44	тем не	2	6
45	не менее	3	6
46	к тому	5	6
47	что и	5	6
48	так как	4	6
49	с другой	4	6
50	вместе с	4	6
51	когда он	2	6
52	например в	2	5
53	вопрос о	2	5
54	что они	6	5
55	в своем	2	5
56	увидим что	2	5
57	их в	3	5
58	на основе	1	5
59	в дальнейшем	1	5
60	можно было	1	5
61	в его	22	5
62	что здесь	1	5
63	но не	4	5
64	в одном	5	5
65	до сих	1	5
66	к которому	2	5
67	сих пор	1	5
68	или в	1	5
69	не должен	1	5
70	ты не	1	5
71	не знает	6	5
72	сказать что	2	5
73	другой стороны	3	5
74	героя в	5	5
75	и даже	7	4
76	и для	8	4
77	и на	6	4
78	между собой	1	4
79	не то	2	4
80	не все	1	4
81	с этим	2	4
82	все эти	4	4
83	на то	1	4
84	но все	5	4
85	об этом	1	4
86	и с	15	4
87	с тем	5	4
88	как и	18	4
89	даже в	5	4
90	на него	7	4
91	в основе	1	4
92	находится в	2	4
93	связи с	1	4
94	здесь не	1	4
95	в пределах	6	4
96	так в	2	4
97	того что	5	4
98	с одной	1	4
99	потому что	12	4
100	так что	5	4
101	в большинстве	2	4
102	большинстве случаев	3	4
103	мы знаем	2	4
104	и пр	1	4
105	один из	2	4
106	там где	7	4
107	друг с	2	4
108	как будто	7	4
109	все это	16	4
110	хотя бы	5	4
111	но это	4	4
112	но оно	1	4
113	также и	1	3
114	чтобы не	1	3
115	начинается с	1	3
116	мы здесь	1	3
117	время как	1	3
118	я не	7	3
119	то это	1	3
120	не совсем	1	3
121	и он	2	3
122	видели что	1	3
123	по отношению	5	3
124	не просто	1	3
125	перед нами	1	3
126	могли бы	1	3
127	к чему	2	3
128	при этом	4	3
129	этого вопроса	1	3
130	не как	3	3
131	и по	1	3
132	на этом	4	3
133	это конечно	1	3
134	же не	2	3
135	в другом	8	3
136	из них	5	3
137	не с	2	3
138	во время	2	3
139	в котором	3	3
140	в их	1	3
141	и эти	1	3
142	бы быть	1	3
143	по себе	3	3
144	раз и	3	3
145	эта мысль	1	3
146	в то	12	3
147	на котором	1	3
148	с другом	2	3
149	у меня	6	3
150	очень часто	2	3
151	есть только	3	3
152	должен быть	1	3
153	как мы	7	3
154	для этого	3	3
155	и должно	2	3
156	или на	1	3
157	связь между	1	3
158	во всем	3	3
159	и его	16	3
160	уже не	2	3
161	в начале	4	3
162	и их	1	3
163	тем что	4	3
164	в форме	2	3
165	мы еще	1	3
166	из которых	1	3
167	что же	8	3
168	будто бы	2	3
169	отношению к	6	3
170	отношения к	1	2
171	одним из	1	2
172	мы привели	1	2
173	и потому	2	2
174	и между	1	2
175	оно может	1	2
176	в доме	1	2
177	по его	1	2
178	из всех	1	2
179	что если	1	2
180	когда мы	1	2
181	зависимости от	1	2
182	к своему	5	2
183	на них	5	2
184	столь же	2	2
185	бы то	4	2
186	во всех	2	2
187	то он	1	2
188	ответ на	1	2
189	должны были	1	2
190	отличие от	2	2
191	мы сейчас	1	2
192	когда например	1	2
193	как в	4	2
194	и как	3	2
195	исторические корни	1	2
196	за собой	3	2
197	поэтому он	3	2
198	в целом	5	2
199	он в	4	2
200	которые в	2	2
201	тоже не	1	2
202	в очень	1	2
203	и тот	1	2
204	в себе	6	2
205	во многих	1	2
206	как он	3	2
207	его но	1	2
208	вследствие этого	2	2
209	и если	2	2
210	в нем	19	2
211	он не	15	2
212	всех этих	2	2
213	он должен	2	2
214	и вот	5	2
215	то ни	4	2
216	а затем	1	2
217	и мы	1	2
218	но уже	1	2
219	нет в	2	2
220	ни одной	1	2
221	мы видели	3	2
222	здесь можно	1	2
223	должно быть	3	2
224	пять лет	1	2
225	для него	13	2
226	что такое	2	2
227	в такой	3	2
228	в отличие	2	2
229	только для	1	2
230	героя из	3	2
231	есть еще	1	2
232	однако в	2	2
233	что этот	1	2
234	самого начала	8	2
235	тогда когда	1	2
236	одна из	1	2
237	что их	1	2
238	так чтобы	3	2
239	по своей	1	2
240	только с	3	2
241	именно это	1	2
242	не могут	1	2
243	всего в	1	2
244	отказаться от	2	2
245	на вопрос	4	2
246	в ее	3	2
247	мысль о	1	2
248	с самого	8	2
249	приводит к	1	2
250	на нее	2	2
251	за то	1	2
252	ясно что	1	2
253	еще в	3	2
254	поэтому в	1	2
255	с ним	8	2
256	ничего не	4	2
257	в глубине	1	2
258	о нем	2	2
259	он пришел	1	2
260	этой мысли	1	2
261	в пользу	1	2
262	между тем	3	2
263	этот момент	1	2
264	во всей	1	2
265	и только	2	2
266	бывает и	1	2
267	в ту	1	2
268	и она	1	2
269	большей или	1	2
270	но так	3	2
271	тот же	2	2
272	одной из	1	2
273	отказ от	1	2
274	правда и	1	2
275	себя в	1	2
276	для всех	1	2
277	ни было	4	2
278	оно в	1	2
279	здесь же	1	2
280	его и	3	2
281	был бы	2	2
282	не так	1	2
283	никто не	1	2
284	вовсе не	11	2
285	как раз	4	2
286	были бы	2	2
287	в особенности	1	2
288	одном месте	1	2
289	еще и	1	2
290	с ней	1	2
291	а с	3	2
292	а сам	1	2
293	один и	1	2
294	в середине	1	2
295	что не	7	2
296	отчего же	2	2
297	говорит о	2	2
298	в некоторых	1	2
299	на этот	1	2
300	основной вопрос	1	2
301	вступает в	2	2
302	конечно не	2	2
303	как бы	27	2
304	некоторое время	1	2
305	ко мне	1	2
306	в основном	1	2
307	у вас	2	2
308	нисколько не	2	2
309	и часто	1	2
310	еще одна	1	2
311	и от	5	2
312	бы в	3	2
313	или меньшей	1	2
314	между ними	1	2
315	в темноте	2	2
316	из этого	1	2
317	в виде	4	2
318	это было	3	2
319	но вернемся	1	1
320	можно говорить	1	1
321	он нисколько	1	1
322	тон рассказа	1	1
323	и то	3	1
324	на самом	11	1
325	он может	2	1
326	тех же	1	1
327	никаких новых	1	1
328	же был	1	1
329	это и	2	1
330	жили и	1	1
331	но тем	1	1
332	и меня	1	1
333	в первом	1	1
334	ту же	1	1
335	нем но	1	1
336	из его	4	1
337	те же	2	1
338	ведь и	3	1
339	и больше	1	1
340	и этот	2	1
341	этом направлении	1	1
342	мы уже	6	1
343	а как	2	1
344	образы и	1	1
345	социальной и	1	1
346	себе как	2	1
347	та же	2	1
348	что уже	1	1
349	или с	1	1
350	приводят к	1	1
351	он как	4	1
352	есть нечто	1	1
353	говорить о	3	1
354	на себя	1	1
355	но даже	1	1
356	иван не	1	1
357	и был	1	1
358	бы с	2	1
359	меньшей степени	1	1
360	и иначе	1	1
361	на другом	1	1
362	он был	1	1
363	утверждение что	1	1
364	ними в	1	1
365	иной характер	2	1
366	мной в	1	1
367	как если	1	1
368	совсем не	3	1
369	нет к	1	1
370	но как	4	1
371	в сторону	2	1
372	чтоб не	1	1
373	иначе что	1	1
374	герой не	2	1
375	вступают в	1	1
376	тут же	1	1
377	или нет?	1	1
378	между словом	1	1
379	отнюдь не	2	1
380	нас прежде	1	1
381	себя за	2	1
382	независимо от	1	1
383	вот как	3	1
384	из уст	1	1
385	очень трудно	1	1
386	словом в	1	1
387	как нам	1	1
388	нем он	1	1
389	в полном	1	1
390	по внешним	1	1
391	а со	1	1
392	и к	12	1
393	месте где	1	1
394	и хотя	1	1
395	в этот	2	1
396	то в	2	1
397	них как	1	1
398	еще на	1	1
399	оттого что	1	1
400	в которой	2	1
401	и у	5	1
402	нее он	1	1
403	мне не	2	1
404	за это	1	1
405	бы не	2	1
406	его может	1	1
407	вообще а	1	1
408	но он	3	1
409	и кто	1	1
410	говорят о	1	1
411	тому же	2	1
412	это потому	1	1
413	ее как	3	1
414	но ведь	1	1
415	уже иное	1	1
416	ты им	1	1
417	после этого	1	1
418	а просто	2	1
419	раз навсегда	1	1
420	так сказать	2	1
421	к героям	1	1
422	что еще	1	1
423	отца а	1	1
424	гл vi	1	1
425	какой бы	1	1
426	подобно тому	2	1
427	мы говорили	1	1
428	значительной степени	1	1
429	опять не	1	1
430	на всю	2	1
431	здесь он	1	1
432	главным образом	1	1
433	же касается	1	1
434	несколько иной	1	1
