N	2gram	Vygotskiy__4	Komedia
1	и в	20	22
2	том что	35	12
3	но и	9	11
4	в том	42	11
5	не только	15	10
6	в то	1	10
7	из них	4	10
8	как и	9	9
9	может быть	12	9
10	таким образом	25	8
11	должны были	1	8
12	о том	5	8
13	и его	5	8
14	в одном	1	8
15	и не	8	8
16	едва ли	2	7
17	в этой	3	7
18	и других	3	7
19	то же	16	6
20	тому же	6	6
21	и по	1	6
22	не в	4	6
23	в отношении	10	6
24	ни в	3	6
25	в конце	1	6
26	одного из	1	6
27	что он	6	6
28	такого рода	6	6
29	к тому	6	6
30	а в	2	6
31	в которой	3	6
32	что в	19	6
33	в истории	10	5
34	как в	5	5
35	то время	1	5
36	на его	3	5
37	при этом	12	5
38	потому что	12	5
39	мы встречаем	2	5
40	так и	5	5
41	и даже	1	5
42	между тем	9	5
43	один из	3	5
44	уже в	6	5
45	в его	11	5
46	прежде всего	2	5
47	о которых	1	5
48	с другой	12	5
49	все это	1	5
50	другой стороны	9	5
51	по которым	1	4
52	время от	1	4
53	время как	1	4
54	что они	14	4
55	но в	3	4
56	в нем	2	4
57	известно что	1	4
58	точки зрения	24	4
59	в их	12	4
60	так как	10	4
61	как мы	13	4
62	на него	1	4
63	ли не	2	4
64	так в	1	4
65	ясно что	2	4
66	а также	2	4
67	что и	9	4
68	в качестве	21	4
69	мы можем	5	4
70	тем что	7	4
71	именно в	3	4
72	в результате	8	4
73	конце концов	1	4
74	же в	1	4
75	по поводу	1	4
76	к этому	4	4
77	речь идет	5	3
78	же как	6	3
79	в тех	1	3
80	идет о	3	3
81	мы не	1	3
82	и на	6	3
83	в чем	3	3
84	как правило	1	3
85	с одной	9	3
86	в этом	24	3
87	все же	5	3
88	хотя и	1	3
89	и как	9	3
90	можно сделать	1	3
91	в целом	11	3
92	на то	5	3
93	главным образом	1	3
94	он не	1	3
95	здесь мы	2	3
96	и с	4	3
97	его в	6	3
98	первую очередь	4	3
99	и ее	1	3
100	место в	2	3
101	вопрос о	1	3
102	не менее	3	3
103	даже в	2	3
104	по отношению	1	3
105	того как	2	3
106	к этим	2	3
107	казалось бы	1	3
108	ничего не	1	3
109	в сознании	4	3
110	этом отношении	7	3
111	у нас	1	3
112	могут быть	7	3
113	и сам	1	3
114	после того	1	3
115	в частности	5	3
116	как из	2	3
117	и одновременно	1	3
118	тот же	9	3
119	одной из	3	3
120	только в	10	3
121	и у	2	3
122	в виде	3	3
123	в начале	2	3
124	у него	2	3
125	как раз	1	3
126	к которому	3	3
127	все более	2	3
128	так же	11	3
129	как это	9	3
130	по своему	4	3
131	одной стороны	9	3
132	в течение	1	3
133	здесь в	1	3
134	всего в	1	3
135	отношению к	1	3
136	как известно	3	2
137	того же	9	2
138	первые шаги	1	2
139	тех же	1	2
140	ту же	2	2
141	на две	1	2
142	почти всегда	3	2
143	видеть в	2	2
144	и людей	1	2
145	из всех	1	2
146	том насколько	1	2
147	с глаголом	1	2
148	в сущности	4	2
149	которую можно	2	2
150	столь же	3	2
151	бы то	1	2
152	тем как	3	2
153	совсем не	1	2
154	отличие от	2	2
155	в настоящем	3	2
156	относится к	1	2
157	наряду с	3	2
158	независимо от	1	2
159	что к	1	2
160	что касается	1	2
161	и хотя	1	2
162	в самом	6	2
163	меньшей мере	1	2
164	в известном	2	2
165	раз в	2	2
166	в себе	10	2
167	только один	1	2
168	в первой	1	2
169	в первую	4	2
170	в силу	6	2
171	на этом	3	2
172	то ни	1	2
173	связанные с	1	2
174	на все	3	2
175	было бы	8	2
176	и тем	8	2
177	для них	1	2
178	мы видели	6	2
179	такой же	2	2
180	которую он	2	2
181	по сообщению	1	2
182	в следующем	2	2
183	всяком случае	3	2
184	почти не	1	2
185	но он	1	2
186	тем не	1	2
187	при всем	1	2
188	по своей	6	2
189	с достаточной	1	2
190	в области	4	2
191	уже о	1	2
192	же самое	7	2
193	указывает на	2	2
194	для себя	1	2
195	вывод что	1	2
196	на нем	2	2
197	в себя	1	2
198	до самого	1	2
199	поэтому мы	1	2
200	мог бы	1	2
201	для этого	1	2
202	собой и	2	2
203	образом в	1	2
204	из других	1	2
205	находится в	1	2
206	и здесь	2	2
207	нас в	3	2
208	и во	3	2
209	в форме	1	2
210	быть даже	1	2
211	также в	1	2
212	указывает что	1	2
213	еще не	2	2
214	который в	1	2
215	из которых	1	2
216	мы знаем	1	2
217	в других	1	2
218	со стороны	3	2
219	даже не	1	2
220	до сих	1	2
221	в период	1	2
222	вслед за	2	2
223	еще и	1	2
224	на которые	1	2
225	и притом	1	2
226	то и	1	2
227	в действии	5	2
228	не может	6	2
229	вместе с	8	2
230	или по	1	2
231	но не	3	2
232	говоря уже	1	2
233	в состоянии	1	2
234	и формы	1	2
235	к нему	2	2
236	сих пор	1	2
237	но это	1	2
238	и таким	1	2
239	мы найдем	2	2
240	или в	1	2
241	указания на	1	2
242	только что	4	2
243	ни было	1	2
244	то что	15	2
245	не говоря	1	2
246	в свою	2	2
247	по одному	3	2
248	из своей	1	2
249	в действительности	5	2
250	ее в	1	2
251	в своих	1	2
252	во всяком	4	2
253	и наиболее	1	1
254	также и	2	1
255	в этот	1	1
256	самое слово	3	1
257	переходит к	1	1
258	на самом	1	1
259	не что	1	1
260	по времени	1	1
261	тем же	4	1
262	между двумя	2	1
263	и естественное	1	1
264	и больше	1	1
265	высшей степени	2	1
266	в зависимости	1	1
267	последние два	1	1
268	уже по	1	1
269	одним из	2	1
270	мы уже	5	1
271	той же	6	1
272	по мнению	2	1
273	совершенно исключительное	1	1
274	совпадает с	1	1
275	что иное	1	1
276	ему в	1	1
277	об использовании	1	1
278	зависимости от	2	1
279	всю вторую	1	1
280	и он	2	1
281	в ней	2	1
282	думаю что	1	1
283	собой в	1	1
284	иное как	1	1
285	ответа на	1	1
286	быть в	1	1
287	к целому	1	1
288	а только	3	1
289	во всех	1	1
290	и подобно	1	1
291	как у	1	1
292	он может	1	1
293	два основных	1	1
294	друг на	5	1
295	не входит	1	1
296	не все	1	1
297	чтобы потом	1	1
298	при первом	1	1
299	отнюдь не	3	1
300	причине что	1	1
301	с этим	5	1
302	дает нам	1	1
303	в своем	4	1
304	переходя от	2	1
305	в полном	1	1
306	смысле этого	7	1
307	когда он	3	1
308	целый ряд	5	1
309	говорит что	3	1
310	не являются	3	1
311	его к	4	1
312	и к	5	1
313	следует рассмотреть	1	1
314	то в	1	1
315	тенденции к	1	1
316	что это	2	1
317	и внешних	1	1
318	представляет собой	3	1
319	чуть ли	1	1
320	бы не	1	1
321	только два	1	1
322	из этих	2	1
323	в древних	1	1
324	приводит к	3	1
325	только на	2	1
326	остановиться на	2	1
327	и тот	7	1
328	роль в	4	1
329	и те	4	1
330	как он	4	1
331	что одна	1	1
332	что эти	2	1
333	но прежде	1	1
334	к выводу	2	1
335	к совершенно	1	1
336	состоит в	4	1
337	к одному	6	1
338	понятий и	9	1
339	по существу	3	1
340	систему его	1	1
341	практически он	1	1
342	не могли	1	1
343	из него	2	1
344	подобно тому	2	1
345	одному и	4	1
346	что она	1	1
347	но все	1	1
348	что все	3	1
