N	2gram	Voloshinov_2	Mirosoze
1	и в	19	46
2	у достоевского	1	34
3	в нем	11	22
4	у него	2	22
5	это –	9	22
6	может быть	28	21
7	в этом	15	20
8	не только	13	18
9	и не	19	18
10	никогда не	7	18
11	для него	9	18
12	но и	10	15
13	не может	18	15
14	человека в	1	14
15	как и	9	13
16	а не	9	13
17	не есть	3	13
18	друг друга	2	12
19	прежде всего	7	12
20	потому что	1	12
21	и он	2	11
22	не было	3	11
23	но он	1	11
24	в ней	3	11
25	у нас	3	11
26	но в	7	10
27	в себе	4	10
28	он не	3	10
29	он был	2	9
30	не в	10	9
31	не знает	2	9
32	в своем	2	8
33	так как	3	8
34	переходит в	1	8
35	как бы	19	8
36	но это	1	8
37	человека и	1	7
38	связана с	2	7
39	как в	1	7
40	в нашем	2	7
41	в этой	3	7
42	хотя бы	6	7
43	и потому	2	7
44	и для	7	7
45	что он	4	7
46	вопрос о	2	6
47	там и	1	6
48	что это	2	6
49	в русской	1	6
50	и здесь	5	6
51	зло и	1	6
52	так же	5	6
53	того что	4	6
54	жизни и	2	6
55	то же	16	5
56	совсем не	1	5
57	в самом	6	5
58	и вот	1	5
59	что она	1	5
60	что все	1	5
61	в своей	3	5
62	в отношении	4	5
63	есть прежде	1	5
64	и его	16	5
65	к тому	6	5
66	и это	3	5
67	это не	4	5
68	в его	5	5
69	него нет	1	5
70	для того	6	5
71	то что	4	5
72	и все	6	5
73	в духе	1	5
74	также и	1	4
75	к чему	1	4
76	с его	8	4
77	у них	1	4
78	его на	1	4
79	– говорит	2	4
80	в жизни	2	4
81	нет в	1	4
82	том что	10	4
83	тому что	4	4
84	не имеет	3	4
85	того чтобы	6	4
86	только и	1	4
87	должны быть	2	4
88	они и	1	4
89	должен быть	2	4
90	так и	10	4
91	в русском	4	4
92	и женщины	1	4
93	себя в	2	4
94	уже не	1	4
95	вопроса о	1	4
96	что и	3	4
97	в свою	6	4
98	мужчины и	1	4
99	они не	2	4
100	до конца	2	4
101	ложной идеей	1	4
102	со свободой	1	4
103	что в	2	4
104	смысле слова	5	3
105	это и	1	3
106	к другому	5	3
107	высшей степени	3	3
108	той же	3	3
109	и самого	2	3
110	и на	5	3
111	иное как	2	3
112	менее всего	3	3
113	как он	1	3
114	человека –	1	3
115	в каждом	1	3
116	не будет	3	3
117	и с	2	3
118	на все	2	3
119	его в	7	3
120	на почве	9	3
121	ни в	6	3
122	в них	1	3
123	в высшей	3	3
124	и тогда	2	3
125	что было	1	3
126	человека есть	1	3
127	что иное	1	3
128	и всегда	1	3
129	достоевский в	1	3
130	только с	2	3
131	себя и	1	3
132	не существует	3	3
133	было в	1	3
134	если бы	11	3
135	с ним	1	3
136	о том	3	3
137	что они	2	3
138	к которой	1	3
139	каждого человека	2	3
140	в том	7	3
141	только в	8	3
142	есть в	1	3
143	не так	2	3
144	тем что	2	3
145	от того	1	3
146	до сих	3	3
147	к которому	1	3
148	связано с	3	3
149	для человека	1	3
150	нет ничего	1	3
151	– не	6	3
152	жизни в	1	3
153	и нет	1	3
154	связано со	1	3
155	сих пор	3	3
156	и от	3	3
157	лишь как	2	3
158	отношении к	5	3
159	сказать что	4	3
160	не что	1	3
161	нем нет	2	2
162	отношения к	2	2
163	в обычном	1	2
164	он также	1	2
165	сам по	1	2
166	не имеют	3	2
167	и за	1	2
168	его не	1	2
169	но она	1	2
170	принадлежит к	1	2
171	для нашей	1	2
172	нет то	1	2
173	в дневнике	1	2
174	во всех	6	2
175	землю и	1	2
176	то он	1	2
177	по отношению	8	2
178	в центре	1	2
179	хотя и	1	2
180	в действительности	1	2
181	увидим что	1	2
182	от этого	2	2
183	добро и	1	2
184	то в	1	2
185	в которой	1	2
186	бы не	2	2
187	этот процесс	1	2
188	и если	1	2
189	этого вопроса	1	2
190	не к	3	2
191	еще более	2	2
192	– то	2	2
193	лишь в	14	2
194	– вот	5	2
195	должно быть	3	2
196	в этих	3	2
197	точки зрения	17	2
198	другим и	1	2
199	нас не	2	2
200	ее в	1	2
201	место в	2	2
202	от его	1	2
203	то перед	1	2
204	мир и	1	2
205	быть лишь	1	2
206	в атмосфере	2	2
207	тогда когда	1	2
208	ничего не	4	2
209	связи с	13	2
210	было не	1	2
211	в основе	9	2
212	и социального	1	2
213	к себе	1	2
214	оно не	1	2
215	мысль о	1	2
216	еще в	1	2
217	по себе	3	2
218	в разных	1	2
219	и поэтому	1	2
220	и что	1	2
221	как ее	1	2
222	в сущности	14	2
223	к нему	5	2
224	другого в	1	2
225	все время	2	2
226	но с	1	2
227	мы видим	1	2
228	тот же	1	2
229	мы увидим	2	2
230	а лишь	1	2
231	между тем	6	2
232	в новых	1	2
233	так что	1	2
234	же и	1	2
235	уже в	2	2
236	ни одного	1	2
237	и других	1	2
238	себе в	1	2
239	и мир	1	2
240	не о	1	2
241	были бы	1	2
242	или иной	5	2
243	интерес к	1	2
244	уходит в	1	2
245	что не	2	2
246	превращается в	1	2
247	– в	4	2
248	вместе с	2	2
249	– это	4	2
250	что же	1	2
251	да и	3	2
252	из этой	1	2
253	другого человека	1	2
254	в собственной	1	2
255	но для	2	2
256	и зло	1	2
257	в более	2	2
258	все внешнее	1	2
259	сознания и	3	2
260	его с	1	2
261	но когда	1	2
262	бы в	4	2
263	дневнике писателя	1	2
264	быть и	6	2
265	а в	3	2
266	к самому	1	2
267	к самым	1	2
268	отношению к	8	2
269	и землю	1	2
270	и эта	2	2
271	– может	2	1
272	– чисто	1	1
273	и то	3	1
274	бытия а	1	1
275	приходят к	1	1
276	самом деле	9	1
277	с идеей	1	1
278	не иначе	1	1
279	и объяснение	1	1
280	проникает в	1	1
281	должна быть	4	1
282	этом направлении	1	1
283	а совершенно	1	1
284	это совершенно	1	1
285	мы не	2	1
286	даже до	1	1
287	атмосфера в	1	1
288	не была	1	1
289	но по	2	1
290	в учении	2	1
291	говорить о	1	1
292	и ее	4	1
293	что вопрос	1	1
294	что существует	1	1
295	а следовательно	1	1
296	себе он	1	1
297	значение и	2	1
298	только тогда	1	1
299	не все	1	1
300	если в	1	1
301	него с	1	1
302	людьми –	1	1
303	за пределы	3	1
304	но без	1	1
305	определяется не	2	1
306	мы дадим	1	1
307	– внутреннее	1	1
308	с этим	3	1
309	оформления в	1	1
310	все остальные	1	1
311	могли бы	1	1
312	и как	6	1
313	его к	2	1
314	в каком-то	1	1
315	для которого	1	1
316	истины и	1	1
317	в целом	1	1
318	формы в	1	1
319	все эти	3	1
320	ее как	1	1
321	на то	4	1
322	вот уже	1	1
323	эту мысль	1	1
324	и другим	1	1
325	все те	4	1
326	перестает быть	1	1
327	они в	1	1
328	из сферы	1	1
329	– лишь	4	1
330	– на	3	1
331	не могли	1	1
332	всех своих	1	1
333	кто этот	1	1
334	но все	1	1
335	значительной степени	2	1
336	же не	1	1
337	сознание и	1	1
338	в другом	3	1
339	основы для	1	1
340	с целью	1	1
341	входит в	1	1
342	на протяжении	2	1
343	было бы	4	1
344	он есть	1	1
345	всю свою	1	1
346	к миру	1	1
347	и тем	4	1
348	к которым	3	1
349	этого не	1	1
350	с тем	1	1
351	которой он	1	1
352	не проникает	1	1
353	остается в	1	1
354	на себя	1	1
355	переносится в	2	1
356	бы на	1	1
357	от своего	2	1
358	что такое	1	1
359	уже к	1	1
360	в котором	3	1
361	с точки	13	1
362	к одному	1	1
363	существует для	2	1
364	себе а	1	1
365	ответить на	1	1
366	значение для	1	1
367	сознание –	3	1
368	него не	1	1
369	и более	7	1
370	между двумя	1	1
371	же такое	1	1
372	вернемся к	1	1
373	иной раз	1	1
374	но они	2	1
375	как о	2	1
376	и именно	2	1
377	отличное от	1	1
378	для всего	3	1
379	следовательно и	2	1
380	и весь	1	1
381	или как	2	1
382	и маленького	1	1
383	ему и	1	1
384	не принадлежит	1	1
385	того же	5	1
386	находит себе	2	1
387	слова о	4	1
388	и делает	1	1
389	при такой	1	1
390	в нее	1	1
391	раскрывается в	1	1
392	его –	5	1
393	не могут	1	1
394	и часто	1	1
395	лежит в	2	1
396	бы он	3	1
397	уже было	1	1
398	– с	3	1
399	но также	1	1
400	по сравнению	1	1
401	уверенности и	1	1
402	для себя	4	1
403	всего этого	1	1
404	в ее	3	1
405	говорили что	1	1
406	в пределах	10	1
407	и хоть	1	1
408	приводит к	2	1
409	роль в	1	1
410	им как	2	1
411	не выдерживают	1	1
412	и сам	1	1
413	на нее	1	1
414	не с	2	1
415	и религии	1	1
416	– и	5	1
417	когда в	1	1
418	находится в	1	1
419	сознание не	1	1
420	но к	2	1
421	в самой	1	1
422	другому в	1	1
423	в значительной	2	1
424	до известной	1	1
425	он исходит	1	1
426	которой мы	2	1
427	роль на	1	1
428	и только	1	1
429	нем и	1	1
430	слова для	3	1
431	и борьбы	1	1
432	цели не	1	1
433	социальной среды	3	1
434	ее цели	1	1
435	речи о	2	1
436	в какой	3	1
437	в голове	1	1
438	со всеми	1	1
439	того кому	1	1
440	и у	2	1
441	знал только	1	1
442	чем они	1	1
443	не из	1	1
444	смысла в	1	1
445	не дает	1	1
446	его и	3	1
447	не сам	1	1
448	был бы	1	1
449	не находит	1	1
450	и толстой	1	1
451	у нее	1	1
452	смысле этого	4	1
453	но что	2	1
454	из нее	1	1
455	этом отношении	1	1
456	бы это	2	1
457	лишь для	1	1
458	это будет	2	1
459	обычном смысле	1	1
460	с другой	3	1
461	лишь те	2	1
462	и прежде	2	1
463	характерно для	1	1
464	а с	2	1
465	на которые	1	1
466	больше и	1	1
467	к более	1	1
468	образами и	1	1
469	тема –	2	1
470	отрывается от	1	1
471	о чем	2	1
472	на эту	1	1
473	они одинаково	1	1
474	представляется нам	1	1
475	во франции	1	1
476	связь с	4	1
477	ни на	1	1
478	замкнутости и	1	1
479	таким в	1	1
480	на самом	7	1
481	независимо от	2	1
482	этот смысл	1	1
483	может так	1	1
484	xix века	2	1
485	сравнению с	1	1
486	это приводит	1	1
487	на тот	1	1
488	в той	5	1
489	слова он	1	1
490	вне этой	2	1
491	– что	1	1
492	всего xix	1	1
493	распадается на	2	1
494	которыми может	1	1
495	этого слова	5	1
496	все это	1	1
497	формы и	2	1
498	когда он	1	1
499	той или	4	1
500	мы должны	1	1
501	более всего	1	1
502	ни к	1	1
503	только что	3	1
504	все они	1	1
505	быть оправдана	1	1
506	между ними	2	1
507	это сознание	1	1
508	из этого	1	1
509	были и	1	1
510	на своем	1	1
511	природу на	1	1
512	а может	1	1
513	по поводу	1	1
514	оно прежде	1	1
515	к этому	5	1
516	как на	2	1
517	еще слишком	1	1
