N	3gram	Bakhtin_Pr_5	Istorich
1	до сих пор	1	5
2	и то что	1	5
3	с другой стороны	3	4
4	не может быть	3	4
5	но все же	2	4
6	в этом случае	1	3
7	в данном случае	1	3
8	мы видели что	1	3
9	как мы видели	1	3
10	о том что	1	2
11	то же самое	1	2
12	тем что он	1	2
13	смысле этого слова	2	2
14	то что он	1	2
15	так и в	2	2
16	тем не менее	1	2
17	мы увидим что	2	2
18	а затем его	1	1
19	не только с	1	1
20	подобно тому как	2	1
21	но и по	1	1
22	это он говорит	1	1
23	потому что я	1	1
24	у меня в	1	1
25	знает что он	1	1
26	и не может	2	1
27	как и все	2	1
28	и тут же	1	1
29	что он не	1	1
30	мы должны признать	1	1
31	друг на друга	2	1
32	своей основной функции	1	1
33	за то что	1	1
34	с ними в	1	1
35	от него он	1	1
36	он не мог	1	1
37	выдает себя за	1	1
38	здесь еще не	1	1
39	что даже и	1	1
40	и в этих	1	1
41	и в других	1	1
42	может быть и	1	1
43	о том как	1	1
44	видели что в	1	1
45	то время как	1	1
46	не говорит о	1	1
47	в этот момент	1	1
48	остановимся только на	2	1
49	не случайно он	1	1
50	и то же	3	1
51	и вместе с	1	1
52	бы они были	1	1
53	и с этой	1	1
54	одно и то	3	1
55	и в особенности	1	1
56	случаях когда герой	1	1
57	вместе с тем	1	1
58	что же это	1	1
59	в этом рассказе	1	1
60	как будто бы	1	1
61	из которых каждый	1	1
62	вообще не знает	1	1
63	в то время	1	1
64	приведем еще один	1	1
65	особое место занимает	1	1
66	никогда не говорит	1	1
67	можно сказать что	1	1
68	к нему с	1	1
69	он во время	1	1
70	в большинстве случаев	2	1
71	это и делает	1	1
72	и во всем	1	1
73	к тому что	1	1
74	то что они	1	1
75	на нее он	1	1
76	как и в	1	1
77	что и в	1	1
