N	2gram	Propp_Isto_1	formyVre
1	и в	28	46
2	в этом	8	22
3	и т	25	14
4	прежде всего	10	14
5	вовсе не	2	13
6	и его	3	12
7	во всех	2	11
8	не только	12	11
9	только в	11	11
10	т п	1	11
11	смерти в	1	11
12	как бы	2	10
13	во время	3	10
14	в том	9	10
15	но в	8	10
16	мы уже	1	9
17	не в	9	9
18	у него	1	9
19	но и	10	9
20	вместе с	6	9
21	и не	9	9
22	и для	4	9
23	то же	12	8
24	смерть и	2	8
25	как и	4	8
26	для того	1	8
27	того чтобы	1	8
28	потому что	4	8
29	связи с	4	8
30	в его	5	8
31	из них	3	8
32	в связи	4	8
33	в основном	2	8
34	и на	4	7
35	так сказать	1	7
36	всех этих	2	7
37	так и	9	7
38	в них	1	7
39	может быть	25	7
40	в одном	5	7
41	то что	9	7
42	как мы	3	6
43	еще не	7	6
44	все же	10	6
45	при этом	3	6
46	и с	4	6
47	его в	6	6
48	в основе	4	6
49	никогда не	14	6
50	те же	1	6
51	так как	6	6
52	в особенности	2	6
53	здесь в	2	6
54	все это	4	6
55	и все	1	6
56	в греческом	1	5
57	но не	5	5
58	с этим	4	5
59	в своем	5	5
60	все эти	4	5
61	связанные с	2	5
62	он не	2	5
63	в нем	2	5
64	должно быть	2	5
65	в то	3	5
66	непосредственном соседстве	1	5
67	в дальнейшем	5	5
68	и у	1	5
69	в непосредственном	1	5
70	и др	7	5
71	в частности	2	5
72	в пределах	4	5
73	по существу	5	5
74	что в	12	5
75	отношения к	2	4
76	также и	3	4
77	и он	3	4
78	значение и	2	4
79	что они	5	4
80	в истории	1	4
81	как в	2	4
82	из этих	1	4
83	в себе	2	4
84	их в	5	4
85	том что	7	4
86	в котором	3	4
87	соседстве с	1	4
88	в образе	3	4
89	в эпоху	2	4
90	с ним	2	4
91	о том	9	4
92	так что	4	4
93	конечно не	2	4
94	с другом	3	4
95	и их	3	4
96	а не	15	4
97	отнюдь не	1	4
98	друг с	4	4
99	здесь еще	1	3
100	ему в	3	3
101	в виду	1	3
102	мы еще	3	3
103	другой пример	1	3
104	мы будем	5	3
105	точка зрения	2	3
106	в средние	1	3
107	хотя и	1	3
108	целый ряд	1	3
109	как уже	2	3
110	и как	2	3
111	в этот	1	3
112	уже не	3	3
113	та же	1	3
114	в большинстве	4	3
115	т д	22	3
116	и по	3	3
117	таким образом	8	3
118	здесь мы	7	3
119	а затем	2	3
120	в совершенно	1	3
121	связанных с	1	3
122	по всему	1	3
123	на первый	2	3
124	в их	3	3
125	в которых	1	3
126	не могли	1	3
127	как можно	1	3
128	фольклора но	1	3
129	кроме того	1	3
130	же самое	3	3
131	к тому	6	3
132	на основе	5	3
133	зрения не	1	3
134	с едой	1	3
135	том как	2	3
136	в другом	3	3
137	а также	1	3
138	что и	6	3
139	того что	4	3
140	тот же	2	3
141	что он	10	3
142	в качестве	5	3
143	и они	1	3
144	большинстве случаев	4	3
145	для него	2	3
146	в прошлом	1	3
147	тем что	3	3
148	в форме	3	3
149	и даже	4	3
150	не было	1	3
151	не на	2	3
152	на смерть	2	3
153	в это	1	3
154	в этих	7	3
155	ее в	5	3
156	а в	7	3
157	средние века	1	3
158	всего в	2	3
159	и другие	4	3
160	к этому	2	3
161	ту же	1	2
162	как его	1	2
163	и есть	1	2
164	тем же	1	2
165	и так	1	2
166	мы имеем	13	2
167	эти не	1	2
168	говорить о	1	2
169	в фольклоре	1	2
170	он был	1	2
171	совсем не	1	2
172	к ним	4	2
173	вступают в	1	2
174	то в	1	2
175	и к	1	2
176	от этого	2	2
177	в этой	6	2
178	с одной	4	2
179	как он	2	2
180	под землей	1	2
181	о смерти	6	2
182	после этого	1	2
183	и вот	2	2
184	на этом	3	2
185	по себе	3	2
186	с тем	4	2
187	со своими	1	2
188	которой он	1	2
189	мы видели	2	2
190	в царстве	1	2
191	представление о	1	2
192	строго говоря	1	2
193	одном из	1	2
194	но он	1	2
195	над ними	1	2
196	друг другу	1	2
197	в прямом	1	2
198	и более	1	2
199	в историческом	1	2
200	в отношении	1	2
201	вплоть до	1	2
202	она не	1	2
203	эти формы	3	2
204	на котором	3	2
205	там где	4	2
206	в самой	1	2
207	на землю	1	2
208	ссылаясь на	1	2
209	этом отношении	1	2
210	очень часто	3	2
211	могут быть	4	2
212	и потому	2	2
213	и это	1	2
214	здесь не	4	2
215	и от	2	2
216	в себя	1	2
217	не мог	1	2
218	но здесь	1	2
219	находится в	4	2
220	и должно	3	2
221	другом месте	1	2
222	и та	1	2
223	это не	7	2
224	и только	2	2
225	все в	1	2
226	века и	1	2
227	у всех	1	2
228	значит что	1	2
229	что здесь	5	2
230	один из	4	2
231	мы видим	11	2
232	словом и	1	2
233	и детей	1	2
234	от целого	1	2
235	представлений о	3	2
236	сами по	1	2
237	в конце	1	2
238	они сами	1	2
239	каждый из	1	2
240	и неизвестно	1	2
241	до сих	5	2
242	с другой	6	2
243	именно в	3	2
244	было бы	7	2
245	и несколько	1	2
246	и затем	1	2
247	в некоторых	2	2
248	и пр	4	2
249	их не	2	2
250	у нас	1	2
251	не знает	5	2
252	на друга	1	2
253	для чего	1	2
254	не может	15	2
255	все основные	1	2
256	так же	7	2
257	как это	3	2
258	наряду с	3	2
259	раньше и	1	2
260	лежит в	1	2
261	и всех	1	2
262	дело идет	1	2
263	этом случае	1	2
264	сих пор	5	2
265	только для	2	2
266	здесь имеет	1	2
267	друг на	1	2
268	с большой	1	2
269	сказал что	1	2
270	у них	1	2
271	как явление	1	2
272	но это	4	2
273	между ними	2	2
274	равно как	1	2
275	в иной	4	2
276	жизни а	1	2
277	во всяком	1	2
278	туда на	1	1
279	которых не	1	1
280	нарушается и	1	1
281	с природой	2	1
282	можно говорить	1	1
283	например в	5	1
284	относится и	1	1
285	чтобы не	3	1
286	мы здесь	3	1
287	связан с	1	1
288	и то	1	1
289	их особенно	1	1
290	на самом	1	1
291	это и	1	1
292	по этим	1	1
293	обстоит дело	4	1
294	которую они	1	1
295	всех случаях	2	1
296	должна быть	5	1
297	и больше	1	1
298	кости и	1	1
299	сказать по	1	1
300	и ясный	1	1
301	тридевять земель	2	1
302	а как	1	1
303	есть не	1	1
304	ему нужно	1	1
305	что если	2	1
306	которую мы	1	1
307	почему во	1	1
308	что уже	1	1
309	большую роль	2	1
310	вопрос о	5	1
311	он как	1	1
312	начинается с	3	1
313	представлением о	1	1
314	время как	3	1
315	в полной	1	1
316	ни один	6	1
317	же что	1	1
318	весь остальной	1	1
319	подчеркнуть что	2	1
320	это время	2	1
321	в ней	7	1
322	и говорить	1	1
323	между собой	4	1
324	время в	1	1
325	в нашем	1	1
326	иной характер	1	1
327	и всего	1	1
328	и вопрос	1	1
329	образе а	1	1
330	а он	1	1
331	герой не	1	1
332	связанного с	1	1
333	отличие от	2	1
334	же был	1	1
335	друга и	1	1
336	между словом	1	1
337	связи и	2	1
338	с процессами	1	1
339	первый взгляд	2	1
340	что во	1	1
341	не входят	1	1
342	из уст	1	1
343	что как	1	1
344	мы также	2	1
345	он часто	1	1
346	однако не	2	1
347	в полном	1	1
348	этом же	1	1
349	когда он	6	1
350	сторона в	1	1
351	быть объяснена	1	1
352	имеет свои	1	1
353	них как	1	1
354	и этим	2	1
355	он дал	1	1
356	мотивы и	1	1
357	в которой	1	1
358	ступени развития	1	1
359	бы не	1	1
360	так в	4	1
361	еще один	2	1
362	и тот	2	1
363	ее как	1	1
364	в наших	1	1
365	дальше и	1	1
366	его но	2	1
367	вследствие этого	2	1
368	здесь однако	1	1
369	мы можем	1	1
370	смерти имеет	1	1
371	они в	1	1
372	не значит	1	1
373	в тот	1	1
374	не как	3	1
375	образом и	1	1
376	в мифах	1	1
377	гл vi	1	1
378	образов и	2	1
379	его от	1	1
380	так например	6	1
381	в основу	1	1
382	но все	4	1
383	от нее	1	1
384	об этом	4	1
385	это было	2	1
386	бы нам	1	1
387	в преисподней	1	1
388	лучше чем	1	1
389	и тем	2	1
390	чаще всего	1	1
391	едой и	1	1
392	действий и	1	1
393	или три	1	1
394	другая форма	1	1
395	чем в	1	1
396	ключ к	3	1
397	мы не	10	1
398	других и	1	1
399	за тридевять	2	1
400	в один	1	1
401	нисколько не	2	1
402	лучше всего	2	1
403	и еще	1	1
404	и выйти	1	1
405	в своей	1	1
406	античного материала	2	1
407	нас может	1	1
408	имеется и	1	1
409	с самого	2	1
410	от его	1	1
411	для всякого	1	1
412	живут в	1	1
413	точку зрения	3	1
414	которые в	2	1
415	и эти	3	1
416	чтобы это	1	1
417	однако в	2	1
418	где нет	2	1
419	в пропасть	1	1
420	случае мы	1	1
421	тому что	1	1
422	не представляют	1	1
423	нет никакого	1	1
424	чистом виде	2	1
425	ее так	1	1
426	в таких	2	1
427	с которой	1	1
428	самого начала	2	1
429	дело в	3	1
430	одна из	2	1
431	на него	4	1
432	не по	2	1
433	весь этот	1	1
