N	2gram	Bakhtin_fo_2	Problema
1	и в	46	30
2	в своей	1	22
3	то есть	10	21
4	не только	11	18
5	то что	7	18
6	в этом	22	17
7	том что	4	17
8	в стихотворении	1	14
9	и даже	3	14
10	людей и	2	13
11	таким образом	3	13
12	но и	9	13
13	потому что	8	13
14	также и	4	12
15	о том	4	12
16	в его	8	12
17	в том	10	12
18	и не	9	12
19	так что	4	11
20	в своем	5	11
21	у него	9	11
22	в этой	2	10
23	в виде	1	10
24	точки зрения	10	10
25	все же	6	9
26	на земле	2	9
27	но в	10	9
28	и вообще	1	9
29	только в	11	9
30	и все	6	9
31	сказать что	1	9
32	хотя и	3	8
33	с точки	8	8
34	никак не	1	8
35	в конце	2	8
36	вовсе не	13	8
37	но не	5	7
38	как и	8	7
39	не в	9	7
40	никогда не	6	7
41	на землю	2	7
42	связи с	8	7
43	у нас	2	7
44	здесь не	2	7
45	в дальнейшем	5	7
46	так и	7	7
47	что он	3	7
48	до нас	1	7
49	может быть	7	7
50	зевса и	1	7
51	в связи	8	7
52	в результате	1	7
53	вместе с	9	7
54	и на	7	6
55	и как	3	6
56	в нем	5	6
57	его в	6	6
58	несмотря на	1	6
59	и его	12	6
60	можно сказать	2	6
61	и что	1	6
62	что и	3	6
63	уже не	3	6
64	так как	6	6
65	с другой	2	6
66	прежде всего	14	6
67	как бы	10	6
68	и для	9	6
69	конце концов	1	6
70	а в	3	6
71	другой стороны	1	6
72	и то	1	5
73	для себя	1	5
74	в которой	1	5
75	и с	6	5
76	в античном	5	5
77	с тем	2	5
78	он и	1	5
79	еще в	1	5
80	нисколько не	1	5
81	в прометее	1	5
82	но он	2	5
83	и притом	1	5
84	и о	2	5
85	и у	5	5
86	и их	4	5
87	мы можем	1	5
88	а не	4	5
89	не может	2	5
90	так же	2	5
91	в самом	1	5
92	что в	5	5
93	человека и	4	4
94	того же	3	4
95	и он	4	4
96	отнюдь не	4	4
97	и к	2	4
98	в себе	4	4
99	при этом	6	4
100	но все	1	4
101	об этом	1	4
102	было бы	2	4
103	ни в	1	4
104	не мог	2	4
105	любви и	1	4
106	в то	5	4
107	в трагедии	1	4
108	некоторой степени	1	4
109	и сам	1	4
110	iii в	1	4
111	человека из	1	4
112	в качестве	3	4
113	богов и	1	4
114	до некоторой	1	4
115	у боккаччо	2	4
116	далеко не	2	4
117	еще и	1	4
118	если не	2	4
119	в частности	5	4
120	в смысле	5	4
121	жизни в	4	4
122	у людей	1	4
123	смысле слова	2	3
124	тем же	2	3
125	и людей	2	3
126	время как	1	3
127	в виду	3	3
128	в ней	1	3
129	еще не	6	3
130	он сам	1	3
131	в ее	1	3
132	совсем не	2	3
133	что они	4	3
134	от этого	2	3
135	бы не	1	3
136	учение о	1	3
137	с одной	2	3
138	он не	5	3
139	в другом	3	3
140	в новое	1	3
141	однако в	1	3
142	нет никакого	1	3
143	в отношении	2	3
144	но только	1	3
145	в самой	2	3
146	в духе	2	3
147	то время	1	3
148	что от	1	3
149	жизнь и	3	3
150	в эпоху	4	3
151	с ним	4	3
152	внимание на	1	3
153	а также	3	3
154	все в	2	3
155	же в	4	3
156	того что	3	3
157	тот же	3	3
158	и тем	1	3
159	в одном	7	3
160	для того	8	3
161	именно в	2	3
162	одной стороны	1	3
163	мира в	3	3
164	а потом	2	3
165	быть только	1	3
166	в настоящее	1	3
167	еще более	4	3
168	и другие	3	3
169	самом деле	1	2
170	характерное для	2	2
171	и до	2	2
172	поэтому и	1	2
173	бури и	1	2
174	то же	8	2
175	здесь изображается	1	2
176	мы имеем	2	2
177	мы не	1	2
178	равно как	2	2
179	это время	1	2
180	проявляется в	1	2
181	в таком	1	2
182	все эти	5	2
183	в чем	1	2
184	что люди	1	2
185	тем как	1	2
186	землю и	1	2
187	мы будем	3	2
188	не входит	1	2
189	значение и	4	2
190	и никак	1	2
191	отношение к	3	2
192	и речи	1	2
193	на небе	2	2
194	в одной	2	2
195	как в	4	2
196	человека вообще	1	2
197	кроме того	3	2
198	когда он	1	2
199	античной мифологии	1	2
200	средневековой литературе	1	2
201	борьбы с	1	2
