N	2gram	Vinokur_Ku_3	Dialekti
1	не есть	3	40
2	и не	10	30
3	по себе	6	25
4	т е	32	25
5	и т	54	21
6	т д	8	19
7	и в	23	18
8	точки зрения	23	17
9	ничего не	6	17
10	может быть	14	17
11	и есть	5	16
12	ни в	3	15
13	не имеет	3	15
14	потому что	12	14
15	а не	11	14
16	не только	17	13
17	то что	4	13
18	что в	13	13
19	в этом	16	12
20	было бы	16	12
21	с точки	16	12
22	если бы	8	12
23	и что	7	12
24	не может	6	12
25	что это	3	11
26	учение о	2	11
27	в себе	1	11
28	что он	6	11
29	так как	9	11
30	как бы	5	11
31	все это	2	11
32	то же	6	10
33	несмотря на	1	10
34	что такое	4	10
35	прежде всего	9	10
36	сказать что	7	10
37	и то	1	9
38	отнюдь не	3	9
39	так и	6	9
40	это не	3	9
41	том что	11	9
42	никогда не	1	9
43	это есть	1	9
44	в том	22	9
45	сама по	2	8
46	ясно что	4	8
47	но это	5	8
48	в каком	3	8
49	к нему	1	8
50	совершенно не	5	8
51	также и	5	7
52	и как	2	7
53	то в	3	7
54	что она	5	7
55	что не	4	7
56	той или	5	7
57	мы находим	3	7
58	вовсе не	5	7
59	не просто	2	7
60	но и	3	7
61	сам по	3	6
62	хотя бы	9	6
63	в чем	5	6
64	не то	2	6
65	но в	2	6
66	с другой	7	6
67	и вот	3	6
68	не в	5	6
69	она не	3	6
70	в то	3	6
71	никак не	2	6
72	можно сказать	2	6
73	не было	4	6
74	ни на	2	6
75	говорить о	6	5
76	я не	5	5
77	отношение к	3	5
78	в своем	4	5
79	все же	5	5
80	в противоположность	1	5
81	и с	3	5
82	и мы	1	5
83	в этих	2	5
84	но если	3	5
85	в отношении	3	5
86	ровно ничего	1	5
87	ни о	1	5
88	в виду	8	5
89	в дальнейшем	2	5
90	можно было	11	5
91	не с	2	5
92	как же	3	5
93	мы должны	3	5
94	он сам	1	5
95	само по	1	5
96	в особенности	2	5
97	и пр	3	5
98	она есть	2	5
99	есть и	1	5
100	об отношении	1	5
101	а в	5	5
102	это и	3	4
103	мы говорим	4	4
104	почти всегда	1	4
105	то это	3	4
106	то я	1	4
107	как он	2	4
108	он есть	1	4
109	но лишь	1	4
110	как таковой	2	4
111	смысл и	2	4
112	по крайней	1	4
113	и более	3	4
114	у пушкина	1	4
115	же время	1	4
116	не о	2	4
117	к тому	3	4
118	как мы	5	4
119	только то	3	4
120	о том	6	4
121	от него	1	4
122	крайней мере	1	4
123	и об	2	4
124	быть и	1	4
125	мы видим	1	4
126	но не	3	4
127	с какой	1	4
128	в котором	2	4
129	для меня	2	4
130	не говорит	1	4
131	как раз	4	4
132	как это	7	4
133	хотя и	5	4
134	собственно говоря	1	4
135	так же	2	4
136	другой стороны	3	4
137	во всяком	2	4
138	отношения к	1	3
139	самом деле	14	3
140	должна быть	3	3
141	есть не	3	3
142	но она	1	3
143	в ней	3	3
144	как смысл	1	3
145	мысли и	2	3
146	на самом	3	3
147	а только	1	3
