N	2gram	Losev_Prob_5	Hudozhes
1	и в	30	28
2	в рассказе	1	21
3	том что	17	19
4	в ее	3	18
5	и не	12	18
6	своего рода	1	16
7	в том	12	15
8	а не	5	14
9	в этом	17	13
10	не в	7	13
11	о том	12	12
12	перед нами	1	11
13	не только	18	11
14	при этом	4	11
15	как и	7	11
16	в его	12	11
17	уже не	6	10
18	в себе	4	9
19	но и	13	9
20	так и	7	8
21	между тем	2	8
22	что он	7	8
23	в душе	1	8
24	может быть	7	8
25	о чем	1	8
26	я не	2	7
27	по отношению	2	7
28	что она	1	7
29	состоит в	1	7
30	об этом	4	7
31	к тому	2	7
32	в частности	4	7
33	как это	1	7
34	и все	9	7
35	с ним	3	7
36	жизни в	4	7
37	отношению к	2	7
38	я и	1	6
39	в котором	2	6
40	то же	2	6
41	не было	1	6
42	и с	5	6
43	в своей	22	6
44	в то	4	6
45	тем что	2	6
46	для себя	5	6
47	сводится к	1	6
48	можно сказать	6	6
49	это не	2	6
50	человеческой жизни	2	6
51	а в	6	6
52	то что	18	6
53	жизни и	2	6
54	жизни как	1	5
55	с его	1	5
56	в этой	10	5
57	как в	2	5
58	в самом	5	5
59	что это	1	5
60	в своем	11	5
61	не менее	5	5
62	у него	11	5
63	никогда не	7	5
64	ничего не	2	5
65	и его	6	5
66	она не	1	5
67	и сам	4	5
68	его жизни	1	5
69	только на	1	5
70	одно из	1	5
71	наряду с	2	5
72	как бы	6	5
73	да и	2	5
74	с ее	1	5
75	что в	5	5
76	и другие	3	5
77	и т	1	4
78	но не	7	4
79	своей жизни	1	4
80	то в	1	4
81	он не	3	4
82	в других	3	4
83	тем не	5	4
84	тому что	1	4
85	же время	1	4
86	и сама	2	4
87	как будто	3	4
88	в городе	1	4
89	и о	5	4
90	того чтобы	2	4
91	вслед за	2	4
92	что они	3	4
93	только в	9	4
94	в качестве	4	4
95	что и	6	4
96	как раз	5	4
97	для того	3	4
98	говорит о	7	4
99	превращается в	1	4
100	то и	2	4
101	не может	5	4
102	о своем	2	4
103	бы и	1	4
104	была бы	2	3
105	человека и	4	3
106	едва ли	4	3
107	по его	2	3
108	на себя	1	3
109	и он	4	3
110	в ней	3	3
111	еще не	3	3
112	и на	6	3
113	в ответ	1	3
114	не все	2	3
115	со стороны	1	3
116	бы не	3	3
117	раз в	2	3
118	в нем	6	3
119	можно было	2	3
120	мы уже	1	3
121	было бы	4	3
122	в это	2	3
123	в них	2	3
124	несмотря на	6	3
125	что было	1	3
126	любви и	4	3
127	как о	4	3
128	на него	2	3
129	со своим	1	3
130	ни о	1	3
131	к себе	1	3
132	как только	1	3
133	в человеке	1	3
134	и это	1	3
135	что у	5	3
136	когда в	1	3
137	внимание на	3	3
138	героя не	1	3
139	к нему	3	3
140	одной из	1	3
141	с ними	1	3
142	и ее	1	3
143	с одной	3	3
144	для нас	10	3
145	в одном	3	3
146	с другой	6	3
147	все время	3	3
148	а с	4	3
149	прежде всего	6	3
150	человек в	1	3
151	своего мужа	1	3
152	так же	5	3
153	одной стороны	3	3
154	все это	1	3
155	ли в	2	3
156	или в	4	3
157	будто бы	5	3
158	на фоне	1	3
159	героя и	1	3
160	о себе	2	3
161	и состоит	1	3
162	по поводу	2	3
163	самом деле	2	3
164	все что	2	3
165	к людям	4	2
166	и то	5	2
167	о любви	1	2
168	но тем	2	2
169	а как	1	2
170	который в	9	2
171	он знает	1	2
172	на душе	2	2
173	они были	1	2
174	в черном	1	2
175	он сам	3	2
176	на кого	1	2
177	нам представляется	1	2
178	тем как	2	2
179	если в	1	2
180	отношение к	2	2
181	тоже не	2	2
182	все же	9	2
183	не думал	1	2
184	и к	4	2
185	но в	9	2
186	бы с	2	2
187	в нашем	1	2
188	из этих	1	2
189	тому же	1	2
190	т д	1	2
191	не как	1	2
192	прежде чем	2	2
193	однако в	3	2
194	не будет	2	2
195	же не	4	2
196	а по	1	2
197	его в	6	2
198	который и	1	2
199	от которого	1	2
200	и тогда	2	2
201	со всей	2	2
202	только тем	1	2
203	в г	1	2
204	от своего	1	2
205	с точки	8	2
206	не столько	1	2
207	жизни с	1	2
208	что я	1	2
209	нельзя было	1	2
210	вместе со	1	2
211	называет его	1	2
212	того как	5	2
213	к ней	1	2
214	ему в	1	2
215	представляется нам	1	2
216	как мы	2	2
217	людей в	5	2
218	на другой	1	2
219	данном случае	2	2
220	те же	1	2
221	которая была	1	2
222	до сих	2	2
223	том как	1	2
224	в последней	1	2
225	один человек	1	2
226	в другом	3	2
227	и просто	2	2
228	а также	3	2
229	любви к	2	2
230	того или	1	2
231	во втором	2	2
232	нуждается в	1	2
233	и только	2	2
234	и об	1	2
235	один из	2	2
236	себя с	1	2
237	здесь не	7	2
238	зная что	1	2
239	ли он	2	2
