N	3gram	Bakhtin_Pr_3	KulturaY
1	в том что	3	15
2	с точки зрения	2	9
3	по отношению к	1	8
4	с другой стороны	1	6
5	о том что	2	5
6	в зависимости от	2	5
7	в этом отношении	1	5
8	по крайней мере	1	5
9	во всяком случае	1	5
10	до сих пор	5	4
11	тем не менее	2	4
12	состоит в том	1	3
13	более или менее	3	3
14	в этом смысле	1	3
15	в соответствии с	2	3
16	можно было бы	1	3
17	в связи с	1	3
18	не может быть	1	3
19	смысле этого термина	1	2
20	так или иначе	1	2
21	в целом и	1	2
22	в каждом из	3	2
23	теперь несколько слов	1	2
24	так и в	2	2
25	то же время	5	2
26	несколько слов о	3	2
27	в то же	5	2
28	и может быть	1	1
29	что иное как	1	1
30	можно себе представить	1	1
31	в ней на	1	1
32	в ней все	1	1
33	это было бы	1	1
34	только в тех	1	1
35	и во многих	1	1
36	и в то	2	1
37	связанная с этим	1	1
38	в отличие от	1	1
39	а вместе с	1	1
40	в собственном смысле	2	1
41	все той же	1	1
42	не то что	3	1
43	в известной мере	2	1
44	и со всем	1	1
45	необходимо указать на	1	1
46	в применении к	1	1
47	очень широкое распространение	1	1
48	к вопросу о	1	1
49	целом и в	1	1
50	тех или иных	1	1
51	души по мытарствам	1	1
52	которую можно было	1	1
53	но в нем	1	1
54	обратим прежде всего	1	1
55	вовсе еще не	1	1
56	потому что они	1	1
57	а может быть	1	1
58	до наших дней	3	1
59	том что на	1	1
60	вместе с ним	1	1
61	широкое распространение в	1	1
62	мы наблюдаем в	1	1
63	в ее целом	1	1
64	и тем самым	1	1
65	широком смысле этого	1	1
66	той или иной	1	1
67	смысле этого слова	1	1
68	друг от друга	1	1
69	в большинстве случаев	4	1
70	после того как	1	1
71	в братьях карамазовых	2	1
72	не что иное	1	1
73	все то что	2	1
74	мы наблюдаем здесь	1	1
