N	3gram	Losev_Dial_1	Vvedenie
1	и т д	19	36
2	для того чтобы	1	20
3	в том что	7	12
4	о том что	2	12
5	но также и	1	9
6	в этом смысле	3	8
7	не может быть	3	8
8	тем не менее	1	8
9	до сих пор	2	6
10	в самом деле	1	6
11	то же время	4	6
12	к выводу что	1	6
13	в то же	4	6
14	том что такое	1	6
15	т д но	2	5
16	и т п	2	5
17	в том чтобы	1	5
18	с другой стороны	4	5
19	что иное как	1	4
20	и в особенности	1	4
21	в этом отношении	2	4
22	можно было бы	4	4
23	по крайней мере	4	4
24	и в этом	3	4
25	по сравнению с	2	4
26	так или иначе	1	4
27	во всяком случае	2	4
28	само по себе	5	4
29	не что иное	1	4
30	с одной стороны	2	4
31	одной стороны и	2	3
32	и тем не	1	3
33	но в то	1	3
34	можно сказать что	3	3
35	сама по себе	8	3
36	но все же	1	3
37	как она есть	3	2
38	потому что он	3	2
39	в чем же	1	2
40	дело в том	1	2
41	и той же	1	2
42	то же самое	1	2
43	что же касается	1	2
44	с точки зрения	12	2
45	представить себе что	1	2
46	что в нем	3	2
47	точно так же	2	2
48	может быть и	3	2
49	можно представить себе	1	2
50	в конце концов	3	2
51	чтобы можно было	1	2
52	не в том	1	2
53	в связи с	1	2
54	т д все	1	2
55	есть не что	1	2
56	в этих случаях	1	2
57	одной и той	1	2
58	мы уже знаем	1	2
59	т д в	1	2
60	той или иной	3	2
61	но уже и	2	1
62	а между тем	1	1
63	а потому что	1	1
64	каждом из них	1	1
65	и есть то	1	1
66	по себе не	5	1
67	в той или	1	1
68	только потому что	3	1
69	сказать что в	1	1
70	наука не получила	1	1
71	мы имеем дело	1	1
72	может быть названа	1	1
73	как один из	2	1
74	более или менее	3	1
75	на самом деле	2	1
76	т е не	1	1
77	есть т е	1	1
78	то или иное	2	1
79	как бы ее	1	1
80	сам по себе	6	1
81	может ли быть	1	1
82	но что такое	2	1
83	потому что и	2	1
84	не было бы	2	1
85	только в том	1	1
86	только то что	3	1
87	т е о	2	1
88	если и нужно	1	1
89	всяком случае гораздо	1	1
90	и это есть	1	1
91	том или ином	1	1
92	деле то что	1	1
93	природы таким образом	1	1
94	отчет в том	1	1
95	самого по себе	2	1
96	она может быть	1	1
97	д все это	1	1
98	нечего и говорить	1	1
99	и не в	1	1
100	могут не быть	1	1
101	все же это	1	1
102	и об отношении	1	1
103	одно и то	4	1
104	так как она	4	1
105	так а не	1	1
106	бы и не	1	1
107	а не только	1	1
108	можно говорить о	1	1
109	или нет и	1	1
110	и то же	4	1
111	как он есть	1	1
112	было бы в	1	1
113	не есть наука	1	1
114	и понимать ее	1	1
115	здесь в малом	1	1
116	вообще т е	1	1
117	не наука а	1	1
118	с одинаковым успехом	1	1
119	об отношении его	1	1
120	случае не есть	2	1
121	когда мы говорим	1	1
122	в нем есть	6	1
123	же самое и	1	1
124	а в том	1	1
125	во главе с	1	1
126	не потому что	1	1
127	та или иная	3	1
128	связи с этим	1	1
129	уже и сейчас	1	1
130	с самого начала	1	1
131	не существует и	1	1
132	а не иначе	1	1
133	и даже просто	2	1
134	т е по	2	1
135	что это есть	1	1
136	при известных условиях	1	1
137	в разной степени	1	1
138	не просто как	2	1
139	с этой стороны	2	1
140	т д и	2	1
141	к тому что	2	1
142	в каждом из	2	1
143	бы ее ни	1	1
144	не значит что	3	1
145	е по существу	1	1
146	для того кто	1	1
147	тот смысл что	1	1
148	в сравнении с	1	1
149	отношении его к	1	1
150	в них не	1	1
151	а именно в	1	1
152	из того что	1	1
153	англичане и немцы	1	1
154	в качестве примера	2	1
