N	2gram	Vinokur_Ku_2	Literetu
1	и не	16	22
2	и в	23	16
3	при этом	2	15
4	в этом	18	14
5	не только	20	14
6	но и	7	14
7	в том	19	12
8	может быть	15	12
9	а не	10	12
10	то что	9	12
11	в частности	2	11
12	своего рода	4	10
13	не в	8	10
14	такого рода	1	10
15	то же	6	9
16	так и	4	9
17	в то	4	9
18	того что	3	9
19	в этой	6	8
20	том что	11	8
21	не может	9	8
22	как бы	4	8
23	в своей	2	7
24	тем самым	2	7
25	же время	3	7
26	только в	5	7
27	со стороны	4	7
28	точки зрения	14	7
29	я в	1	7
30	еще не	5	6
31	с его	1	6
32	в себе	1	6
33	состоит в	2	6
34	в другом	2	6
35	о том	1	6
36	и его	3	6
37	в его	5	6
38	с другой	8	6
39	к тому	4	6
40	в году	2	5
41	в отличие	2	5
42	отличие от	2	5
43	как в	3	5
44	всего лишь	3	5
45	в целом	1	5
46	тому же	1	5
47	лишь в	5	5
48	это не	6	5
49	соответствии с	2	5
50	как и	2	5
51	что я	4	5
52	этом отношении	3	5
53	в ее	1	5
54	что он	5	5
55	в качестве	8	5
56	в поэзии	1	5
57	именно в	3	5
58	а именно	2	5
59	вместе с	5	5
60	а в	3	5
61	но не	6	4
62	по отношению	1	4
63	в рамках	1	4
64	хотя и	4	4
65	и если	2	4
66	должно быть	4	4
67	место в	1	4
68	однако в	1	4
69	даже в	1	4
70	не говоря	2	4
71	никогда не	2	4
72	говоря уже	2	4
73	данном случае	2	4
74	а также	3	4
75	с одной	2	4
76	одно из	1	4
77	в одном	1	4
78	как будто	2	4
79	как у	2	4
80	до конца	3	4
81	одной стороны	1	4
82	в данном	4	4
83	по существу	5	4
84	и для	2	4
85	отношения к	2	3
86	не становится	1	3
87	самом деле	9	3
88	свое место	2	3
89	едва ли	1	3
90	той же	2	3
91	с ее	1	3
92	но уже	2	3
93	разумеется не	1	3
94	отнюдь не	4	3
95	однако не	4	3
96	и как	1	3
97	и к	1	3
98	но в	11	3
99	то в	1	3
100	бы и	4	3
101	в глазах	2	3
102	и тем	5	3
103	в слове	1	3
104	с точки	8	3
105	только для	2	3
106	потому что	25	3
107	в области	11	3
108	уже о	3	3
109	все еще	1	3
110	не случайно	1	3
111	прежде всего	8	3
112	между тем	6	3
113	вслед за	1	3
114	ни к	15	3
115	совершенно не	3	3
116	уже не	8	3
117	в самом	12	3
118	в соответствии	3	3
119	более того	1	3
120	как это	5	3
121	в иных	2	3
122	там где	5	3
123	это как	1	3
124	как на	1	3
125	того же	3	2
126	установка на	2	2
127	как мы	3	2
128	вопрос о	9	2
129	не сомневается	1	2
130	я не	5	2
131	мы и	1	2
132	и на	6	2
133	время в	1	2
134	бы то	1	2
135	теперь как	1	2
136	сказать и	1	2
137	отказ от	2	2
138	отношение к	1	2
139	еще один	1	2
140	и вовсе	2	2
141	все же	7	2
142	когда он	1	2
143	могли бы	2	2
144	к идее	1	2
145	не знает	3	2
146	так или	2	2
147	но без	1	2
148	на то	4	2
149	в случае	1	2
150	все они	2	2
151	в нем	4	2
152	он все	1	2
153	не как	2	2
154	и вот	5	2
155	том чтобы	1	2
156	на жизнь	1	2
157	то ни	1	2
158	в совершенно	1	2
159	и с	7	2
160	а по	1	2
161	знает что	3	2
162	было бы	15	2
163	и даже	2	2
164	далеко не	1	2
165	не всегда	2	2
166	он и	2	2
167	несмотря на	5	2
168	мы с	2	2
169	еще раз	1	2
170	и при	1	2
171	от себя	1	2
172	быть может	1	2
173	ни было	1	2
174	в конце	4	2
175	по себе	10	2
176	не менее	7	2
177	в принципе	1	2
178	для меня	1	2
179	того чтобы	11	2
180	о природе	1	2
181	записывает в	1	2
182	как раз	3	2
183	другой стороны	7	2
184	у нас	12	2
185	то она	1	2
186	это путь	1	2
187	что у	2	2
188	не с	1	2
189	здесь как	1	2
190	если бы	12	2
191	и перед	1	2
192	слова из	1	2
193	одного из	2	2
194	можно сказать	4	2
195	что и	3	2
196	и только	1	2
197	как например	1	2
198	но с	1	2
199	здесь не	3	2
200	с ними	2	2
201	связи с	3	2
202	для него	1	2
203	действия а	1	2
204	тем что	3	2
205	для того	9	2
206	или иной	1	2
207	не надо	3	2
208	или иначе	3	2
209	возникающую вследствие	1	2
210	что не	6	2
211	в живом	2	2
212	а на	2	2
213	если не	1	2
214	все более	1	2
215	так же	4	2
216	и потому	2	2
217	а так	1	2
218	быть только	2	2
219	быть не	2	2
220	с этой	2	2
221	один из	5	2
222	сознания и	2	2
223	что в	10	2
224	внимание на	1	2
225	же в	3	2
226	отношением к	1	2
227	в свою	2	2
228	оно не	2	2
229	эти слова	1	2
230	но еще	1	2
231	еще и	2	2
232	в своих	2	2
233	к этому	4	2
234	к произведениям	1	1
235	была бы	4	1
236	и т	39	1
237	всем и	1	1
238	и то	5	1
239	в сердце	1	1
240	на самом	2	1
241	тех же	2	1
242	это и	3	1
243	идет о	1	1
244	и есть	2	1
245	рабочего класса	2	1
246	по которым	1	1
247	по преимуществу	2	1
248	и до	2	1
249	исходит из	1	1
250	все те	1	1
251	по его	1	1
252	мы уже	1	1
253	бы уже	1	1
254	одних и	1	1
255	с парохода	2	1
256	о помощи	1	1
257	в каждый	2	1
258	говорить о	4	1
259	что иное	1	1
260	само слово	1	1
261	поэзии не	1	1
262	и он	1	1
263	в ней	3	1
264	он был	1	1
265	с тех	1	1
266	иное как	1	1
267	этой почве	3	1
268	в чем	1	1
269	в обеих	1	1
270	как правило	1	1
271	своего материала	1	1
272	конечном счете	2	1
273	очевидно что	2	1
274	уже как	1	1
275	не просто	2	1
276	нет и	1	1
277	определяется не	1	1
278	сама по	1	1
279	к сожалению	1	1
280	что автор	1	1
281	здесь очевидно	1	1
282	независимо от	1	1
283	своем дневнике	1	1
284	данный момент	3	1
285	с этим	3	1
286	вспомним что	1	1
287	в своем	2	1
288	и целого	1	1
289	что касается	2	1
290	перед нами	4	1
291	нынешнем его	1	1
292	что по	1	1
293	ход мысли	1	1
294	за собой	2	1
295	себе как	1	1
296	в нашем	7	1
297	не оставляет	1	1
298	т п	24	1
299	ни одна	1	1
300	и отношения	1	1
301	он теряет	1	1
302	что к	1	1
303	уже в	3	1
304	за рамки	2	1
305	вообще не	1	1
306	по словам	2	1
307	больше всего	1	1
308	если для	1	1
309	тем не	6	1
310	она становится	1	1
311	он не	3	1
312	как константин	1	1
313	его стихи	1	1
314	именно то	1	1
315	и еще	2	1
316	и утверждает	1	1
317	в силу	7	1
318	в корне	2	1
319	сейчас на	1	1
320	силу своей	1	1
321	что однако	1	1
322	что без	1	1
323	же остается	1	1
324	прежде чем	1	1
325	о таком	1	1
326	здесь мы	2	1
327	слова и	5	1
328	на все	2	1
329	о в	1	1
330	вопрос как	1	1
331	первую очередь	1	1
332	который и	1	1
333	всю свою	1	1
334	например с	1	1
335	еще одно	3	1
336	кажется что	1	1
337	который по	1	1
338	в них	4	1
339	нет в	1	1
340	о которых	3	1
341	каждый данный	2	1
342	все равно	2	1
343	а прежде	1	1
344	этого не	3	1
345	место и	1	1
346	и уже	1	1
347	и вне	1	1
348	чем в	3	1
349	ведет к	1	1
350	на этот	2	1
351	этом в	1	1
352	был бы	2	1
353	на таких	1	1
354	в первую	1	1
355	что такая	1	1
356	выступает на	1	1
357	что такое	3	1
358	на месте	1	1
359	в их	2	1
360	то для	3	1
361	значение для	1	1
362	всегда остается	1	1
363	и новые	1	1
364	но это	3	1
365	но он	1	1
366	был только	1	1
367	сознание что	1	1
368	как от	1	1
369	в таких	3	1
370	ты знаешь	1	1
371	новые и	1	1
372	в устах	2	1
373	бы быть	1	1
374	вовсе не	9	1
375	тому что	1	1
376	деятельности в	1	1
377	в отношении	2	1
378	значение на	1	1
379	а а	1	1
380	она не	2	1
381	тогда когда	1	1
382	революции и	2	1
383	в процессе	3	1
384	с и	1	1
385	что вы	1	1
386	самого по	1	1
387	для всего	1	1
388	в огромном	1	1
389	не имеет	4	1
390	где его	1	1
391	слова как	3	1
392	поэтическое произведение	1	1
393	то именно	1	1
394	в ком	1	1
395	во всем	1	1
396	ему и	1	1
397	себе во	1	1
398	в книге	1	1
399	языка который	1	1
400	нужна была	1	1
401	в действительности	1	1
402	именно такой	1	1
403	свое собственное	1	1
404	становится для	1	1
405	что там	1	1
406	когда мы	1	1
407	как только	1	1
408	значительной степени	1	1
409	п я	1	1
410	ничего общего	1	1
411	слово которое	1	1
412	приходит к	1	1
413	в театре	1	1
414	ни даже	1	1
415	и о	4	1
416	в виду	3	1
417	свою очередь	2	1
418	с каким	1	1
419	и от	2	1
420	при котором	1	1
421	языка и	8	1
422	так в	3	1
423	на том	2	1
424	обращаясь к	1	1
425	природе своей	1	1
426	и прочих	1	1
427	здесь нет	1	1
428	для этого	3	1
429	в ход	1	1
430	тем чем	1	1
431	здесь я	1	1
432	этих заметок	1	1
433	тех кто	1	1
434	на этой	4	1
435	на вопрос	1	1
436	столь же	1	1
437	говорит об	1	1
438	современная русская	1	1
439	с того	1	1
440	аналогии с	3	1
441	в значительной	1	1
442	нас в	1	1
443	на точку	1	1
444	в конечном	2	1
445	материал для	2	1
446	нуждается в	2	1
