N	2gram	Vinokur_Ku_1	Problemy
1	и в	24	35
2	как бы	7	31
3	и не	12	27
4	что он	6	24
5	в его	12	21
6	но в	2	19
7	как и	2	18
8	к себе	4	18
9	не может	7	18
10	в нем	4	16
11	то же	8	15
12	и все	2	15
13	в сущности	3	14
14	в этом	14	14
15	и его	5	14
16	для него	1	14
17	может быть	13	14
18	но и	6	14
19	все это	6	14
20	он не	2	13
21	что я	2	13
22	и с	5	12
23	у достоевского	1	12
24	прежде всего	9	12
25	в пределах	4	11
26	в то	2	11
27	слова и	4	11
28	самом деле	9	10
29	не только	10	10
30	не в	11	10
31	же время	2	10
32	то что	9	10
33	на самом	2	9
34	ни одного	2	9
35	я не	2	8
36	все же	12	8
37	как мы	1	8
38	так и	7	8
39	себя и	1	8
40	и для	2	8
41	потому что	23	8
42	еще не	5	7
43	с его	4	7
44	себе и	2	7
45	своему предмету	1	7
46	лишь в	2	7
47	там где	4	7
48	таким образом	12	7
49	для себя	1	7
50	и сам	1	7
51	вовсе не	10	7
52	так же	4	7
53	что же	6	7
54	себя самого	2	7
55	точки зрения	14	7
56	с ним	5	7
57	а в	5	7
58	отношении к	1	7
59	отношению к	9	7
60	и на	4	6
61	но не	5	6
62	по отношению	8	6
63	отношение к	1	6
64	что они	4	6
65	в самом	10	6
66	что у	1	6
67	в каждом	2	6
68	в слове	2	6
69	к тому	5	6
70	в одном	3	6
71	и что	5	6
72	слово с	2	6
73	только в	11	6
74	слова в	1	6
75	но это	1	6
76	не знает	1	6
77	что в	17	6
78	и то	3	5
79	как в	4	5
80	в себе	3	5
81	я вам	1	5
82	на протяжении	1	5
83	от себя	2	5
84	в конце	1	5
85	даже в	3	5
86	да и	1	5
87	в том	30	5
88	с ними	4	5
89	так что	4	5
90	и даже	3	5
91	к своему	2	5
92	как к	1	5
93	этого слова	3	5
94	ведь и	1	4
95	бы уже	2	4
96	во внутреннем	1	4
97	так чтобы	1	4
98	в чем	1	4
99	же и	2	4
100	та же	1	4
101	что это	5	4
102	но на	1	4
103	на его	3	4
104	и вот	1	4
105	но все	2	4
106	же не	1	4
107	из своего	1	4
108	его в	1	4
109	в них	7	4
