N	2gram	Potebnia_M_2	StatiiOP
1	и в	24	29
2	том что	8	27
3	в том	18	27
4	в этом	8	21
5	не только	15	19
6	но и	9	19
7	что в	16	19
8	о том	5	17
9	в его	2	13
10	что он	4	13
11	между прочим	4	12
12	в которой	5	11
13	то что	20	11
14	все это	2	11
15	таким образом	11	10
16	к тому	1	10
17	и т	6	9
18	он не	1	9
19	потому что	49	9
20	так и	5	9
21	и не	19	9
22	как на	3	9
23	но в	4	8
24	по поводу	6	8
25	в ней	3	7
26	в самом	4	7
27	так например	3	7
28	но все	2	7
29	в котором	4	7
30	не столько	2	7
31	тому что	2	7
32	того как	7	7
33	для того	5	7
34	с тем	4	7
35	вместе с	11	7
36	одним из	1	6
37	вопрос о	2	6
38	и на	8	6
39	все же	5	6
40	т д	3	6
41	факт что	2	6
42	вовсе не	9	6
43	того чтобы	2	6
44	и его	2	6
45	об этом	1	6
46	и что	4	6
47	в одном	6	6
48	до сих	4	6
49	в течение	1	6
50	было бы	13	5
51	не знали	2	5
52	была бы	1	5
53	в языке	3	5
54	того что	7	5
55	между тем	6	5
56	обратить внимание	1	5
57	прежде всего	7	5
58	а не	18	5
59	в той	1	5
60	как бы	9	5
61	сих пор	4	5
62	если б	5	4
63	на память	2	4
64	хотя и	3	4
65	в нем	9	4
66	что у	2	4
67	в другом	2	4
68	и с	1	4
69	не в	13	4
70	дело в	1	4
71	ничего не	1	4
72	и о	1	4
73	времени и	1	4
74	разумеется что	1	4
75	после того	2	4
76	внимание на	2	4
77	но с	1	4
78	связи с	6	4
79	в значении	1	4
80	при помощи	1	4
81	для него	10	4
82	до того	1	4
83	с другой	6	4
84	именно в	1	4
85	того времени	1	4
86	а как	1	4
87	к этому	2	4
88	вряд ли	3	3
89	например в	3	3
90	самом деле	2	3
91	на самом	2	3
92	в их	1	3
93	его не	3	3
94	оба эти	2	3
95	хотя бы	2	3
96	но не	12	3
97	могло быть	1	3
98	не то	2	3
99	в общем	2	3
100	которые не	3	3
101	как в	10	3
102	с этим	7	3
103	не было	6	3
104	что это	3	3
105	в известном	1	3
106	тому же	1	3
107	отношений между	3	3
108	из них	5	3
109	ни в	1	3
110	в эту	3	3
111	в этих	3	3
112	одном из	4	3
113	но он	2	3
114	по себе	15	3
115	не менее	5	3
116	самого начала	2	3
117	что ему	2	3
118	не могло	1	3
119	никогда не	4	3
120	нельзя не	1	3
121	и по	2	3
122	это слово	1	3
123	тем что	7	3
124	у нас	2	3
125	оно не	3	3
126	с самого	2	3
127	на нее	1	3
128	столько же	1	3
129	и здесь	2	3
130	на вопрос	3	3
131	но это	3	3
132	так что	10	3
133	с нею	2	3
134	кажется что	3	3
135	всяком случае	7	3
136	т п	3	3
137	из нее	1	3
138	что на	3	3
139	смотрел на	1	3
140	а с	2	3
141	появления в	2	3
142	так же	2	3
143	относятся к	1	3
144	другой стороны	2	3
145	давно уже	1	3
146	отношении к	2	3
147	во всяком	7	3
148	того же	14	2
149	только потому	2	2
150	такое же	2	2
151	тем же	3	2
152	то же	12	2
153	для своего	1	2
154	как следствие	1	2
155	при сравнении	1	2
