N	3gram	Vygotskiy__7	PoTuStor
1	с точки зрения	21	6
2	по ту сторону	1	4
3	на самом деле	2	4
4	с самого начала	7	4
5	в этом смысле	1	3
6	до сих пор	3	3
7	по сравнению с	7	3
8	во всяком случае	1	3
9	не может быть	4	3
10	можно сказать что	3	3
11	в большинстве случаев	2	3
12	мы можем теперь	1	2
13	друг на друга	1	2
14	по аналогии с	1	2
15	так же как	7	2
16	в самом деле	4	2
17	не могут быть	1	2
18	о том что	4	2
19	в конечном счете	2	2
20	и в этом	1	2
21	оставляет никаких сомнений	1	1
22	и столь же	2	1
23	и в высшей	1	1
24	прежде всего на	1	1
25	подобно тому как	1	1
26	мы должны перейти	1	1
27	то же самое	5	1
28	же как и	2	1
29	есть в сущности	1	1
30	в этом отношении	3	1
31	различает два момента	1	1
32	в углу комнаты	1	1
33	можно было бы	1	1
34	все же в	1	1
35	из одного плана	1	1
36	вопрос можно ли	1	1
37	с этой точки	4	1
38	вместе с тем	4	1
39	нуждается в слушателе	1	1
40	не чем иным	2	1
41	в данном случае	5	1
42	но именно этот	1	1
43	шаг за шагом	1	1
44	с одной стороны	5	1
45	плана в другой	1	1
46	в высшей степени	1	1
47	никаких сомнений в	2	1
48	одного плана в	1	1
49	не имеет места	1	1
50	но вместе с	1	1
51	один из моментов	1	1
52	в этом и	2	1
53	во всей их	1	1
54	в том что	13	1
55	на вопрос о	1	1
56	не давая себе	1	1
57	этой точки зрения	4	1
58	и таким образом	1	1
59	чем иным как	2	1
60	мы не можем	3	1
61	так и в	1	1
62	это и есть	1	1
63	не оставляет никаких	1	1
64	что иное как	1	1
65	его мысли и	1	1
66	и ту же	1	1
67	есть прежде всего	1	1
68	на этом пути	1	1
69	в каком направлении	1	1
70	не что иное	1	1
71	как учение о	1	1
72	друг с другом	2	1
73	для того чтобы	18	1
74	случае не может	1	1
75	одну и ту	1	1
76	что между ними	1	1
77	есть ли у	1	1
78	таким образом с	1	1
79	той или иной	1	1
