N	3gram	Bakhtin_Fr_6	Myslijsy
1	в том что	2	16
2	смысле этого слова	1	7
3	по отношению к	1	5
4	сам по себе	1	5
5	то же время	5	5
6	в то же	5	5
7	вместе с тем	1	4
8	с другой стороны	2	4
9	но и в	2	4
10	в то время	1	4
11	не только в	1	4
12	более или менее	1	3
13	до сих пор	3	3
14	одним и тем	1	3
15	и тем же	1	3
16	с одной стороны	4	3
17	для того чтобы	1	3
18	не может быть	1	3
19	что и в	1	3
20	том что он	1	2
21	именно то что	1	2
22	в этом отношении	3	2
23	в первом случае	3	2
24	и в языке	1	2
25	можно сказать что	1	2
26	с тем и	1	2
27	одной стороны и	2	1
28	дает нам право	1	1
29	в чем же	1	1
30	образа и его	1	1
31	не будем говорить	1	1
32	мы уже сказали	3	1
33	в себе самом	1	1
34	в самом деле	4	1
35	сих пор еще	3	1
36	и там где	1	1
37	было для него	1	1
38	в строгом смысле	1	1
39	лишь тогда когда	1	1
40	из того что	1	1
41	за то что	1	1
42	рано или поздно	1	1
43	и говорить о	1	1
44	со всех сторон	1	1
45	и то что	2	1
46	явления природы и	1	1
47	в нем те	1	1
48	в данном случае	2	1
49	то это было	1	1
50	с другими предметами	1	1
51	и тот же	2	1
52	тот же образ	1	1
53	что именно в	1	1
54	притом не только	1	1
55	а не как	1	1
56	нем те же	1	1
57	один из этих	1	1
58	но и с	2	1
59	что касается до	1	1
60	потому что они	1	1
61	самом деле в	1	1
62	один и тот	1	1
63	только то что	1	1
64	у него в	1	1
65	таким образом в	2	1
66	заключается в том	1	1
67	о том что	5	1
68	как мы уже	6	1
69	после того как	1	1
70	все то что	4	1
71	и все что	1	1
