1	в том что	8	15
2	по отношению к	2	9
3	до сих пор	8	8
4	с точки зрения	16	8
5	для того чтобы	11	7
6	более или менее	2	7
7	на самом деле	3	7
8	друг от друга	1	6
9	лишь в том	2	5
10	к тому же	2	5
11	в самом деле	11	5
12	тем не менее	9	4
13	в этом случае	4	4
14	то ясно что	1	4
15	может быть и	1	4
16	в том случае	4	4
17	с другой стороны	3	4
18	о том что	3	4
19	и того же	2	3
20	в связи с	4	3
21	одного и того	2	3
22	не может быть	3	3
23	только в степени	1	3
24	так же как	1	3
25	в данном случае	4	3
26	в целом ряде	1	3
27	в вопросе о	1	2
28	именно потому что	1	2
29	о том чтобы	1	2
30	а с другой	3	2
31	во всяком случае	1	2
32	что же касается	1	2
33	при этом что	2	2
34	в то же	1	2
35	принять во внимание	2	2
36	с одной стороны	4	2
37	то же время	1	2
38	в свою очередь	1	2
39	в то время	1	2
40	ответить на вопрос	1	2
41	бы то ни	1	2
42	но все же	1	2
43	вместе с тем	1	2
44	заключается в том	1	2
45	только то что	2	2
46	говоря уже о	2	1
47	это потому что	1	1
48	в том числе	2	1
49	в равной мере	1	1
50	только в том	2	1
51	тот или иной	2	1
52	дело идет об	1	1
53	то что мы	1	1
54	и не может	1	1
55	к тому что	1	1
56	может служить орудием	1	1
57	и той же	1	1
58	самом деле есть	1	1
59	же самое что	1	1
60	в большей степени	2	1
61	в целом есть	1	1
62	одна на другую	1	1
63	тем более что	2	1
64	если мы будем	1	1
65	в зависимости от	7	1
66	в этом я	1	1
67	не в пользу	1	1
68	совершенно ясно что	2	1
69	вопрос этот требует	1	1
70	а так как	1	1
71	самом деле ведь	1	1
72	тем вопрос о	1	1
73	что тот или	1	1
74	отношению к таким	1	1
75	то же самое	1	1
76	представить себе как	1	1
77	в научной литературе	1	1
78	мы находим в	1	1
79	производства таким образом	1	1
80	и если бы	1	1
81	в тех случаях	1	1
82	хотя и не	1	1
83	то обстоятельство что	3	1
84	но все они	1	1
85	образом и на	1	1
86	бы может быть	1	1
87	можно было бы	10	1
88	то увидим что	1	1
89	с этой точки	1	1
90	именно в том	1	1
91	у нас с	1	1
92	это действительно так	1	1
93	по этому поводу	1	1
94	точки зрения на	2	1
95	есть не более	1	1
96	не говоря уже	2	1
97	смысле этого слова	2	1
98	можно рассматривать как	1	1
99	на точку зрения	2	1
100	то в результате	1	1
101	одной и той	1	1
102	тем что она	2	1
103	между прочим в	1	1
104	только тогда когда	4	1
105	из того что	1	1
106	не в том	2	1
107	от друга в	1	1
108	не будет уже	1	1
109	для этой цели	1	1
110	они не могут	1	1
111	до тех пор	4	1
112	которое на самом	1	1
113	а может быть	1	1
114	но для этого	1	1
115	что все эти	1	1
116	и в нашем	1	1
117	все эти понятия	1	1
118	если мы возьмем	1	1
119	потому что как	3	1
120	между тем вопрос	1	1
121	этой точки зрения	1	1
122	а в том	1	1
123	может быть не	1	1
124	который как мы	1	1
125	из которых каждый	1	1
126	при таких условиях	1	1
127	этот вопрос в	1	1
128	по крайней мере	1	1
129	но для того	1	1
130	и так как	1	1
131	целом ряде случаев	1	1
132	если бы все	1	1
133	уже о том	1	1
134	должны быть поставлены	1	1
135	тех случаях когда	1	1
136	не только не	1	1
137	как мы видели	2	1
