N	2gram	Tiupa_Disk_1	Myslijsy
1	потому что	4	52
2	то есть	20	42
3	и в	16	39
4	может быть	17	27
5	в том	23	26
6	только в	7	25
7	не может	9	22
8	что в	4	22
9	не только	28	21
10	а не	22	21
11	в нем	9	20
12	но и	14	20
13	и не	11	18
14	языка и	2	17
15	том что	19	16
16	в этом	15	15
17	не в	7	15
18	если бы	1	14
19	по отношению	9	13
20	в себе	7	13
21	таким образом	3	13
22	так и	8	13
23	отношению к	9	13
24	было бы	1	12
25	мы не	1	10
26	как в	10	10
27	по себе	3	10
28	и что	2	10
29	а потому	1	10
30	то что	5	10
31	что не	4	10
32	не есть	2	10
33	речи и	1	10
34	но в	8	9
35	как и	16	9
36	могут быть	4	9
37	там же	1	9
38	мысли и	2	9
39	тем что	3	9
40	но не	11	8
41	в слове	1	8
42	точки зрения	3	8
43	в одном	2	8
44	того что	3	8
45	со стороны	7	8
46	вместе с	1	8
47	в истории	4	7
48	же с	1	7
49	с этим	3	7
50	это не	3	7
51	в этих	1	7
52	должны быть	3	7
53	то и	1	7
54	с другой	10	7
55	языка с	2	6
56	то же	7	6
57	посредством слова	1	6
58	независимо от	1	6
59	все же	3	6
60	и как	6	6
61	при этом	13	6
62	и по	2	6
63	не менее	2	6
64	тем не	1	6
65	что на	1	6
66	в каком	1	6
67	что и	3	6
68	еще не	14	6
69	по мере	2	6
70	как бы	5	6
71	в первом	3	5
72	во всех	5	5
73	не имеют	1	5
74	не следует	2	5
75	с тем	1	5
76	несмотря на	1	5
77	возможно только	2	5
78	не имеет	1	5
79	и его	2	5
80	если же	1	5
81	между тем	4	5
82	во втором	4	5
83	в его	7	5
84	для всех	1	5
85	друг друга	1	5
86	что человек	1	5
87	зависит от	2	5
88	и потому	3	5
89	быть только	1	5
90	но это	1	5
91	а в	5	5
92	другой стороны	3	5
93	в таком	1	5
94	вопрос о	1	4
95	а только	1	4
96	из этих	1	4
97	в каждом	2	4
98	этом смысле	1	4
99	мы видели	1	4
100	тем самым	1	4
101	однако в	3	4
102	бы быть	3	4
103	в то	3	4
104	не по	1	4
105	никогда не	2	4
106	же время	4	4
107	и притом	1	4
108	во всем	1	4
109	не могут	1	4
110	к тому	5	4
111	свою очередь	3	4
112	при самом	1	4
113	и других	1	4
114	для него	4	4
115	не было	7	4
116	и даже	3	4
117	в действительности	3	4
118	прежде всего	11	4
119	тому как	3	4
120	слова и	1	4
121	в смысле	1	4
122	при таком	1	4
123	от того	1	4
124	не более	2	4
125	мысли о	2	4
126	в свою	3	4
127	в своих	3	4
128	того же	3	3
129	только потому	1	3
130	противном случае	1	3
131	и то	1	3
132	язык вообще	1	3
133	столь же	3	3
134	очевидно что	1	3
135	в своем	6	3
136	в противном	1	3
137	хотя и	2	3
138	в самом	3	3
139	что это	1	3
140	в основании	3	3
141	он не	1	3
142	подобно тому	2	3
143	так например	2	3
144	в мире	1	3
145	той же	1	3
146	а его	1	3
147	заключается в	3	3
148	и тем	2	3
149	в жизни	1	3
150	в них	4	3
151	в этой	2	3
152	не мог	1	3
153	и при	1	3
154	в своей	5	3
155	и без	2	3
156	с точки	1	3
157	человеком и	1	3
158	самого начала	1	3
159	на него	1	3
160	не могло	2	3
161	или же	1	3
162	оно не	2	3
163	для себя	4	3
164	и это	1	3
165	но при	3	3
166	с самого	1	3
167	том как	1	3
168	в словах	1	3
169	из одного	1	3
170	и вообще	2	3
171	к одной	1	3
172	и во	2	3
173	по мнению	1	3
174	но как	2	3
175	с одной	9	3
176	только на	1	3
177	или даже	2	3
178	и понимание	2	3
179	и их	1	3
180	с другим	1	3
181	связи с	4	3
182	но оно	1	3
183	одной стороны	9	3
184	к которому	2	3
185	и от	1	3
186	о котором	2	3
187	развития и	1	3
188	и все	2	3
189	мы должны	1	3
190	хотя в	2	3
191	сказать что	3	3
192	во всяком	2	3
193	одним из	2	2
194	чтобы не	1	2
