N	2gram	Bakhtin_Pr_1	Mirosoze
1	у достоевского	24	42
2	может быть	21	30
3	не только	13	29
4	и в	23	28
5	не может	11	28
6	человеческого духа	2	26
7	но и	11	25
8	а не	20	25
9	он не	4	24
10	о человеке	1	23
11	в этом	25	20
12	не было	3	18
13	у него	6	17
14	не в	6	16
15	потому что	12	16
16	в ней	1	15
17	в своей	11	15
18	и есть	5	14
19	никогда не	5	14
20	до конца	5	14
21	творчество достоевского	3	13
22	человека в	5	13
23	в нем	20	13
24	и он	1	12
25	и достоевский	3	12
26	и это	5	12
27	в самом	8	11
28	для него	15	11
29	и не	34	11
30	из подполья	11	10
31	в своем	8	10
32	в творчестве	5	10
33	было бы	6	10
34	достоевского и	12	10
35	что в	8	10
36	в мире	7	10
37	прежде всего	7	10
38	что он	10	10
39	был бы	5	10
40	и потому	3	10
41	и все	3	10
42	достоевского в	19	9
43	достоевский был	4	9
44	но он	2	9
45	и его	13	9
46	не есть	1	9
47	в его	24	9
48	к человеку	2	9
49	из самых	1	8
50	его духа	2	8
51	человеке и	1	8
52	в котором	2	8
53	иван карамазов	1	8
54	но не	8	8
55	в человеке	6	8
56	в достоевском	1	8
57	ивана карамазова	5	7
58	менее всего	4	7
59	но в	4	7
60	в себе	5	7
61	достоевского он	2	7
62	в конце	5	7
63	в самой	7	7
64	к нему	3	7
65	того что	2	7
66	и свобода	1	7
67	подпольного человека	1	7
68	о достоевском	12	7
69	должна быть	2	6
70	и на	10	6
71	он сам	3	6
72	в которой	4	6
73	лишь в	3	6
74	в этой	4	6
75	ведет к	1	6
76	свобода и	1	6
77	достоевский не	5	6
78	все в	6	6
79	только в	8	6
80	вместе с	2	6
81	все это	7	6
82	человек и	2	6
83	в том	11	6
84	нет и	1	5
85	это не	10	5
86	в самую	1	5
87	как и	8	5
88	достоевского нет	3	5
89	достоевский с	1	5
90	достоевский в	7	5
91	записок из	3	5
92	у нас	1	5
93	весь в	1	5
94	не могут	6	5
95	достоевского к	5	5
96	то что	18	5
97	великого инквизитора	2	5
98	мира и	7	5
99	для достоевского	6	5
100	смысле слова	1	4
101	отношения к	2	4
102	или к	2	4
103	это и	9	4
104	есть не	2	4
105	отношение к	1	4
106	за пределы	6	4
107	достоевского не	11	4
108	что достоевский	3	4
109	чем его	1	4
110	не к	1	4
111	не как	12	4
112	и по	2	4
113	в них	3	4
114	в этих	2	4
115	точки зрения	21	4
116	в их	3	4
117	в которых	2	4
118	человека но	2	4
119	к концу	1	4
120	к ней	1	4
121	она не	5	4
122	достоевского все	1	4
123	человека он	1	4
124	что и	5	4
125	хотел бы	2	4
126	один из	2	4
127	к свободе	1	4
128	герои достоевского	3	4
129	уже не	8	4
130	уже в	5	4
131	творчестве достоевского	5	4
132	а в	7	4
133	тем что	3	4
