N	2gram	Tiupa_Lite_2	Psycholo
1	и в	19	38
2	то что	7	35
3	все время	1	30
4	в том	10	25
5	в самом	1	25
6	самом деле	1	21
7	что в	4	20
8	может быть	17	19
9	и что	2	18
10	на то	1	16
11	точки зрения	4	16
12	в ней	4	15
13	то есть	5	15
14	и т	2	14
15	том что	7	14
16	как бы	2	14
17	потому что	2	14
18	в этом	9	13
19	в этой	3	13
20	и мы	1	13
21	не только	8	12
22	таким образом	1	12
23	было бы	2	12
24	не в	4	12
25	что он	3	11
26	то же	12	10
27	в сущности	3	10
28	что это	1	10
29	и не	11	10
30	же самое	1	10
31	и все	1	10
32	с точки	3	9
33	того чтобы	1	9
34	и то	3	8
35	все же	2	8
36	и как	3	8
37	с тем	2	8
38	как и	10	8
39	в одном	2	8
40	но только	2	8
41	так что	4	8
42	вовсе не	2	8
43	как раз	2	8
44	для того	2	8
45	для нас	2	8
46	из этого	1	8
47	с другой	8	7
48	сущности говоря	1	7
49	не может	9	7
50	все то	1	7
51	как мы	1	7
52	в ее	2	7
53	никак не	1	7
54	а не	20	7
55	а в	3	7
56	и на	6	6
57	как это	2	6
58	он не	5	6
59	мы видели	1	6
60	тому что	1	6
61	не имеет	1	6
62	и его	3	6
63	к тому	1	6
64	о том	2	6
65	один из	4	6
66	с одной	7	6
67	из них	2	6
68	так как	3	6
69	он говорит	1	6
70	должна быть	1	5
71	мы не	4	5
72	я не	5	5
73	в своем	1	5
74	на этом	2	5
75	в другом	3	5
76	иначе говоря	1	5
77	в своей	1	5
78	т п	2	5
79	казалось бы	1	5
80	и когда	1	5
81	в его	4	5
82	в какой	2	5
83	но и	10	5
84	одной стороны	6	5
85	вместе с	5	5
86	другой стороны	4	5
87	на деле	1	4
88	во всех	3	4
89	идет о	3	4
90	как в	1	4
91	когда он	1	4
92	в целом	2	4
93	все эти	1	4
94	в себе	6	4
95	в нем	3	4
96	при этом	6	4
97	здесь мы	1	4
98	не мог	1	4
99	что этот	1	4
100	одна из	5	4
101	никогда не	3	4
102	в виду	2	4
103	что и	2	4
104	не можем	1	4
105	у него	2	4
106	плана в	1	4
107	и даже	8	4
108	из которых	2	4
109	того что	5	4
110	и для	3	4
111	речь идет	3	4
112	в свою	1	4
113	который не	1	4
114	ее в	1	4
115	в своих	2	4
116	того же	4	3
117	едва ли	4	3
118	из всех	1	3
119	стихах и	1	3
120	что по	1	3
121	и к	2	3
122	но в	2	3
123	не к	2	3
124	состоит в	9	3
125	одно и	2	3
126	бы в	1	3
127	его в	1	3
128	в них	2	3
129	далеко не	1	3
130	со всей	1	3
131	в такой	2	3
132	место в	1	3
133	в поэме	4	3
134	в то	9	3
135	того как	1	3
136	в основе	2	3
137	и конечно	1	3
138	и о	1	3
139	каждого из	1	3
140	наряду с	1	3
141	он был	1	3
142	и только	2	3
143	здесь не	1	3
144	тот же	2	3
145	которое мы	1	3
146	был бы	2	3
147	не так	2	3
148	тем что	4	3
149	что не	2	3
150	то и	3	3
151	в стихах	8	3
152	но это	3	3
153	от имени	2	3
154	а я	1	3
155	к этому	1	3
156	как на	3	3
157	в таком	1	3
158	отношения к	1	2
159	себя как	2	2
160	что образ	1	2
161	на самом	1	2
162	по преимуществу	2	2
163	нас на	1	2
164	поэзии и	2	2
165	той же	2	2
166	и столь	2	2
167	столь же	5	2
168	но как	2	2
169	очевидно что	2	2
170	не просто	1	2
171	отнюдь не	4	2
172	и я	1	2
173	в истории	2	2
174	как к	3	2
175	в полном	1	2
176	и наконец	2	2
177	со своей	2	2
178	представляет собой	2	2
179	всех этих	1	2
180	и вот	1	2
181	и по	1	2
182	такой же	3	2
183	автора и	1	2
184	от своего	1	2
185	даже у	1	2
186	но он	1	2
187	но они	1	2
188	их в	1	2
189	в этих	1	2
190	все более	1	2
191	в русской	4	2
192	и всегда	1	2
193	ничего не	3	2
194	развивается в	1	2
195	у нас	5	2
196	не могут	1	2
197	с ее	2	2
198	свою очередь	1	2
199	не могу	2	2
200	данном случае	3	2
201	только то	1	2
202	то как	2	2
203	одного из	1	2
204	мы в	1	2
205	же мере	1	2
206	для этого	2	2
207	со стороны	3	2
208	с ним	2	2
209	но мы	1	2
210	все прочие	1	2
211	и одновременно	2	2
212	что только	1	2
213	должен был	1	2
214	одно что	1	2
215	со всеми	1	2
216	в качестве	5	2
217	для всех	5	2
218	есть в	1	2
219	уже не	2	2
220	по выражению	1	2
221	одно из	2	2
222	для него	4	2
223	могло бы	2	2
224	в конце	2	2
225	русской поэзии	3	2
226	как же	1	2
227	еще и	1	2
228	а с	1	2
229	говорит о	1	2
230	с ружьем	1	2
231	до конца	2	2
232	однако и	1	2
233	эти слова	1	2
234	к его	1	2
235	хотя бы	2	2
236	к своему	2	2
237	в данном	3	2
238	что же	1	2
239	по существу	3	2
240	быть не	2	2
241	с этой	2	2
242	своей жизни	1	2
243	о мире	1	2
244	при таком	1	2
245	не более	2	2
246	же в	2	2
247	так же	1	2
248	нам не	1	2
249	к этой	2	2
250	они не	1	2
251	можно назвать	1	2
252	а под	1	1
253	же как	2	1
254	в движение	1	1
255	зависимость от	2	1
256	с кем	1	1
257	и потому	1	1
258	это и	1	1
259	сказано что	1	1
260	в первом	1	1
261	по которым	1	1
262	сто крат	1	1
263	и до	2	1
264	над ней	1	1
265	что мы	1	1
266	который создан	1	1
267	поэзия а	1	1
268	друг я	1	1
269	к художественному	1	1
270	мы имеем	1	1
271	это совершенно	1	1
272	что едва	1	1
273	от первой	1	1
274	что уже	1	1
275	из своих	2	1
276	была с	1	1
277	он как	1	1
278	не столько	3	1
279	но исключительно	1	1
280	на себя	2	1
281	на свою	3	1
282	что ж	1	1
283	и он	3	1
284	я здесь	1	1
285	еще не	2	1
286	когда ты	1	1
287	я на	3	1
288	в чем	1	1
289	сказать и	1	1
290	которого состоит	2	1
291	при жизни	1	1
292	но не	5	1
293	на основе	1	1
294	достаточно сопоставить	1	1
295	на нет	1	1
296	не все	1	1
297	отличие от	1	1
298	нет и	1	1
299	относится к	1	1
300	которые не	1	1
301	это самое	1	1
302	и вовсе	1	1
303	перед читателем	1	1
304	она как	1	1
305	как нам	1	1
306	и где	1	1
307	общим делом	1	1
308	писал что	1	1
309	в действительности	1	1
310	с душой	1	1
311	то в	2	1
312	поэтому он	1	1
313	для которого	1	1
314	в себя	3	1
315	ни один	1	1
316	как некий	1	1
317	за это	1	1
318	всей своей	3	1
319	в известном	1	1
320	рассказ о	1	1
321	и те	1	1
322	не следует	1	1
323	и еще	2	1
324	с нашим	1	1
325	и читателя	2	1
326	том чтобы	3	1
327	подобно тому	2	1
328	образа и	1	1
329	мы обнаруживаем	1	1
330	это конечно	1	1
331	а затем	2	1
332	себя мы	1	1
333	и сделал	1	1
334	только не	1	1
335	и с	3	1
336	с другими	1	1
337	есть не	1	1
338	это не	1	1
339	ты мне	1	1
340	всю свою	1	1
341	в итоге	1	1
342	в жизни	2	1
343	а вот	1	1
344	но уже	2	1
345	она и	1	1
346	все равно	2	1
347	а за	2	1
348	в слове	1	1
349	он и	2	1
350	а если	2	1
351	мы с	3	1
352	и было	1	1
353	мы встретились	1	1
354	не сумеет	1	1
355	в их	3	1
356	собой все	1	1
357	что до	1	1
358	оказывается что	1	1
359	не от	1	1
360	мысли и	2	1
361	от себя	1	1
362	обнаруживается в	1	1
363	но эта	1	1
364	при рассмотрении	1	1
365	однако в	6	1
366	смерти то	1	1
367	даже в	4	1
368	случае мы	1	1
369	и вся	1	1
370	то с	2	1
371	ему как	1	1
372	дело как	1	1
373	писателя с	1	1
374	и вместо	1	1
375	на два	2	1
376	и притом	1	1
377	не по	2	1
378	не могло	1	1
379	в построении	1	1
380	того и	1	1
381	что ни	1	1
382	этих двух	1	1
383	в русском	2	1
384	на россию	1	1
385	мире и	1	1
386	им а	1	1
387	этом отношении	3	1
388	вся картина	1	1
389	что на	1	1
390	за ними	1	1
391	одним из	3	1
392	но напротив	1	1
393	всего в	1	1
394	частный случай	1	1
395	все еще	2	1
396	все хотят	2	1
397	ничего общего	1	1
398	в каждой	2	1
399	я тебя	2	1
400	расходится с	1	1
401	но по	1	1
402	прорастает из	1	1
403	которых и	1	1
404	в собственном	1	1
405	мысль о	1	1
406	и говорит	1	1
407	на свой	1	1
408	слова а	1	1
409	можно было	1	1
410	так и	7	1
411	не за	1	1
412	не с	3	1
413	мог бы	1	1
414	и каждый	2	1
415	как таковую	1	1
416	в результате	2	1
417	остается только	1	1
418	всякое художественное	1	1
419	в словах	1	1
420	нас и	1	1
421	составляет неотъемлемую	1	1
422	это мне	1	1
423	говоря в	1	1
424	это я	1	1
425	еще при	1	1
426	есть одновременно	1	1
427	не перед	1	1
428	и просто	1	1
429	можно сказать	1	1
430	основе своей	1	1
431	времени в	1	1
432	дела с	1	1
433	в конечном	5	1
434	как прежде	1	1
435	нет у	1	1
436	ним и	1	1
437	что человек	1	1
438	в глазах	3	1
439	под именем	1	1
440	еще более	1	1
441	почти уже	1	1
442	быть сказано	1	1
443	за ту	1	1
444	но с	3	1
445	есть неотъемлемая	1	1
446	дело с	1	1
447	вынужден был	1	1
448	в большом	1	1
449	не зря	1	1
450	только на	1	1
451	ту самую	1	1
452	себя и	2	1
453	в поэзии	3	1
454	в начале	3	1
455	от других	1	1
456	и других	4	1
457	ведь это	2	1
458	мужества и	1	1
459	в прозе	1	1
460	что нам	2	1
461	друг друга	2	1
462	дело и	1	1
463	каждый из	4	1
464	к той	1	1
465	ее развития	1	1
466	в других	1	1
467	не было	2	1
468	мне и	1	1
469	как у	1	1
470	именно в	1	1
471	а именно	3	1
472	и мал	1	1
473	к которому	1	1
474	и прежде	1	1
475	тому как	2	1
476	в отличие	1	1
477	души и	1	1
478	от этого	1	1
479	говорит я	2	1
480	целым рядом	1	1
481	в поэзию	1	1
482	когда же	1	1
483	могут служить	2	1
484	него не	2	1
485	для этой	1	1
486	тем чтобы	1	1
487	в частности	4	1
488	о себе	3	1
489	с первого	1	1
490	исходит от	1	1
491	мы говорим	1	1
492	в разговоре	3	1
493	решение вопроса	1	1
494	характера и	1	1
495	целом ряде	1	1
496	одновременно с	1	1
497	утверждая что	1	1
498	в тот	1	1
499	с тобой	5	1
500	кто из	1	1
501	на свете	2	1
502	здесь все	1	1
503	о недавней	1	1
504	имел в	1	1
505	пока еще	1	1
506	люди не	1	1
507	как автора	1	1
508	не является	2	1
509	которых он	1	1
510	этого рода	1	1
511	поэт был	1	1
512	от него	1	1
513	идет не	1	1
514	от всех	1	1
515	в-третьих эта	1	1
516	в зависимость	1	1
517	другой из	1	1
518	отношении к	1	1
519	оказывается и	1	1
520	в романе	1	1
521	которая так	1	1
522	и эта	1	1
523	только как	1	1
524	своего предмета	1	1
525	то здесь	1	1
526	жизни а	2	1
527	от поэзии	1	1
528	в последнем	1	1
529	ко всему	2	1
530	есть и	1	1
531	жизни и	4	1
532	разговоре с	2	1
533	тем самым	3	1
534	каждое слово	1	1
535	все что	2	1
536	этой точки	1	1
537	гораздо более	1	1
