N	2gram	Propp_Isto_3	VerxiiNi
1	и в	22	26
2	таким образом	10	22
3	с тем	2	18
4	в этом	17	15
5	вместе с	9	15
6	точки зрения	2	13
7	как бы	1	12
8	в том	9	11
9	из этих	3	10
10	не только	14	10
11	и с	4	10
12	может быть	11	10
13	после смерти	2	10
14	связи с	6	9
15	так как	7	9
16	но и	12	9
17	что в	15	9
18	но не	7	8
19	главным образом	1	8
20	и у	3	8
21	с другой	7	8
22	и не	12	8
23	как на	1	8
24	но в	10	7
25	но все	2	7
26	из них	7	7
27	том что	8	7
28	потому что	3	7
29	к нему	5	7
30	с одной	2	7
31	то что	7	7
32	одной стороны	2	7
33	представление о	3	6
34	все же	5	6
35	все эти	4	6
36	всяком случае	2	6
37	с точки	1	6
38	к тому	3	6
39	так и	2	6
40	о том	3	6
41	что и	9	6
42	и потому	2	6
43	все это	1	6
44	мы должны	7	6
45	во всяком	2	6
46	отношение к	4	5
47	сих пор	5	5
48	и к	3	5
49	тем чтобы	1	5
50	тому же	2	5
51	в силу	2	5
52	в мире	1	5
53	не имеет	2	5
54	никогда не	3	5
55	с другом	1	5
56	образом в	2	5
57	в его	3	5
58	богов и	1	5
59	до сих	5	5
60	а не	6	5
61	к жизни	2	5
62	друг с	1	5
63	и для	2	5
64	так же	3	5
65	одной из	1	5
66	том числе	1	5
67	в котором	2	4
68	то же	6	4
69	в течение	6	4
70	целый ряд	3	4
71	в этой	5	4
72	и по	1	4
73	с другими	1	4
74	должен был	3	4
75	он не	5	4
76	далеко не	3	4
77	попадает в	11	4
78	в которых	2	4
79	в то	2	4
80	очень мало	1	4
81	в нем	9	4
82	а в	6	4
83	и что	2	4
84	и только	1	4
85	только в	4	4
86	к своим	1	4
87	и вместе	1	4
88	на этот	1	4
89	ничем не	1	4
90	не может	4	4
91	и от	3	4
92	в этих	11	4
93	во время	6	4
94	что он	9	4
95	в виде	2	4
96	же как	2	3
97	из всех	1	3
98	не вполне	6	3
99	к богу	1	3
100	к сожалению	1	3
101	в своем	2	3
102	и как	3	3
103	что это	1	3
104	так или	1	3
105	и те	1	3
106	при этом	2	3
107	тем не	5	3
108	если бы	6	3
109	не менее	5	3
110	представляет собой	3	3
111	в других	4	3
112	и о	2	3
113	но по	3	3
114	в народных	1	3
115	уже с	3	3
116	с самого	1	3
117	на нее	3	3
118	ясно что	1	3
119	можно сказать	2	3
120	того что	5	3
121	хотя бы	1	3
122	в качестве	2	3
123	так что	5	3
124	из которого	2	3
125	уже не	7	3
126	а после	2	3
127	в одном	2	3
128	к ним	1	3
129	случае не	1	3
130	и даже	2	3
131	или иначе	1	3
132	с ней	6	3
133	в связи	3	3
134	а так	1	3
135	с этой	1	3
136	отношению к	2	3
137	и другие	4	3
138	к этому	7	3
139	в таком	1	3
140	точно так	2	3
141	одним из	4	2
142	в русских	3	2
143	связана с	3	2
144	и это	2	2
145	его не	3	2
146	мы имеем	19	2
147	такое положение	1	2
148	принято называть	1	2
149	и заставляет	1	2
150	еще не	10	2
151	и на	4	2
152	в новом	1	2
153	на небе	1	2
154	относится к	2	2
155	общего с	1	2
156	еще на	1	2
157	ни один	2	2
