N	3gram	Bakhtin_Pr_5	EvropaiC
1	в том что	2	16
2	до сих пор	1	12
3	по отношению к	6	10
4	друг с другом	4	9
5	с точки зрения	2	8
6	а между тем	3	7
7	на самом деле	9	7
8	друг от друга	1	6
9	для того чтобы	1	6
10	в самом деле	1	5
11	в этом случае	1	4
12	может быть и	1	4
13	к тому же	3	4
14	с другой стороны	3	4
15	не может быть	3	4
16	о том что	1	4
17	тем не менее	1	4
18	в конце концов	3	4
19	и того же	1	3
20	одного и того	1	3
21	в том же	1	3
22	и то что	1	3
23	в данном случае	1	3
24	время от времени	1	2
25	в том и	1	2
26	том что он	1	2
27	что же касается	1	2
28	как и все	2	2
29	бы то ни	3	2
30	он не может	3	2
31	заключает в себе	1	2
32	то же время	10	2
33	рано или поздно	1	2
34	вместе с тем	1	2
35	то что у	1	2
36	именно потому что	2	2
37	то ни было	3	2
38	в такой форме	1	2
39	у него с	1	2
40	так и для	1	2
41	друг к другу	3	2
42	во всяком случае	4	2
43	между этими двумя	1	2
44	как и в	1	2
45	в свою очередь	1	2
46	но все же	2	2
47	в то же	10	2
48	и в том	1	2
49	еще далеко не	1	1
50	мы уже говорили	5	1
51	и то же	3	1
52	дело в том	1	1
53	а не в	1	1
54	то время как	1	1
55	а затем и	1	1
56	и для самого	1	1
57	не только с	1	1
58	никак не может	1	1
59	самого начала в	1	1
60	то же самое	1	1
61	сих пор еще	1	1
62	из него все	1	1
63	и не может	2	1
64	что он может	1	1
65	таким образом как	1	1
66	друг на друга	2	1
67	заключают в себе	1	1
68	но для этого	1	1
69	все же все	1	1
70	за то что	1	1
71	том или ином	1	1
72	точки зрения на	1	1
73	по крайней мере	1	1
74	одно и то	3	1
75	в тот же	1	1
76	таким образом весь	1	1
77	уже говорили что	3	1
78	в том или	1	1
79	между тем с	1	1
80	с такою же	1	1
81	и в каждый	1	1
82	в высшей степени	3	1
83	в один из	1	1
84	и в целом	1	1
85	все эти слова	1	1
86	в целом в	1	1
87	в его душе	1	1
88	благодаря тому что	1	1
89	каждый из них	1	1
90	и с этой	1	1
91	к одному из	1	1
92	во всех отношениях	1	1
93	что он сам	2	1
94	в нем не	1	1
95	и со своим	1	1
96	но и с	1	1
97	всех тех кто	1	1
98	я не могу	1	1
99	том и в	1	1
100	именно с точки	1	1
101	а так как	1	1
102	все это без	1	1
103	в то время	1	1
104	из которых каждый	1	1
105	как бы ни	1	1
106	смысле этого слова	2	1
107	но в эту	1	1
108	в этом я	1	1
109	и все это	2	1
110	с самого начала	8	1
111	не только не	1	1
112	и что все	2	1
113	по его мнению	1	1
114	в его собственной	1	1
115	бы в его	1	1
116	мы видели что	1	1
117	к тому что	1	1
118	как мы видели	1	1
119	и в нем	3	1
120	что это действительно	1	1
121	как мы знаем	2	1
122	для этого необходимо	2	1
123	и в другом	1	1
