N	2gram	Potebnia_M_1	FransuaR
1	и в	39	29
2	то есть	42	21
3	таким образом	13	20
4	и не	18	16
5	в этой	3	13
6	и все	3	13
7	но в	9	12
8	как и	9	12
9	и на	1	11
10	в этом	15	11
11	так и	13	11
12	то же	6	10
13	не только	21	10
14	во время	1	10
15	в то	4	10
16	как мы	2	10
17	все эти	1	9
18	и с	3	9
19	его в	1	9
20	вовсе не	5	9
21	но и	20	9
22	же время	4	8
23	и его	5	8
24	в его	5	8
25	прежде всего	4	8
26	как бы	6	8
27	в них	3	7
28	мы видели	4	7
29	в том	26	7
30	так как	21	7
31	еще и	1	7
32	так же	5	7
33	в сущности	2	6
34	этот процесс	1	6
35	но он	2	6
36	из них	1	6
37	что это	3	5
38	в нем	20	5
39	весь мир	1	5
40	в своей	3	5
41	рядом с	1	5
42	и о	2	5
43	это не	7	5
44	поэтому и	1	5
45	все они	2	5
46	у него	1	5
47	далеко не	1	5
48	сказать что	3	5
49	и по	6	5
50	того же	3	5
51	на самом	1	4
52	и есть	2	4
53	в которой	2	4
54	еще не	6	4
55	с его	1	4
56	в нашем	1	4
57	в образе	1	4
58	связанные с	1	4
59	были в	1	4
60	точки зрения	8	4
61	тела и	1	4
62	в результате	1	4
63	что он	1	4
64	тем что	9	4
65	с другой	7	4
66	как средства	1	4
67	только для	3	4
68	но это	5	4
69	все это	1	4
70	один из	1	4
71	перед нами	1	4
72	этой системы	1	4
73	то что	10	4
74	жизни и	2	4
75	той же	3	3
76	в ней	7	3
77	в чем	1	3
78	но как	3	3
79	в своем	3	3
80	и как	6	3
81	более или	1	3
82	то в	5	3
83	в себе	13	3
84	при этом	6	3
85	он не	3	3
86	для того	3	3
87	подобно тому	3	3
88	том что	16	3
89	или менее	1	3
90	в эту	1	3
91	образом и	2	3
92	самого начала	3	3
93	того чтобы	2	3
94	в разных	2	3
95	по своей	1	3
96	они были	1	3
97	и вполне	1	3
98	с ее	2	3
99	здесь не	1	3
100	в ее	1	3
101	с самого	3	3
102	роль в	1	3
103	что у	1	3
104	все остальные	4	3
105	образом в	1	3
106	там же	9	3
107	к нему	1	3
108	слов и	4	3
109	того что	8	3
110	с ними	1	3
111	и других	4	3
112	и их	3	3
113	мы можем	2	3
114	и даже	4	3
115	превращается в	1	3
116	там где	4	3
117	тому как	4	3
118	все же	6	3
119	мы видим	4	3
120	другой стороны	5	3
121	и то	3	2
122	с таким	1	2
123	то время	1	2
124	группы и	1	2
125	в виду	2	2
126	на них	1	2
127	на их	1	2
128	в различных	1	2
129	с одной	3	2
130	но не	8	2
131	если в	1	2
132	что они	1	2
133	связи и	1	2
134	вследствие чего	1	2
135	в одной	1	2
136	как в	10	2
137	дает нам	1	2
138	хотя и	3	2
139	бы не	6	2
140	как он	1	2
141	так сказать	2	2
142	на его	1	2
143	что каждая	1	2
144	после этого	2	2
145	на этом	1	2
146	может быть	27	2
147	и мы	1	2
148	в жизни	3	2
149	тела в	1	2
150	ни в	1	2
151	их было	1	2
152	со своими	1	2
153	в один	2	2
154	не мог	3	2
155	в этих	7	2
156	и при	3	2
157	в котором	1	2
