N	2gram	Voloshinov_2	RusskieA
1	и в	19	36
2	не только	13	22
3	том что	10	19
4	что в	2	19
5	в том	7	17
6	но и	10	16
7	так как	3	15
8	во время	1	14
9	и другие	1	13
10	в этом	15	12
11	в других	1	11
12	и на	5	10
13	в этот	1	10
14	это не	4	10
15	как и	9	10
16	как мы	15	10
17	вместе с	2	10
18	потому что	1	10
19	а в	3	9
20	с тем	1	8
21	у нас	3	8
22	о том	3	8
23	мы увидим	2	8
24	из них	1	8
25	может быть	28	8
26	как это	1	8
27	что они	2	7
28	так и	10	7
29	между тем	6	7
30	что и	3	7
31	и других	1	7
32	мы не	2	6
33	в виде	2	6
34	так например	1	6
35	таким образом	14	6
36	при этом	9	6
37	не имеет	3	6
38	уже не	1	6
39	в них	1	6
40	и не	19	6
41	все это	1	6
42	то что	4	6
43	иногда и	3	5
44	как в	1	5
45	все же	5	5
46	с ними	4	5
47	и у	2	5
48	одно из	1	5
49	в течение	1	5
50	как бы	19	5
51	н а	1	5
52	этом случае	1	5
53	не совсем	1	4
54	еще не	3	4
55	во всех	6	4
56	следующим образом	1	4
57	входит в	1	4
58	из этих	1	4
59	в их	5	4
60	тому что	4	4
61	а иногда	3	4
62	одна из	7	4
63	в русском	4	4
64	связи с	13	4
65	к тому	6	4
66	его с	1	4
67	так в	1	4
68	еще в	1	4
69	и что	1	4
70	и их	4	4
71	тем что	2	4
72	а с	2	4
73	и др	1	4
74	в некоторых	1	4
75	в тех	2	4
76	того что	4	4
77	но это	1	4
78	в связи	7	4
79	не может	18	4
80	только в	8	4
81	к этому	5	4
82	то на	1	3
83	если в	1	3
84	в своем	2	3
85	что это	2	3
86	связанные с	1	3
87	в основном	4	3
88	то же	16	3
89	но все	1	3
90	далеко не	2	3
91	несмотря на	1	3
92	в этих	3	3
93	точки зрения	17	3
94	с точки	13	3
95	тем не	1	3
96	но они	2	3
97	не менее	1	3
98	в разных	1	3
99	ничего не	4	3
100	и другой	1	3
101	приводит к	2	3
102	к жизни	1	3
103	не с	2	3
104	то есть	2	3
105	или на	1	3
106	связаны с	1	3
107	в середине	1	3
108	всякого рода	1	3
109	в качестве	3	3
110	только на	4	3
111	слова в	8	3
112	в одном	1	3
113	к ним	1	3
114	и из	1	3
115	о чем	2	3
116	так называемой	2	3
117	так же	5	3
118	в это	1	3
119	этого слова	5	3
120	в свою	6	3
121	как известно	1	2
122	можно говорить	1	2
123	например в	1	2
124	но тем	1	2
125	между двумя	1	2
126	к другому	5	2
127	на тех	1	2
128	но она	1	2
129	что иное	1	2
130	на себя	1	2
131	состоят из	1	2
132	в ней	3	2
133	он был	2	2
134	иное как	2	2
135	на самом	7	2
136	но не	2	2
137	значение и	2	2
138	к слову	1	2
139	отнюдь не	8	2
140	независимо от	2	2
141	что именно	1	2
142	с этим	3	2
143	мы можем	6	2
144	хотя и	1	2
145	и как	6	2
146	в круг	1	2
147	его к	2	2
148	но в	7	2
149	в целом	1	2
150	все эти	3	2
151	в нашем	2	2
152	и до	3	2
153	как он	1	2
154	для обозначения	1	2
155	и всей	1	2
156	к выводу	1	2
157	что она	1	2
158	в нем	11	2
159	всех этих	1	2
160	не значит	1	2
161	в силу	1	2
162	и связанные	1	2
163	в каждом	1	2
164	же не	1	2
165	главным образом	1	2
166	и с	2	2
167	на этой	5	2
168	с целью	1	2
169	в жизни	2	2
170	и более	7	2
171	этого мало	1	2
172	у него	2	2
173	так называемый	1	2
174	и здесь	5	2
175	могут быть	3	2
176	и другим	1	2
177	они и	1	2
178	как они	1	2
179	значения и	3	2
180	свою очередь	5	2
181	в более	2	2
182	мы наблюдаем	1	2
183	подойти к	1	2
184	с ним	1	2
185	находится в	1	2
186	на все	2	2
187	и поэтому	1	2
188	в различных	3	2
189	должно было	1	2
190	в его	5	2
191	в какой	3	2
192	в разные	1	2
193	работы на	1	2
194	мы попытаемся	1	2
195	их не	1	2
196	так что	1	2
197	в большинстве	5	2
198	его и	3	2
199	но что	2	2
200	не было	3	2
201	в особенности	2	2
202	себя и	1	2
203	равной степени	1	2
204	и пр	25	2
205	только по	1	2
206	до конца	2	2
207	не на	2	2
208	а не	9	2
209	и непосредственно	2	2
210	его как	1	2
211	большинстве случаев	5	2
212	в равной	1	2
213	и потому	2	2
214	там где	2	2
215	какие же	1	2
216	быть и	6	2
217	только для	1	2
218	направления в	1	2
219	между собой	1	2
220	к вопросу	1	2
221	мы видим	1	2
222	и для	7	2
223	или в	2	2
224	когда он	1	2
225	интерес к	1	2
226	мы должны	1	2
227	не что	1	2
228	нас не	2	2
229	границы между	2	1
230	также и	1	1
231	таком случае	3	1
232	мы здесь	2	1
233	самом деле	9	1
234	зависимости от	2	1
235	другие однако	1	1
236	что эти	1	1
237	и ее	4	1
238	противном случае	2	1
239	должна быть	4	1
240	собственном смысле	2	1
241	и за	1	1
242	и могут	1	1
243	мы уже	6	1
244	а совершенно	1	1
245	не приходится	1	1
246	вопрос о	2	1
247	имеет свою	1	1
248	приводят к	1	1
249	говорить о	1	1
250	чем их	1	1
251	которое в	1	1
252	направление в	2	1
253	так а	1	1
254	того же	5	1
255	и он	2	1
256	него он	1	1
257	в отличие	3	1
258	такое уподобление	1	1
259	именно эти	2	1
260	всего этого	1	1
261	с его	8	1
262	этих случаях	1	1
263	а следовательно	1	1
264	на основе	3	1
265	а только	1	1
266	оно в	1	1
267	не все	1	1
268	ответ на	2	1
269	по отношению	8	1
270	отличие от	3	1
271	значение имеет	1	1
272	иные формы	1	1
273	относится к	3	1
274	из специальных	1	1
275	в истории	3	1
276	же цели	1	1
277	и соответствующих	1	1
278	эта связь	1	1
279	его на	1	1
280	так называемая	1	1
281	в различные	1	1
282	однако не	1	1
283	в противном	2	1
284	перед нами	3	1
285	и наконец	1	1
286	тем же	4	1
287	увидим что	1	1
288	от этого	2	1
289	рассказов и	1	1
290	в которой	1	1
291	ни одна	1	1
292	значение так	2	1
293	в себе	4	1
294	тому же	2	1
295	на то	4	1
296	труда и	1	1
297	не имеют	3	1
298	что было	1	1
299	он не	3	1
300	видел в	1	1
301	не к	3	1
302	не как	3	1
303	собой не	1	1
304	в начале	2	1
305	пытается объяснить	1	1
306	объяснить его	1	1
307	русском языке	4	1
308	здесь мы	3	1
309	что все	1	1
310	в совершенно	1	1
311	значение в	4	1
312	о котором	1	1
313	его в	7	1
314	уже знаем	2	1
315	на почве	9	1
316	такого сопоставления	1	1
317	и тем	4	1
318	ни в	6	1
319	этом мы	1	1
320	нет в	1	1
321	в этой	3	1
322	на основании	1	1
323	дела и	1	1
324	этот поток	1	1
325	он и	2	1
326	мы видели	4	1
327	языках в	1	1
328	древнерусской письменности	1	1
329	и того	5	1
330	одного и	4	1
331	еще менее	1	1
332	место в	2	1
333	не столько	1	1
334	этого вопроса	1	1
335	они уже	2	1
336	точку зрения	2	1
337	того времени	1	1
338	свет на	2	1
339	не могли	1	1
340	при всех	1	1
341	этот вывод	1	1
342	привела к	2	1
343	иной раз	1	1
344	в то	8	1
345	не о	1	1
346	тогда когда	1	1
347	дело в	1	1
348	было не	1	1
349	в основе	9	1
350	следовательно и	2	1
351	и всегда	1	1
352	слова как	2	1
353	которые и	1	1
354	или как	2	1
355	прежде чем	1	1
356	имеет совершенно	1	1
357	и его	16	1
358	и сама	1	1
359	прямо в	1	1
360	этом отношении	1	1
361	характерен для	2	1
362	ему не	1	1
363	с другом	1	1
364	от общего	1	1
365	нет даже	1	1
366	в духе	1	1
367	те кто	1	1
368	должны быть	2	1
369	содержанием и	1	1
370	более широкой	1	1
371	например по	1	1
372	слова с	1	1
373	если же	2	1
374	которые приводят	1	1
375	время они	1	1
376	для себя	4	1
377	и это	3	1
378	тем ярче	1	1
379	и о	2	1
380	трудно в	1	1
381	как самого	1	1
382	только при	1	1
383	в собственном	2	1
384	как знак	1	1
385	еще лучше	1	1
386	слова а	1	1
387	собственно не	1	1
388	на том	1	1
389	увидим не	1	1
390	и сам	1	1
391	из всего	2	1
392	было в	1	1
393	и всюду	2	1
394	связанных с	1	1
395	и определяется	1	1
396	которого они	1	1
397	если бы	11	1
398	приводит его	1	1
399	и вообще	1	1
400	и формами	1	1
401	из могил	1	1
402	по мере	4	1
403	что им	1	1
404	свидетельствует о	2	1
405	при такой	1	1
406	внимание на	1	1
407	прав в	2	1
408	прямо и	1	1
409	большинство лингвистов	1	1
410	ли не	1	1
411	рождения и	1	1
412	можно сказать	1	1
413	к нему	5	1
414	не могло	1	1
415	по типу	1	1
416	говорить об	1	1
417	от одного	3	1
418	во всей	1	1
419	в форме	5	1
420	из глубин	1	1
421	сомнения в	1	1
422	и следовательно	6	1
423	они состоят	1	1
424	или может	2	1
425	было бы	4	1
426	это приводит	1	1
427	не так	2	1
428	что здесь	1	1
429	как из	2	1
430	на которой	1	1
431	землю и	1	1
432	в отрыве	1	1
433	совсем не	1	1
434	тот же	1	1
435	для современного	1	1
436	что он	4	1
437	и действительно	1	1
438	из значений	1	1
439	и так	1	1
440	до нас	1	1
441	это слово	1	1
442	или его	1	1
443	точка зрения	1	1
444	с которыми	1	1
445	которой оно	1	1
446	есть в	1	1
447	уже в	2	1
448	или не	1	1
449	в нашей	1	1
450	же в	1	1
451	только тогда	1	1
452	это значение	1	1
453	смысла в	1	1
454	признаков как	1	1
455	не дает	1	1
456	только одно	1	1
457	не связанных	1	1
458	слова если	1	1
459	него нет	1	1
460	всяком случае	2	1
461	нуждается в	1	1
462	и должна	1	1
463	случае не	1	1
464	не могут	1	1
465	от того	1	1
466	же деле	3	1
467	к самым	1	1
468	влияние на	4	1
469	к которому	1	1
470	с той	1	1
471	еще и	1	1
472	были не	1	1
473	что не	2	1
474	и существует	1	1
475	говорит о	1	1
476	связано с	3	1
477	в изучение	1	1
478	которых мы	1	1
479	и жены	1	1
480	на которых	1	1
481	уподобление является	1	1
482	и самый	1	1
483	где эти	1	1
484	однако и	2	1
485	становится на	1	1
486	пр и	4	1
487	или с	1	1
488	которой он	1	1
489	мы знаем	2	1
490	если не	1	1
491	себя на	1	1
492	деле это	1	1
493	совсем так	1	1
494	в старом	1	1
495	состав этих	1	1
496	в иной	1	1
497	в воскресенье	1	1
498	может так	1	1
499	в пределах	10	1
500	в данном	5	1
501	по поводу	1	1
502	в той	5	1
503	принадлежащий к	1	1
504	друг с	1	1
505	исходя из	1	1
506	и было	1	1
507	не умели	1	1
508	быть не	1	1
509	самом же	3	1
510	то кто	1	1
511	в нижнем	1	1
512	слово для	3	1
513	и носит	1	1
514	но для	2	1
515	кроме того	1	1
516	не является	8	1
517	деле как	1	1
518	форм и	1	1
519	не оставляют	1	1
520	к пониманию	4	1
521	всем этим	2	1
522	в двух	3	1
523	это часто	1	1
524	от него	2	1
525	и все	6	1
526	да все	1	1
527	или нет	1	1
528	из своего	1	1
529	только с	2	1
530	можно ответить	1	1
531	зрения в	1	1
532	по традиции	1	1
533	и различные	1	1
534	его значение	2	1
535	но оно	1	1
536	нам не	1	1
537	изложение и	1	1
538	слово в	3	1
539	между ними	2	1
540	не знает	2	1
541	сказать что	4	1
542	другой в	1	1
543	но можно	1	1
544	является и	1	1
545	отношению к	8	1
546	оно не	1	1
547	в заключение	1	1
548	это та	1	1
549	жизни и	2	1
550	в таком	7	1
551	также не	1	1
552	именно здесь	2	1
553	они не	2	1
554	можно назвать	1	1
555	как на	2	1
556	во всяком	3	1
