N	2gram	Bakhtin_Pr_1	Istorich
1	и в	38	22
2	мы имеем	2	19
3	в этом	15	17
4	и т	14	16
5	т д	1	15
6	что в	7	15
7	не только	9	14
8	но и	9	12
9	и не	42	12
10	в этих	2	11
11	может быть	26	11
12	и пр	2	11
13	или в	2	11
14	но в	4	10
15	таким образом	10	10
16	еще не	7	10
17	в нем	15	9
18	что и	2	9
19	в том	8	9
20	что он	2	9
21	вместе с	1	9
22	как мы	7	8
23	том что	3	8
24	но не	12	7
25	то что	8	7
26	и здесь	2	7
27	мы должны	2	7
28	уже не	1	7
29	из них	1	7
30	с другой	7	7
31	другой стороны	4	7
32	там где	6	7
33	к этому	2	7
34	то же	5	6
35	мы уже	1	6
36	не вполне	2	6
37	не все	2	6
38	это не	5	6
39	ничего не	6	6
40	связи с	2	6
41	если бы	3	6
42	в них	5	6
43	что здесь	1	6
44	друг друга	1	6
45	мы можем	6	6
46	а не	5	6
47	связь с	3	6
48	а в	6	6
49	все же	6	5
50	он не	3	5
51	здесь мы	2	5
52	в этой	1	5
53	тем не	3	5
54	не менее	4	5
55	могут быть	5	5
56	к нему	10	5
57	того что	2	5
58	до сих	1	5
59	в некоторых	2	5
60	в частности	2	5
61	есть и	1	5
62	сих пор	1	5
63	мы здесь	4	4
64	и на	3	4
65	все эти	5	4
66	отношение к	10	4
67	не в	7	4
68	на этом	2	4
69	и с	17	4
70	не всегда	6	4
71	можно найти	1	4
72	у нас	2	4
73	как это	2	4
74	но он	1	4
75	и его	16	4
76	тем что	2	4
77	она не	2	4
78	в пределах	6	4
79	в дальнейшем	3	4
80	только в	13	4
81	его и	1	4
82	в других	4	4
83	связано с	1	4
84	они не	3	4
85	в данном	4	4
86	для нас	1	4
87	в свою	2	4
88	не может	27	4
89	и другие	2	4
90	их и	2	3
91	что иное	1	3
92	я не	2	3
93	и ее	2	3
94	не совсем	1	3
95	иное как	1	3
96	в чем	2	3
97	целый ряд	1	3
98	и как	8	3
99	и к	3	3
100	в целом	3	3
101	его в	9	3
102	было бы	8	3
103	для них	1	3
104	все равно	1	3
105	далеко не	5	3
106	как и	7	3
107	не будем	3	3
108	и эти	1	3
109	некоторых случаях	1	3
110	можно ли	1	3
111	никогда не	5	3
112	однако это	1	3
113	очень часто	1	3
114	к тому	1	3
115	о том	4	3
116	здесь не	4	3
117	данном случае	4	3
118	на том	1	3
119	что у	1	3
120	на нее	1	3
121	можно только	6	3
122	от них	2	3
123	в его	43	3
124	эти два	1	3
125	с ними	4	3
126	и у	2	3
127	прежде всего	13	3
128	уходит в	1	3
129	мы еще	1	3
130	в связи	2	3
131	так же	1	3
132	мы увидим	3	3
133	стороны и	1	3
134	быть и	1	3
135	но это	3	3
136	и от	3	3
137	его не	2	3
138	и все	3	3
139	сказать что	4	3
140	равно как	1	3
141	не что	1	3
142	все что	3	3
143	например в	3	2
144	на самом	4	2
145	и есть	2	2
146	в котором	2	2
147	теперь к	1	2
148	не имеют	2	2
149	от которых	1	2
150	вопрос о	1	2
151	время как	1	2
152	но она	2	2
153	на себя	1	2
154	и он	2	2
155	в ней	4	2
156	но конечно	4	2
157	по отношению	21	2
158	вступают в	1	2
159	себе и	1	2
160	независимо от	13	2
161	как в	4	2
162	в своем	5	2
163	ней в	1	2
164	хотя и	3	2
165	что по	1	2
166	есть ли	1	2
167	они выходят	1	2
168	ни один	1	2
169	образом и	1	2
170	то время	1	2
171	если он	1	2
172	в наших	1	2
173	не могла	1	2
174	при этом	5	2
175	где находится	2	2
176	они в	1	2
177	всех этих	1	2
178	нее и	1	2
179	в виде	2	2
180	и вот	1	2
181	в нее	1	2
182	так и	5	2
183	большинстве случаев	5	2
184	ни в	11	2
185	вовсе не	2	2
186	с тем	1	2
187	и уже	1	2
188	и для	11	2
189	выйти за	1	2
190	как таковой	2	2
191	точки зрения	8	2
192	в которых	1	2
193	но они	4	2
194	и более	2	2
195	уже выше	1	2
196	не раз	1	2
197	в то	4	2
198	не имеет	9	2
199	который был	1	2
200	одна из	2	2
201	здесь на	1	2
202	относится к	4	2
203	связь и	2	2
204	нам важно	1	2
205	его он	1	2
206	ли это	1	2
207	формы с	1	2
208	как только	3	2
209	в самых	1	2
210	и это	3	2
211	и о	5	2
212	в другом	2	2
213	не с	4	2
214	связан с	1	2
215	случаях мы	1	2
216	образом в	1	2
217	о ней	1	2
218	и что	2	2
219	а также	1	2
220	и большой	1	2
221	между тем	7	2
222	уже только	1	2
223	все время	1	2
224	в него	2	2
225	этот вопрос	1	2
226	дело с	6	2
227	характерно для	2	2
228	и действительно	1	2
229	они могут	1	2
230	с одной	3	2
231	где-то в	1	2
232	для нее	8	2
233	что не	4	2
234	в одном	1	2
235	только на	1	2
236	в особенности	2	2
237	и даже	3	2
238	есть только	2	2
239	и др	8	2
240	не было	2	2
241	одной стороны	3	2
242	и потому	4	2
243	но этот	1	2
244	с миром	4	2
245	в тех	3	2
246	да и	3	2
247	можно сказать	2	2
248	здесь есть	1	2
249	происходит в	1	2
250	от него	3	2
251	еще более	1	2
252	не дает	2	2
253	совершенно не	7	2
254	отношению к	19	2
255	жизни и	1	2
256	также и	3	1
257	а из	1	1
258	самом деле	6	1
259	согласии с	1	1
260	ясно что	3	1
261	действительности и	3	1
262	и за	1	1
263	из всех	1	1
264	есть не	2	1
265	и иной	3	1
266	бы что	1	1
267	человека и	1	1
268	существенно отличается	1	1
269	это отношение	2	1
270	подробное изучение	1	1
271	начало и	3	1
272	на них	3	1
273	столь же	2	1
274	и связь	1	1
275	из сторон	1	1
276	мы будем	3	1
277	но как	2	1
278	к которой	1	1
279	действия и	1	1
280	со всеми	3	1
281	к ним	1	1
282	в новом	1	1
283	иногда и	3	1
284	не просто	1	1
285	нет и	3	1
286	тесно связан	1	1
287	только путем	1	1
288	отнюдь не	19	1
289	все остальные	1	1
290	кроме того	3	1
291	к этой	1	1
292	ее от	1	1
293	что это	2	1
294	бы не	2	1
295	чему он	1	1
296	что так	1	1
297	ни одна	2	1
298	он теряет	2	1
299	бы только	1	1
300	и те	2	1
301	на то	2	1
302	вообще не	7	1
303	исходит из	1	1
304	не следует	2	1
305	должна быть	4	1
306	перестает быть	4	1
307	не как	1	1
308	в корне	2	1
309	ему на	1	1
310	его от	1	1
311	подобно тому	1	1
312	так например	1	1
313	всего то	1	1
314	человека в	2	1
315	от нее	1	1
316	по своему	1	1
317	могла бы	1	1
318	в мире	3	1
319	может возникнуть	1	1
320	бы быть	1	1
321	где оно	2	1
322	а как	3	1
323	входит в	8	1
324	с другими	3	1
325	материала к	1	1
326	со всех	2	1
327	и тем	3	1
328	одной из	3	1
329	случае к	1	1
330	она и	1	1
331	ни одной	1	1
332	случае мы	2	1
333	и вне	1	1
334	чем в	2	1
335	здесь все	2	1
336	и становится	7	1
337	материала можно	1	1
338	но если	1	1
339	в своей	7	1
340	художественного творчества	12	1
341	о той	1	1
342	где мы	1	1
343	с точки	6	1
344	что вся	1	1
345	установить что	1	1
346	где на	2	1
347	которые в	1	1
