N	2gram	Bakhtin_Pr_4	DiskursI
1	в себе	7	19
2	при этом	5	17
3	в этом	16	16
4	как и	12	16
5	и в	46	16
6	может быть	23	16
7	и не	27	15
8	а не	11	14
9	отличие от	3	12
10	то есть	40	12
11	в отличие	3	12
12	и т.п	14	12
13	в частности	1	12
14	но в	6	11
15	в мире	3	11
16	но и	12	11
17	со стороны	1	10
18	не только	14	10
19	том что	4	10
20	своего рода	4	10
21	так и	4	9
22	не может	19	9
23	как в	4	8
24	в том	9	8
25	но не	4	7
26	в данном	2	7
27	в нем	17	7
28	ни в	6	7
29	не менее	2	7
30	при всей	1	7
31	прежде всего	9	7
32	то же	6	6
33	еще не	7	6
34	с его	5	6
35	данном случае	1	6
36	себя в	3	6
37	все же	4	6
38	в своей	3	6
39	тем самым	1	6
40	по своей	3	6
41	в своих	1	6
42	и на	11	5
43	в своем	3	5
44	в то	5	5
45	хвала и	1	5
46	с другой	3	5
47	же время	5	5
48	что в	4	5
49	для него	2	5
50	то что	4	5
51	а с	1	5
52	я в	1	5
53	героя в	3	5
54	я и	1	4
55	в рассказе	2	4
56	и то	1	4
57	по отношению	5	4
58	в этой	3	4
59	роль в	1	4
60	человека в	1	4
61	потому что	4	4
62	о том	5	4
63	в пределах	10	4
64	адресата к	1	4
65	с одной	1	4
66	в одном	11	4
67	одной стороны	1	4
68	как бы	19	4
69	мира и	1	4
70	точки зрения	11	4
71	к этому	1	4
72	отношению к	5	4
73	можно назвать	1	4
74	также и	3	3
75	например в	4	3
76	в строгом	2	3
77	принадлежит к	1	3
78	к жизни	2	3
79	перед нами	12	3
80	и как	2	3
81	и наконец	4	3
82	все эти	4	3
83	из этих	3	3
84	он не	4	3
85	в другом	2	3
86	его в	1	3
87	это не	5	3
88	жизни но	1	3
89	в этих	4	3
90	в котором	5	3
91	не столько	1	3
92	одном из	2	3
93	не в	10	3
94	могут быть	2	3
95	той или	2	3
96	приводит к	4	3
97	еще в	1	3
98	в его	9	3
99	но она	2	3
100	только в	6	3
101	и его	6	3
102	уже не	4	3
103	в них	1	3
104	из двух	1	3
105	или иной	2	3
106	здесь в	2	3
107	не было	2	3
108	не знает	4	3
109	как будто	1	3
110	можно сказать	4	3
111	но это	6	3
112	в пределе	1	3
113	и все	9	3
114	жизни в	1	3
115	жизни а	1	3
116	жизни и	5	3
117	как на	1	3
118	же как	2	2
119	повестях белкина	1	2
120	того же	3	2
121	и это	3	2
122	перед лицом	1	2
123	по преимуществу	1	2
124	той же	3	2
125	в повестях	1	2
126	хвалы и	1	2
127	место в	1	2
128	совпадает с	1	2
129	в ней	1	2
130	к своему	3	2
131	мы имеем	3	2
132	не нужно	2	2
133	установку на	2	2
134	время в	1	2
135	отношение к	3	2
136	стороны и	2	2
137	что как	1	2
138	в целом	1	2
139	рассказ о	1	2
140	рассказа в	1	2
141	должна быть	2	2
142	не к	3	2
143	свое время	2	2
144	у пушкина	2	2
145	одно и	1	2
146	и с	7	2
147	входит в	1	2
148	на почве	2	2
149	этот человек	1	2
150	рассказ в	3	2
151	должно быть	4	2
152	такой же	3	2
153	все это	6	2
154	этом случае	1	2
155	с точки	9	2
156	обращение к	1	2
157	их в	3	2
158	дело в	3	2
159	никогда не	6	2
160	того и	2	2
161	жизни не	2	2
162	и другого	2	2
163	собою не	2	2
164	и чужого	1	2
165	не столь	1	2
166	что на	1	2
167	в области	1	2
168	интонации и	1	2
169	с их	1	2
170	для себя	1	2
171	пожалуй и	2	2
172	с ее	3	2
173	но при	3	2
174	здесь не	4	2
175	в себя	4	2
176	времени и	2	2
177	не с	1	2
178	живет в	2	2
179	отсюда и	1	2
180	в результате	2	2
181	но здесь	3	2
182	произведения как	1	2
183	между тем	2	2
184	в языке	2	2
185	что и	3	2
186	и всякое	2	2
187	себя с	1	2
188	и одновременно	2	2
189	романа и	1	2
190	который не	1	2
191	своей жанровой	1	2
192	есть в	6	2
193	в большинстве	9	2
194	слова не	2	2
195	к своим	1	2
196	реальности и	1	2
197	не о	1	2
198	бытия и	3	2
199	именно в	1	2
200	далеко не	3	2
201	как рассказ	1	2
202	в соответствии	1	2
203	не на	1	2
204	может иметь	1	2
205	вместе с	2	2
206	направленность на	1	2
207	в той	3	2
208	что же	3	2
209	в свое	2	2
210	в формах	3	2
211	и для	3	2
212	а к	1	2
213	частной жизни	1	2
214	а в	2	2
215	с ней	1	2
216	другой стороны	3	2
217	что он	6	2
218	себе самому	4	2
219	все люди	1	2
220	это в	1	2
221	себя как	3	1
222	обращено к	1	1
223	является для	1	1
224	одним из	3	1
225	чтобы не	1	1
226	а между	2	1
227	самом деле	4	1
228	в чужой	1	1
229	слова эта	1	1
230	и есть	1	1
231	в первом	1	1
232	к другому	5	1
233	достоевского в	8	1
234	к рассказу	1	1
235	слово рассказа	1	1
236	но если	3	1
237	жизни здесь	1	1
238	и могут	1	1
239	он ничего	2	1
240	на материале	1	1
241	и само	2	1
242	мы не	4	1
243	их поступки	1	1
244	собой как	1	1
245	вопрос о	2	1
246	под ней	1	1
247	этом не	1	1
248	не была	2	1
249	высказывания в	1	1
250	он как	2	1
251	в сущности	7	1
252	на практике	1	1
253	становится объектом	1	1
254	в некотором	1	1
255	начала в	1	1
256	и брани	1	1
257	это время	1	1
258	и далекое	1	1
259	собой в	1	1
260	его по-своему	1	1
261	он сам	2	1
262	людей в	2	1
263	на их	1	1
264	события в	1	1
