N	2gram	Propp_Russ_1	Myslijsy
1	то есть	3	34
2	потому что	10	33
3	то что	6	29
4	может быть	8	26
5	таким образом	6	24
6	в этом	12	23
7	в том	17	23
8	и в	36	23
9	и не	6	18
10	что в	19	17
11	при этом	6	15
12	только в	4	15
13	то же	3	14
14	в себе	1	14
15	как и	10	14
16	того что	4	14
17	так как	15	14
18	для нас	6	14
19	если бы	1	13
20	не было	2	12
21	а не	2	12
22	том что	19	12
23	что я	1	11
24	но и	16	11
25	не может	4	11
26	по отношению	1	10
27	не только	22	10
28	мы можем	2	10
29	тем что	4	10
30	что мы	1	10
31	и потому	2	10
32	между тем	7	9
33	мы не	6	8
34	в своем	3	8
35	но в	2	8
36	было бы	1	8
37	тогда когда	1	8
38	о том	8	8
39	сказать что	1	8
40	отношению к	1	8
41	и т	10	7
42	поэзии и	1	7
43	очевидно что	1	7
44	как в	5	7
45	с этим	2	7
46	что это	3	7
47	на то	1	7
48	в нем	2	7
49	в силу	2	7
50	народной поэзии	3	7
51	это не	10	7
52	по мере	1	7
53	и что	4	7
54	что и	7	7
55	с тем	8	7
56	могут быть	2	7
57	этого слова	3	7
58	что если	1	6
59	независимо от	2	6
60	и к	3	6
61	в которой	1	6
62	в лес	1	6
63	известно что	1	6
64	того как	5	6
65	так и	7	6
66	слово с	1	6
67	что не	1	6
68	заметить что	1	6
69	вместе с	10	6
70	тем и	2	6
71	говорить о	1	5
72	хотя и	2	5
73	как бы	5	5
74	и мы	1	5
75	значение слова	1	5
76	не менее	3	5
77	с ним	2	5
78	не имеет	6	5
79	такие же	1	5
80	внимание на	1	5
81	находится в	2	5
82	к нему	1	5
83	примыкает к	1	5
84	так что	2	5
85	есть в	1	5
86	не можем	3	5
87	уже в	1	5
88	только тогда	1	5
89	в его	2	5
90	этом случае	5	5
91	все это	6	5
92	а в	9	5
93	таким же	3	5
94	во всяком	1	5
95	только потому	1	4
96	и о	1	4
97	предположить что	2	4
98	в истории	1	4
99	думать что	3	4
100	что все	1	4
101	и с	2	4
102	его в	1	4
103	и тем	1	4
104	мы имеем	4	4
105	точки зрения	3	4
106	тем не	3	4
107	т п	1	4
108	видно что	6	4
109	и более	2	4
110	в то	1	4
111	это слово	1	4
112	если же	1	4
113	без сомнения	1	4
114	быть может	1	4
115	и та	1	4
116	можно сказать	1	4
117	что он	1	4
118	представления в	1	4
119	то и	1	4
120	в одном	3	4
121	тогда как	2	4
122	от того	1	4
123	только на	3	4
124	но есть	2	4
125	на основании	1	4
126	так же	3	4
127	в данном	1	4
128	в той	1	4
129	и все	1	4
130	слово в	1	4
131	между ними	1	4
132	только как	1	4
133	по поводу	1	4
134	в таком	1	4
135	например в	2	3
136	самом деле	1	3
137	на самом	2	3
138	переход от	2	3
139	в первом	1	3
140	и до	2	3
141	что эти	1	3
142	слова в	3	3
143	мы уже	1	3
144	что между	1	3
145	еще до	2	3
146	которое в	1	3
147	еще не	4	3
148	и на	10	3
149	к слову	2	3
150	там где	2	3
151	все эти	2	3
152	так в	4	3
153	т д	9	3
154	и по	8	3
155	в каждом	2	3
156	от одного	1	3
157	в них	6	3
158	не всегда	1	3
159	с точки	3	3
160	но это	4	3
161	в которых	5	3
162	их в	3	3
163	слово для	1	3
164	что есть	1	3
165	в разных	3	3
166	связи с	4	3
167	до того	2	3
168	а мы	2	3
169	должны быть	1	3
170	к тому	4	3
171	слова с	1	3
172	быть назван	1	3
173	представления и	2	3
174	что у	2	3
175	те же	1	3
176	было в	1	3
177	ту же	1	3
178	в виду	1	3
179	там же	5	3
180	связь между	2	3
181	и следовательно	1	3
182	с ними	5	3
183	этот вопрос	2	3
184	и так	1	3
185	этим словом	1	3
186	уже не	6	3
187	в значении	1	3
188	и других	7	3
189	и их	4	3
190	всяком случае	1	3
191	и из	3	3
192	так называемых	1	3
193	поэтический образ	1	3
194	между прочим	2	3
195	кроме того	1	3
196	и другим	2	3
197	в этих	3	3
198	и состоит	1	3
199	таком случае	1	2
200	самых разнообразных	1	2
201	но тем	2	2
202	такое же	2	2
203	можем судить	1	2
204	это объяснение	1	2
205	как мы	10	2
206	имеет свою	1	2
207	что иное	2	2
208	не вполне	1	2
209	но даже	2	2
210	же что	1	2
211	есть вместе	1	2
212	в ней	2	2
213	и сами	1	2
214	иное как	2	2
215	и многие	2	2
216	в различных	2	2
217	этих случаях	1	2
218	значение и	2	2
219	к ним	3	2
220	эта связь	1	2
221	же с	1	2
222	одном из	1	2
223	в отдельных	1	2
224	что по	4	2
225	его к	2	2
226	в нашем	2	2
227	из этих	4	2
228	во многих	5	2
229	что она	2	2
230	по-видимому не	1	2
231	он не	1	2
232	не значит	2	2
233	состоит в	8	2
234	не как	1	2
235	влияние на	1	2
236	подобно тому	1	2
237	здесь мы	1	2
238	об этом	9	2
239	этом мы	1	2
240	одна и	1	2
241	говорится о	2	2
242	чем в	2	2
243	можно считать	1	2
244	в других	11	2
245	что значит	1	2
246	но что	2	2
247	и при	1	2
248	представить себе	1	2
249	и без	1	2
250	в первый	4	2
251	что до	1	2
252	вопрос о	1	2
253	теми же	1	2
254	том же	2	2
255	и вообще	1	2
256	тому что	4	2
257	судить по	2	2
258	она не	2	2
259	что чем	1	2
260	виду что	1	2
261	и сама	1	2
262	зависят от	1	2
263	дело не	1	2
264	иметь в	1	2
265	не имели	1	2
266	к ней	2	2
267	и его	1	2
268	в более	2	2
269	сами не	1	2
270	что на	4	2
271	в области	3	2
272	у нас	8	2
273	не могут	1	2
274	можно думать	1	2
275	оно не	1	2
276	и это	1	2
277	значение этого	1	2
278	данном случае	1	2
279	на том	1	2
280	судя по	2	2
281	в образе	2	2
282	можно было	1	2
283	не с	3	2
284	что от	2	2
285	и здесь	2	2
286	но мы	1	2
287	после того	2	2
288	других языках	1	2
289	нас в	1	2
290	судить о	2	2
291	природы и	2	2
292	быть и	2	2
293	один из	8	2
294	в двух	1	2
295	мы видим	2	2
296	тот же	1	2
297	бы ни	1	2
298	основная форма	1	2
299	и у	5	2
300	в большинстве	2	2
301	в виде	6	2
302	каким образом	1	2
303	большинстве случаев	2	2
304	не так	1	2
305	в старину	2	2
306	это значение	1	2
307	не были	2	2
308	на этот	3	2
309	в свою	3	2
310	и др	4	2
311	света и	1	2
312	которые не	3	2
313	с которым	1	2
314	относятся к	2	2
315	только для	2	2
316	из которых	1	2
317	по своему	1	2
318	в течение	5	2
319	тому как	1	2
320	быть не	1	2
321	в это	3	2
322	и для	2	2
323	от него	1	2
324	и как	2	2
325	мы должны	2	2
326	люди которые	1	2
327	во время	14	2
328	а нечто	1	2
329	но эта	1	2
330	не что	2	2
331	есть и	1	2
332	только о	1	2
333	точно так	1	2
334	все что	1	2
335	в своих	2	2
336	можно назвать	1	2
337	который должен	1	1
338	то на	3	1
339	можно говорить	2	1
340	не думает	1	1
341	правило имеет	1	1
342	того же	1	1
343	а из	1	1
344	показать что	1	1
345	в приведенном	1	1
346	тем же	1	1
347	к другому	2	1
348	по которым	1	1
349	должна быть	1	1
350	сослаться на	1	1
351	в их	4	1
352	и за	1	1
353	в несколько	1	1
354	полагает что	6	1
