N	3gram	Bakhtin_Pr_2	slovoVRo
1	то же время	3	12
2	в то же	3	12
3	в той или	2	9
4	той или иной	3	9
5	или иной степени	2	9
6	с точки зрения	9	8
7	с чужим словом	1	8
8	в большинстве случаев	2	6
9	зрения на мир	1	4
10	как мы сказали	3	4
11	прямо и непосредственно	1	4
12	с другой стороны	1	4
13	большей или меньшей	1	4
14	единого и единственного	1	4
15	но в то	3	4
16	в самом предмете	1	3
17	точки зрения на	1	3
18	в зависимости от	3	3
19	хотя бы и	2	3
20	в нем в	1	3
21	в данном случае	1	3
22	в большей или	1	3
23	или меньшей степени	1	3
24	почти вовсе не	1	3
25	более или менее	1	3
26	таким образом в	2	3
27	по всей вероятности	1	3
28	во всех сферах	1	3
29	бы ни были	1	2
30	и в сущности	1	2
31	друг о друге	2	2
32	в том и	1	2
33	в этом случае	1	2
34	чужих слов о	1	2
35	до сих пор	2	2
36	и не может	2	2
37	в лучшем случае	1	2
38	и др и	1	2
39	не укладывается в	1	2
40	может быть только	2	2
41	его но и	1	2
42	то время как	1	2
43	не только в	1	2
44	в то время	1	2
45	и в этом	6	2
46	диалогическом взаимодействии с	1	2
47	а не как	1	2
48	как бы ни	1	2
49	можно было бы	1	2
50	и в том	2	2
51	друг с другом	2	2
52	знают друг о	1	2
53	и следовательно в	1	2
54	нам важна здесь	4	1
55	сферах идеологической жизни	1	1
56	некоторые другие жанры	1	1
57	слов о нем	1	1
58	как и у	1	1
59	с таким же	1	1
60	художественной прозы в	1	1
61	одной и той	1	1
62	не значит конечно	1	1
63	то есть не	1	1
64	как раз на	1	1
65	значит конечно что	1	1
66	прежде всего в	1	1
67	дело в том	1	1
68	далеко не исчерпывается	1	1
69	а в душе	1	1
70	и той же	1	1
71	они в той	1	1
72	с одним из	1	1
73	имеем в виду	2	1
74	какого-нибудь одного из	1	1
75	и так сказать	1	1
76	же время и	1	1
77	этот рассказ в	1	1
78	дело далеко не	2	1
79	лежит в одной	1	1
80	в нем и	1	1
81	вне себя в	1	1
82	вступает в диалогические	1	1
83	в своей книге	1	1
84	только в условиях	1	1
85	не входит в	2	1
86	в отличие от	1	1
87	высказывания и в	1	1
88	потому что по	1	1
89	в речах персонажей	1	1
90	в этом отношении	2	1
91	может находиться в	1	1
92	во всех своих	1	1
93	и в каждом	1	1
94	не дает им	1	1
95	по крайней мере	2	1
96	то есть без	1	1
97	у него нет	2	1
98	диалогические отношения с	1	1
99	в прокрустово ложе	1	1
100	то есть они	2	1
101	диалог или в	1	1
102	отношение автора к	1	1
103	ни с одним	1	1
104	взаимодействии с другими	1	1
105	зрения а не	1	1
106	и в авторской	1	1
107	и с точки	1	1
108	в меньшей степени	1	1
109	мы имеем в	2	1
110	и всякое иное	1	1
111	все то в	1	1
112	своей книге о	1	1
113	в которой они	1	1
114	в одной плоскости	4	1
115	в его сознании	1	1
116	в его романах	4	1
117	и о своем	1	1
118	перед нами в	2	1
119	это не значит	1	1
120	в диалогические отношения	1	1
121	иной степени объектны	1	1
122	и ничем не	1	1
123	могла бы быть	1	1
124	всех сферах идеологической	1	1
125	и у него	1	1
126	не может быть	6	1
127	в свое время	2	1
128	диалогическое отношение к	1	1
129	свою точку зрения	1	1
130	тем не менее	1	1
131	о том что	3	1
132	одной плоскости с	3	1
133	на протяжении веков	1	1
134	она не входит	1	1
135	но с другой	1	1
136	и некоторые другие	1	1
137	в чужих устах	1	1
138	никогда не может	2	1
139	прежде всего именно	1	1
140	у него есть	1	1
141	на протяжении всего	2	1
142	в одном из	1	1
143	то есть в	8	1
144	этой точки зрения	2	1
145	с самого начала	1	1
146	мы сказали в	1	1
147	между ними и	1	1
148	можно сказать что	2	1
149	и потому не	1	1
150	романа но и	1	1
151	у нее нет	1	1
152	уже не только	1	1
153	лишь там где	2	1
154	и почти вовсе	1	1
155	мы видим что	1	1
156	и слово в	1	1
157	тех или иных	1	1
158	глубокою связью с	1	1
159	для того чтобы	1	1
160	в том что	4	1
161	в авторской речи	2	1
162	друг друга и	1	1
163	в безличной форме	1	1
164	в истории литературного	1	1
165	себя и свою	1	1
166	сама она не	1	1
167	на мир как	1	1
168	именно потому что	1	1
169	как мы видели	3	1
170	который не был	1	1
