N	3gram	Voloshinov_1	Problemy
1	с точки зрения	2	13
2	в этом смысле	1	10
3	то же время	1	9
4	в то же	1	9
5	по отношению к	11	8
6	в том что	4	6
7	и в этом	1	5
8	в зависимости от	2	5
9	но в то	1	5
10	на самом деле	2	4
11	между тем как	1	4
12	в творчестве достоевского	1	4
13	не может быть	7	4
14	подобно тому как	1	3
15	же время не	1	3
16	сами по себе	1	3
17	в этом отношении	1	3
18	во всяком случае	1	3
19	с другой стороны	2	3
20	но все же	1	2
21	для него не	1	2
22	записок из подполья	1	2
23	в самом деле	1	2
24	до сих пор	3	2
25	и не может	3	2
26	в лучшем случае	1	2
27	бы то ни	3	2
28	только то что	1	2
29	в данном случае	2	2
30	все же не	1	2
31	можно было бы	1	2
32	но конечно эта	1	1
33	то что я	1	1
34	же как и	1	1
35	является таким образом	1	1
36	дело в том	4	1
37	в свою очередь	1	1
38	и уже не	2	1
39	в нем и	1	1
40	так как в	1	1
41	в том и	1	1
42	те оценки которые	1	1
43	то же самое	2	1
44	нам кажется что	1	1
45	и для него	1	1
46	как если бы	4	1
47	от того в	1	1
48	но несмотря на	1	1
49	искусства и в	1	1
50	может находиться в	1	1
51	как мы уже	1	1
52	приходится признать что	1	1
53	в противном случае	1	1
54	в процессе этого	1	1
55	может быть только	1	1
56	по крайней мере	1	1
57	нему как к	1	1
58	может быть и	3	1
59	и в частности	1	1
60	слова и его	1	1
61	может быть понято	1	1
62	один миг не	1	1
63	то время как	1	1
64	чтобы убедиться в	1	1
65	какой бы то	1	1
66	так же как	1	1
67	не только его	1	1
68	то что для	1	1
69	художественную форму его	1	1
70	то ни было	3	1
71	это прежде всего	1	1
72	деле это не	1	1
73	была бы разрешена	1	1
74	в высшей степени	1	1
75	того в каком	1	1
76	тех или иных	1	1
77	зависимости от того	1	1
78	так и к	1	1
79	его структурой и	1	1
80	и по отношению	3	1
81	отношению к автору	1	1
82	сливается с ним	1	1
83	и менее всего	1	1
84	и потому не	1	1
85	зависит от того	2	1
86	важно не то	1	1
87	этом смысле она	1	1
88	бы оно ни	1	1
89	в пределах настоящей	1	1
90	не довлеет себе	2	1
91	так именно и	1	1
92	самом деле это	1	1
93	по себе не	1	1
94	этой точки зрения	3	1
95	не совпадает с	1	1
96	о том что	1	1
97	от того кто	1	1
98	оно ни было	1	1
99	более или менее	1	1
100	к нему как	1	1
101	друг к другу	1	1
102	если бы действительно	1	1
103	наиболее яркое и	1	1
104	имеем в виду	2	1
105	в то время	1	1
106	она не может	1	1
107	но в них	1	1
108	и независимо от	1	1
109	здесь мы должны	1	1
110	с самого начала	1	1
111	социальной атмосферы вокруг	1	1
112	художественного произведения и	2	1
113	в художественном произведении	3	1
114	того кто является	1	1
115	можно сказать что	5	1
116	в настоящее время	2	1
117	все зависит от	1	1
118	мы имеем в	1	1
119	они ни были	1	1
120	или может быть	1	1
121	свое непосредственное выражение	1	1
122	идеологические оценки которые	1	1
123	в одном голосе	1	1
124	до известной степени	2	1
125	сама по себе	1	1
126	и самое слово	1	1
127	те идеологические оценки	1	1
128	и в нем	1	1
129	место в творчестве	1	1
130	в отношении к	2	1
131	как существенный момент	1	1
132	и на события	1	1
133	точек зрения и	1	1
134	это не так	2	1
135	только в нем	1	1
136	можно найти только	1	1
137	социальной группы к	1	1
