N	2gram	Vinokur_Ku_2	Formalny
1	т е	22	32
2	и не	16	30
3	вовсе не	9	28
4	и в	23	27
5	может быть	15	25
6	не может	9	24
7	так и	4	21
8	и его	3	19
9	в этом	18	18
10	таким образом	5	18
11	а не	10	17
12	самом деле	9	16
13	точки зрения	14	16
14	то же	6	15
15	в нем	4	15
16	в процессе	3	15
17	и пр	8	15
18	между ними	1	15
19	на самом	2	14
20	как и	2	14
21	с точки	8	14
22	не в	8	12
23	если бы	12	12
24	и т	39	11
25	в самом	12	11
26	и от	2	11
27	не могут	5	10
28	место в	1	10
29	но и	7	10
30	в действительности	1	9
31	не только	20	9
32	лишь в	5	9
33	так как	15	9
34	так же	4	9
35	отнюдь не	4	8
36	с помощью	7	8
37	как бы	4	8
38	при этом	2	8
39	ни в	4	8
40	как мы	3	8
41	в пределах	4	8
42	только в	5	8
43	как раз	3	8
44	то что	9	8
45	и все	2	8
46	что в	10	8
47	тем же	2	7
48	с тем	2	7
49	не менее	7	7
50	же время	3	7
51	потому что	25	7
52	между тем	6	7
53	в его	5	7
54	в том	19	7
55	если мы	4	7
56	там где	5	7
57	все это	5	7
58	совершенно не	3	7
59	в то	4	7
60	в искусстве	1	7
61	еще не	5	6
62	но в	11	6
63	все эти	12	6
64	т д	14	6
65	в своей	2	6
66	всяком случае	5	6
67	было бы	15	6
68	что он	5	6
69	с другой	8	6
70	более того	1	6
71	вместе с	5	6
72	в данном	4	6
73	все же	7	6
74	и для	2	6
75	бы в	1	6
76	хотя бы	9	6
77	в своих	2	6
78	во всяком	5	6
79	становится в	1	5
80	в зависимости	4	5
81	зависимости от	5	5
82	но не	6	5
83	независимо от	1	5
84	что именно	1	5
85	в каждом	1	5
86	ни было	1	5
87	того чтобы	11	5
88	поэтическое произведение	1	5
89	сводится к	3	5
90	если же	1	5
91	в ней	3	5
92	что они	2	5
93	никогда не	2	5
94	в плоскости	2	5
95	связи с	3	5
96	большинстве случаев	2	5
97	и их	1	5
98	т п	24	5
99	и между	1	5
100	тем что	3	5
101	и потому	2	5
102	что же	5	5
103	в результате	4	5
104	другой стороны	7	5
105	можно говорить	2	4
106	не есть	1	4
107	мы не	1	4
108	смысл и	3	4
109	он был	1	4
110	бы то	1	4
111	как в	3	4
112	и как	1	4
113	в целом	1	4
114	но ведь	1	4
115	в корне	2	4
116	то ни	1	4
117	данном случае	2	4
118	в ее	1	4
119	в слове	1	4
120	мы знаем	4	4
121	том что	11	4
122	установка на	2	4
123	для данного	2	4
124	по себе	10	4
125	она не	2	4
126	тогда когда	1	4
127	мы можем	1	4
128	могут быть	4	4
129	к тому	4	4
130	роль в	2	4
131	следовательно и	2	4
132	о том	1	4
133	слов и	2	4
134	же и	2	4
135	конечно не	2	4
136	уже в	3	4
137	в большинстве	1	4
138	социальной жизни	1	4
139	следует что	3	4
140	содержания и	1	4
141	для того	9	4
142	со стороны	4	4
143	прежде всего	8	4
144	смысла и	2	4
145	до конца	3	4
146	произведение в	1	4
147	в связи	4	4
148	мы видели	2	4
149	как это	5	4
150	да и	6	4
151	слова и	5	4
152	они не	1	4
153	же как	2	3
154	того же	3	3
155	должна быть	5	3
156	мы уже	1	3
157	той же	2	3
158	мы и	1	3
159	в виду	3	3
160	и на	6	3
161	в которых	2	3
162	столь же	1	3
163	время в	1	3
164	как таковая	1	3
165	то мы	1	3
166	то он	1	3
167	нет и	1	3
168	самое понятие	1	3
169	бы и	4	3
170	что это	7	3
171	в себе	1	3
172	этот процесс	1	3
173	не следует	5	3
174	и с	7	3
175	те же	3	3
176	это не	6	3
177	и тем	5	3
178	он и	2	3
179	в этих	1	3
180	никаких оснований	2	3
181	творчества и	1	3
182	и более	2	3
183	как от	1	3
184	по отношению	1	3
185	тому что	1	3
186	случае в	1	3
187	для нас	4	3
188	этом отношении	3	3
189	а что	1	3
190	оно не	2	3
191	совершается в	1	3
192	только то	1	3
193	ясно что	5	3
194	в эпоху	1	3
195	никак не	3	3
196	и что	8	3
197	можно сказать	4	3
198	их в	1	3
199	в них	4	3
200	не нуждается	1	3
201	и следовательно	2	3
202	в него	1	3
203	дело с	1	3
204	в какой	1	3
205	уже не	8	3
206	в поэзии	1	3
207	его и	1	3
208	нуждается в	2	3
209	наука о	1	3
210	в конце	4	3
211	слово как	1	3
212	у нас	12	3
213	не на	2	3
214	на фоне	3	3
215	она есть	1	3
216	в той	2	3
217	того что	3	3
218	к проблеме	1	3
219	лишь как	1	3
220	может и	1	3
221	сказать что	4	3
222	имеет место	1	3
223	смысле слова	2	2
224	ту же	6	2
225	отношения к	2	2
226	чтобы не	2	2
227	в такой	1	2
228	он может	1	2
229	это и	3	2
230	в котором	1	2
231	бы например	2	2
232	в сущности	9	2
233	совпадает с	1	2
234	говорить о	4	2
235	же что	1	2
236	так называемые	2	2
237	мы без	1	2
238	с его	1	2
239	россии и	1	2
240	в общем	1	2
241	очевидно что	2	2
242	отличие от	2	2
243	или иное	3	2
244	данный момент	3	2
245	вот как	1	2
246	в своем	2	2
247	от этого	2	2
248	то в	1	2
249	из этих	1	2
250	в этой	6	2
251	вообще не	1	2
252	что она	3	2
253	главным образом	3	2
254	перестает быть	1	2
255	всех этих	3	2
256	не значит	1	2
257	ведь не	1	2
258	не как	2	2
259	на жизнь	1	2
260	какой бы	1	2
261	одной и	1	2
262	его от	1	2
263	на этом	3	2
264	лишь с	2	2
265	именно это	1	2
266	на протяжении	1	2
267	на почве	1	2
268	этом смысле	5	2
269	кажется что	1	2
270	не понимают	1	2
271	и вне	1	2
272	такой же	1	2
273	нисколько не	3	2
274	что собственно	1	2
275	таким же	2	2
276	какие бы	1	2
277	бы к	1	2
278	в отличие	2	2
279	знаем что	3	2
280	однако в	1	2
281	что этот	1	2
282	где нет	1	2
283	даже в	1	2
284	в отношении	2	2
285	xviii века	1	2
286	виду что	1	2
287	дело не	2	2
288	дело в	1	2
289	одна из	1	2
290	и именно	1	2
291	традиция в	1	2
292	слова как	3	2
293	п в	3	2
294	тем не	6	2
295	в каком	4	2
296	на тему	1	2
297	отличается от	3	2
298	увидеть и	1	2
299	темы и	2	2
300	и это	3	2
301	с ее	1	2
302	как не	3	2
303	здесь не	3	2
304	то или	3	2
305	так в	3	2
306	был бы	2	2
307	это только	2	2
308	поэтому в	1	2
309	для этого	3	2
310	ничего не	4	2
311	на все	2	2
312	в самой	2	2
313	и содержание	1	2
314	языке как	3	2
315	переходит в	1	2
316	в языке	10	2
317	что и	3	2
318	и только	1	2
319	от этих	1	2
320	может иметь	1	2
321	но так	2	2
322	же смысле	1	2
323	должен быть	5	2
324	именно на	1	2
325	языка как	2	2
326	за счет	2	2
327	превращаются в	1	2
328	говорить об	1	2
329	сами по	1	2
330	свое выражение	1	2
331	они будут	1	2
332	от того	4	2
333	лишь к	1	2
334	и даже	2	2
335	или иной	1	2
336	в области	11	2
337	языка или	1	2
338	ведь на	1	2
339	в каких	1	2
340	фабула и	1	2
341	и др	1	2
342	превращается в	2	2
343	а на	2	2
344	самый факт	1	2
345	была бы	4	2
346	нет никаких	1	2
347	но оно	2	2
348	но уже	2	2
349	смысле этого	2	2
350	быть только	2	2
351	этого слова	5	2
352	но это	3	2
353	но для	3	2
354	сознания и	2	2
355	у них	1	2
356	конце концов	3	2
357	мы должны	2	2
358	в целях	2	2
359	одной из	1	2
360	слово в	1	2
361	бы быть	1	2
362	к этому	4	2
363	также что	2	1
364	литературы а	1	1
365	языка с	1	1
366	сам по	1	1
367	и то	5	1
368	дело обстоит	1	1
369	тех же	2	1
370	стали бы	1	1
371	что смысл	1	1
372	и до	2	1
373	ведь и	1	1
374	все те	1	1
375	объясняется и	1	1
376	его употреблении	1	1
377	есть не	1	1
378	конструкции на	1	1
379	значения как	1	1
380	бы уже	1	1
381	мы имеем	5	1
382	уже что	2	1
383	совершенно справедливо	1	1
384	в первый	3	1
385	нам в	1	1
386	аудитории на	1	1
387	в каждый	2	1
388	тема не	1	1
389	и понимать	1	1
390	оно есть	1	1
391	как эта	1	1
392	этого термина	2	1
393	как впрочем	2	1
394	одного слова	1	1
395	жизни это	1	1
396	п т	1	1
397	это время	1	1
398	то конечно	1	1
399	от всей	1	1
400	так или	2	1
401	это действительно	1	1
402	установки на	1	1
403	то слово	1	1
404	а следовательно	2	1
405	как у	2	1
406	тот или	1	1
407	а только	3	1
408	явлений и	1	1
409	только тогда	1	1
410	к слову	2	1
411	себе и	1	1
412	не просто	2	1
413	значение для	1	1
414	определяется не	1	1
415	сама по	1	1
416	ни одна	1	1
417	как сочетание	1	1
418	и вовсе	2	1
419	с этим	3	1
420	положение нуждается	1	1
421	значение его	1	1
422	что как	1	1
423	далее мы	1	1
424	противоречие в	1	1
425	в противном	1	1
426	и этическую	1	1
427	кроме того	1	1
428	этом же	1	1
429	хотя и	4	1
430	в круг	1	1
431	стиля и	1	1
432	это определение	2	1
433	то убедимся	1	1
434	основная тенденция	1	1
435	которых идет	1	1
436	в литературном	1	1
437	в нашем	7	1
438	что так	1	1
439	в последнее	1	1
440	идет речь	1	1
441	интересно следующее	1	1
442	эпохи и	1	1
443	на то	4	1
444	не могла	1	1
445	и если	2	1
446	или быть	1	1
447	противном случае	1	1
448	если для	1	1
449	он не	3	1
450	здесь однако	1	1
451	данного слова	1	1
452	роли в	1	1
453	основная тема	1	1
454	в принципе	1	1
455	к одному	1	1
456	этого вопроса	3	1
457	по существу	5	1
458	ни были	3	1
459	смысле как	1	1
460	и по	3	1
461	так например	1	1
462	или иных	1	1
463	но все	4	1
464	значительной степени	1	1
465	в одну	2	1
466	не будет	1	1
467	появление новых	1	1
468	данного периода	1	1
469	сказать в	1	1
470	знает что	3	1
471	того или	2	1
472	быть не	2	1
473	за другой	1	1
474	грамматические формы	1	1
475	чаще всего	1	1
476	еще одно	3	1
477	этой работы	1	1
478	роль что	1	1
479	и творчества	1	1
480	роли и	1	1
481	нет в	1	1
482	о которых	3	1
483	эта система	1	1
484	с этой	2	1
485	место и	1	1
486	становится и	1	1
487	значит не	1	1
488	чем в	3	1
489	только во	1	1
490	можно считать	1	1
491	должно быть	4	1
492	выражение в	3	1
493	и иное	1	1
494	в первую	1	1
495	нужно было	1	1
496	как некоторое	2	1
497	что между	2	1
498	и при	1	1
499	что такая	1	1
500	ничего принципиально	1	1
501	что о	1	1
502	маяковского действительно	1	1
503	в их	2	1
504	могло бы	1	1
505	для всякого	1	1
506	всегда остается	1	1
507	на аудиторию	1	1
508	и той	1	1
509	но он	1	1
510	основная предпосылка	1	1
511	синтаксисом и	1	1
512	на такое	1	1
513	мере в	1	1
514	тому чтобы	1	1
515	том же	1	1
516	грамматическая форма	1	1
517	же такое	1	1
518	каждого отдельного	1	1
519	еще один	1	1
520	тем самым	2	1
521	что эта	2	1
522	самого начала	1	1
523	того как	2	1
524	и вместо	1	1
525	первая часть	1	1
526	на себе	4	1
527	иметь в	2	1
528	но только	4	1
529	для всего	1	1
530	например совершенно	1	1
531	и следующий	1	1
532	явление в	1	1
533	говорить лишь	1	1
534	убедиться в	1	1
535	наша задача	1	1
536	случае действительно	1	1
537	е не	1	1
538	не учли	1	1
539	не потому	1	1
540	если ее	1	1
541	но там	1	1
542	первого и	1	1
543	по возможности	1	1
544	не встречается	1	1
545	в наши	1	1
546	свое значение	1	1
547	утверждать что	2	1
548	всего этого	1	1
549	на основе	1	1
550	совершенно ясно	1	1
551	языка и	8	1
552	последнее время	3	1
553	в огромном	1	1
554	в себя	1	1
