N	2gram	Trubetskoy_1	DiskursI
1	в себе	5	19
2	при этом	9	17
3	в этом	12	16
4	как и	9	16
5	состоит в	1	16
6	и в	23	16
7	в качестве	1	16
8	может быть	16	16
9	и не	8	15
10	а не	1	14
11	отличие от	3	12
12	то есть	2	12
13	в частности	2	12
14	тогда как	6	11
15	но в	4	11
16	в мире	6	11
17	но и	9	11
18	со стороны	1	10
19	не только	7	10
20	том что	19	10
21	так и	10	9
22	не может	17	9
23	как в	1	8
24	в том	30	8
25	но не	2	7
26	в данном	3	7
27	в нем	3	7
28	не менее	7	7
29	прежде всего	3	7
30	то же	4	6
31	еще не	5	6
32	с его	1	6
33	данном случае	3	6
34	отнюдь не	2	6
35	все же	13	6
36	в своей	1	6
37	тем самым	3	6
38	по своей	7	6
39	в своих	2	6
40	и на	6	5
41	в своем	10	5
42	в то	6	5
43	с другой	6	5
44	же время	2	5
45	что в	8	5
46	для него	2	5
47	то что	18	5
48	а с	4	5
49	я в	2	5
50	я и	1	4
51	и то	4	4
52	по отношению	9	4
53	в этой	6	4
54	роль в	1	4
55	в основе	2	4
56	потому что	9	4
57	о том	7	4
58	с одной	3	4
59	одно из	3	4
60	одной стороны	2	4
61	как бы	10	4
62	ни для	2	4
63	точки зрения	13	4
64	к его	1	4
65	к этому	5	4
66	отношению к	9	4
67	можно назвать	3	4
68	также и	2	3
69	например в	1	3
70	и ее	2	3
71	столь же	5	3
72	к жизни	1	3
73	перед нами	1	3
74	и как	1	3
75	и наконец	3	3
76	все эти	19	3
77	из этих	8	3
78	он не	3	3
79	не следует	1	3
80	и может	3	3
81	в другом	2	3
82	его в	5	3
83	это не	3	3
84	однако при	2	3
85	одного и	3	3
86	в этих	3	3
87	в котором	2	3
88	не в	8	3
89	могут быть	1	3
90	мысль о	1	3
91	приводит к	1	3
92	в его	5	3
93	только в	6	3
94	и его	1	3
95	уже не	1	3
96	из них	5	3
97	в них	2	3
98	из двух	2	3
99	или иной	1	3
100	не было	2	3
101	не знает	2	3
102	мира в	1	3
103	как будто	5	3
104	иначе говоря	4	3
105	и того	3	3
106	и все	7	3
107	жизни в	1	3
108	следует признать	1	3
109	жизни и	2	3
110	как на	4	3
111	же как	3	2
112	того же	9	2
113	и это	3	2
114	той же	1	2
115	потом и	1	2
116	говорить о	2	2
117	в ней	3	2
118	к своему	1	2
119	время в	1	2
120	общих чертах	1	2
121	не требует	1	2
122	к которой	3	2
123	отношение к	4	2
124	первый взгляд	1	2
125	что как	4	2
126	в целом	5	2
127	рассказ о	1	2
128	не более	2	2
129	вследствие этого	2	2
130	должна быть	5	2
131	в принципе	1	2
132	не к	1	2
133	что ни	1	2
134	заключает в	2	2
135	одно и	1	2
136	же касается	2	2
137	и с	5	2
138	входит в	1	2
139	на почве	3	2
140	а позднее	1	2
141	этот человек	1	2
142	должно быть	4	2
143	такой же	2	2
144	все это	11	2
145	на первый	2	2
146	этом случае	4	2
147	как все	1	2
148	с точки	8	2
149	пока еще	1	2
150	их в	2	2
151	дело в	1	2
152	никогда не	4	2
153	и другого	1	2
154	со своим	1	2
155	сводится к	2	2
156	что на	1	2
157	в области	4	2
158	для себя	2	2
159	с ее	2	2
160	но при	1	2
161	здесь не	1	2
162	в себя	2	2
163	в результате	9	2
164	между тем	12	2
165	что и	7	2
166	и всякое	1	2
167	себя с	1	2
168	к их	1	2
169	есть в	2	2
170	к своим	1	2
171	не подлежит	3	2
172	именно в	5	2
173	далеко не	5	2
174	а сам	1	2
175	вместе с	6	2
176	укладу жизни	1	2
177	что же	2	2
178	а потом	1	2
179	и для	6	2
180	а к	2	2
181	гораздо менее	2	2
182	частной жизни	1	2
183	а в	3	2
184	с ней	1	2
185	другой стороны	5	2
186	что он	7	2
187	и состоит	2	2
188	как нечто	1	1
189	и развитие	2	1
190	для этих	1	1
191	одним из	4	1
192	оказался столь	1	1
193	а между	8	1
194	самом деле	12	1
195	сил и	2	1
196	тех же	2	1
197	это и	1	1
198	на деле	1	1
199	в первом	1	1
200	эпохи то	1	1
201	но если	2	1
202	особенностями в	2	1
203	есть не	1	1
204	мы не	1	1
205	вопрос о	3	1
206	этом не	1	1
207	в каждый	6	1
208	в сущности	2	1
209	а для	2	1
210	с детства	1	1
211	на практике	1	1
212	я не	2	1
213	но даже	3	1
214	и со	1	1
215	начала в	1	1
216	двух или	3	1
217	он сам	1	1
218	в а	2	1
219	на их	1	1
220	бы то	2	1
221	во всех	10	1
222	тем как	1	1
223	традиции все	1	1
224	не то	3	1
225	друг на	1	1
226	в сторону	2	1
227	если в	1	1
228	друг от	6	1
229	друга и	1	1
230	в истории	3	1
231	однако не	1	1
232	может один	1	1
233	хотя и	4	1
234	что входит	1	1
235	в этот	1	1
236	то в	2	1
237	со своей	1	1
238	в самом	8	1
239	только то	2	1
240	себе как	1	1
241	в которой	5	1
242	этого круга	3	1
243	должен не	1	1
244	ни один	3	1
245	в нашем	3	1
246	бы не	1	1
247	поэтому и	1	1
248	так в	1	1
249	ни одна	1	1
250	себе те	1	1
251	о возможности	1	1
252	но на	2	1
253	как у	3	1
254	в культурной	2	1
255	роли в	1	1
256	задний план	1	1
257	но именно	1	1
258	и только	2	1
259	о которой	2	1
260	одному из	1	1
261	и еще	1	1
262	он должен	2	1
263	к одному	1	1
264	в силу	7	1
265	одной и	2	1
266	же остается	1	1
267	на этом	2	1
268	человек с	1	1
269	с этой	3	1
270	таким образом	31	1
271	то ни	3	1
272	без которого	1	1
273	различие между	1	1
274	круга в	2	1
275	лишь в	5	1
276	как при	2	1
277	лишь на	1	1
278	в жизни	3	1
279	так называемого	5	1
280	она и	1	1
281	этого не	1	1
282	на друга	1	1
283	несмотря на	6	1
284	как сказано	4	1
285	ряде других	1	1
286	которую он	2	1
287	в такой	4	1
288	на каждом	2	1
289	от времени	2	1
290	в которых	2	1
291	жизни с	1	1
292	как другие	1	1
293	в памяти	1	1
294	и той	1	1
295	тоже весьма	1	1
296	что особенно	1	1
297	в опыте	1	1
298	тем не	4	1
299	по крайней	1	1
300	и более	2	1
301	произведения в	1	1
302	том же	4	1
303	что этот	1	1
304	необходимо чтобы	1	1
305	случае мы	1	1
306	все три	1	1
307	она не	2	1
