N	2gram	Vygotskiy__4	VrazhdaK
1	тургенева и	1	18
2	не только	7	9
3	в этом	28	8
4	и в	33	8
5	и что	25	8
6	но и	3	7
7	и все	12	7
8	то что	44	7
9	что в	21	7
10	все же	5	6
11	но в	2	6
12	в нем	7	6
13	как и	5	6
14	в котором	2	6
15	и с	2	6
16	о нем	4	6
17	и даже	1	6
18	то же	9	5
19	об этом	4	5
20	в то	3	5
21	же время	2	5
22	между тем	1	5
23	у него	6	5
24	не было	3	5
25	и не	13	5
26	в ней	6	4
27	что он	20	4
28	в истории	1	4
29	целый ряд	5	4
30	при этом	2	4
31	это не	6	4
32	несмотря на	1	4
33	в дневнике	3	4
34	все это	13	4
35	в виду	2	4
36	с ним	5	4
37	о том	20	4
38	для нас	7	4
39	уже в	2	4
40	отцов и	1	4
41	может быть	22	4
42	как бы	25	4
43	в своих	3	4
44	так же	13	4
45	речь идет	3	3
46	я не	4	3
47	в чем	1	3
48	с его	2	3
49	в своем	7	3
50	и как	5	3
51	в этот	1	3
52	раз в	7	3
53	на то	10	3
54	его в	3	3
55	он не	11	3
56	далеко не	3	3
57	и уже	4	3
58	том что	22	3
59	но он	6	3
60	что есть	1	3
61	в русской	2	3
62	и его	5	3
63	связи с	2	3
64	и о	4	3
65	что у	4	3
66	и во	1	3
67	в его	10	3
68	в том	21	3
69	и у	1	3
70	чтобы он	2	3
71	в конце	8	3
72	тем что	3	3
73	в связи	1	3
74	эти слова	3	3
75	матери и	1	3
76	имел в	1	3
77	к этому	4	3
78	же как	3	2
79	и то	2	2
80	и он	3	2
81	он сам	1	2
82	столь же	2	2
83	но как	1	2
84	в той	3	2
85	в этой	9	2
86	в себе	6	2
87	чувств и	1	2
88	после этого	6	2
89	в нашей	2	2
90	их в	3	2
91	таким образом	13	2
92	в одну	1	2
93	в мире	3	2
94	об этой	1	2
95	в них	2	2
96	рядом с	1	2
97	а с	2	2
98	мы знаем	2	2
99	на первый	1	2
100	в эту	1	2
101	во время	6	2
102	точки зрения	6	2
103	в своей	4	2
104	и ее	2	2
105	с точки	4	2
106	место в	2	2
107	одна из	4	2
108	никогда не	5	2
109	приехал в	1	2
110	его с	1	2
111	на это	1	2
112	и это	5	2
113	так в	1	2
114	еще не	1	2
115	эту сцену	1	2
116	а также	1	2
117	при помощи	4	2
118	из них	4	2
119	его и	2	2
120	для него	1	2
121	как раз	9	2
122	с которым	1	2
123	начиная с	1	2
124	этот рассказ	2	2
125	не может	10	2
126	вместе с	8	2
127	в это	2	2
128	но это	1	2
129	же в	1	2
130	а в	4	2
131	в свою	1	2
132	это в	4	2
133	которых не	1	1
134	этого романа	1	1
135	себя как	1	1
136	от этой	1	1
137	через месяц	1	1
138	этого в	1	1
139	также и	2	1
140	человека и	1	1
141	и писатель	1	1
142	того же	1	1
143	шаг за	3	1
144	к своей	3	1
145	это и	5	1
146	этот характер	2	1
147	идет о	3	1
148	и есть	4	1
149	ему что	1	1
150	не хочет	1	1
151	едва ли	2	1
152	в их	2	1
153	полагает что	5	1
154	той же	4	1
155	он как	1	1
156	начинается с	1	1
157	равно как	1	1
158	говорить о	3	1
159	хуже чем	1	1
160	с толстым	1	1
161	будь он	1	1
162	событий и	3	1
163	всего романа	2	1
164	это время	2	1
165	меня в	1	1
166	одном из	1	1
167	совершенно прав	1	1
168	совсем не	1	1
169	но не	3	1
170	о смерти	5	1
171	заметим что	1	1
172	в сторону	3	1
173	не все	2	1
174	если в	1	1
175	каком направлении	1	1
176	не хотел	2	1
177	я только	1	1
178	что они	6	1
179	рассказ этот	1	1
180	и я	1	1
181	как говорит	2	1
182	первый взгляд	1	1
183	же с	1	1
184	независимо от	1	1
185	как в	3	1
186	с этим	5	1
187	дает нам	1	1
188	как к	1	1
189	что ее	2	1
190	же самому	1	1
191	третий раз	1	1
192	и наконец	2	1
193	нападает на	1	1
194	роль играет	1	1
195	поэтому он	1	1
196	в самом	12	1
197	что это	13	1
198	мы получаем	1	1
199	в целом	5	1
200	не был	2	1
201	романа это	1	1
202	рассказ о	1	1
203	тому же	3	1
204	но ведь	1	1
205	как он	5	1
206	он всегда	1	1
207	не могла	1	1
208	да и	3	1
209	знали что	1	1
210	имело бы	1	1
211	теперь это	1	1
212	всех этих	3	1
213	воду в	1	1
214	в плане	1	1
215	из него	1	1
216	что ни	2	1
217	никому не	2	1
218	и этот	3	1
219	называя его	1	1
220	это конечно	1	1
221	не будет	4	1
222	ввел в	2	1
223	есть все	1	1
224	в глубине	1	1
225	это было	4	1
226	заключается в	5	1
227	его слабости	1	1
228	следить за	1	1
229	было бы	12	1
230	в жизни	4	1
231	на характер	1	1
232	и романа	1	1
233	эта попытка	1	1
234	всю жизнь	2	1
235	такой же	2	1
236	этот материал	4	1
237	которую он	2	1
238	в этих	1	1
239	и их	1	1
240	можно найти	2	1
241	записи в	2	1
242	всяком случае	3	1
243	его современников	1	1
244	второй раз	1	1
245	без всяких	1	1
246	через несколько	2	1
247	не могли	1	1
248	с такими	1	1
249	что этот	3	1
250	но они	1	1
251	тем самым	3	1
252	что эта	6	1
253	не имеет	2	1
254	правда в	1	1
255	в могиле	1	1
256	только не	2	1
257	все свои	1	1
258	ничего не	2	1
259	того как	1	1
260	это то	3	1
261	это мнение	4	1
262	он хочет	1	1
263	такая же	1	1
264	потому что	24	1
265	сюжет в	1	1
266	до того	1	1
267	в каком	8	1
268	ли это	3	1
269	этот закон	2	1
270	вот в	1	1
271	только от	1	1
272	один раз	1	1
273	во все	3	1
274	глаза в	1	1
275	отличается от	1	1
276	этой сцене	2	1
277	этого и	1	1
278	вот такой	1	1
279	ничего общего	1	1
280	не забудем	1	1
281	с ее	3	1
282	свою очередь	1	1
283	это будет	1	1
284	в ее	2	1
285	другой раз	1	1
286	на той	1	1
287	но мы	2	1
288	то время	2	1
289	и сам	1	1
290	так и	3	1
291	на нее	2	1
292	ясно что	5	1
293	этого как	1	1
294	чем все	1	1
295	именно этот	1	1
296	во второй	1	1
297	том как	3	1
298	но у	1	1
299	жизнь и	4	1
300	и вообще	1	1
301	во всяком	3	1
302	толстого к	1	1
303	ему нужно	2	1
304	художественные произведения	1	1
305	до сих	3	1
306	но об	1	1
307	это была	1	1
308	к нему	1	1
309	во всех	2	1
310	рассказ не	2	1
311	во всей	3	1
312	в другой	1	1
313	вслед за	3	1
314	все в	1	1
315	романа в	1	1
316	гамлет и	1	1
317	если это	1	1
318	к которому	1	1
319	в третий	1	1
320	тех пор	2	1
321	этом смысле	1	1
322	один из	2	1
323	но с	1	1
324	что только	1	1
325	романа и	1	1
326	действие в	1	1
327	за исключением	1	1
328	мы об	1	1
329	ли он	2	1
330	в предисловии	1	1
331	во всем	2	1
332	материал взятый	1	1
333	себя в	4	1
334	самую суть	1	1
335	больше не	1	1
336	в душе	1	1
337	сходятся в	1	1
338	что для	5	1
339	забудем что	1	1
340	говорит о	4	1
341	никто не	4	1
342	мести и	3	1
343	в одном	3	1
344	для правильного	1	1
345	считать что	1	1
346	ее не	1	1
347	нарастало и	1	1
348	и никогда	1	1
349	не просто	4	1
350	это сравнение	1	1
351	в особенности	1	1
352	гораздо больше	1	1
353	нужно было	1	1
354	и речи	1	1
355	о своей	1	1
356	и из	3	1
357	с другой	2	1
358	обратились на	1	1
359	именно в	2	1
360	сцена не	1	1
361	с героями	1	1
362	прежде всего	2	1
363	что им	1	1
364	на этот	3	1
365	в монологах	2	1
366	целым рядом	4	1
367	до конца	7	1
368	и самый	1	1
369	в рассказе	8	1
370	в ту	1	1
371	с конца	2	1
372	не об	1	1
373	нет ничего	1	1
374	в частности	4	1
375	материал и	2	1
376	него в	1	1
377	с первого	1	1
378	за тем	1	1
379	знаем о	1	1
380	из которых	3	1
381	что за	1	1
382	по которой	1	1
383	того что	4	1
384	автором на	1	1
385	хотя он	1	1
386	еще раз	3	1
387	и другом	2	1
388	в условиях	1	1
389	сих пор	3	1
390	об одном	1	1
391	и близко	1	1
392	но для	1	1
393	этом романе	1	1
394	ближе к	1	1
395	лежал в	1	1
396	глубине души	1	1
397	которых он	1	1
398	и от	2	1
399	это можно	1	1
400	такое понимание	2	1
401	это как	1	1
402	человек и	1	1
403	ее и	2	1
404	бы в	1	1
405	у которого	1	1
406	конце концов	3	1
407	только что	15	1
408	уже давно	1	1
409	нам не	1	1
410	а о	1	1
411	другой стороны	2	1
412	они как	1	1
413	автора в	1	1
414	когда писатель	1	1
415	бы его	3	1
416	из этого	5	1
417	за шагом	3	1
418	жизни и	4	1
419	к этой	3	1
420	который не	2	1
421	во сне	1	1
422	как на	6	1
423	в таком	4	1
424	точно так	3	1
