N	2gram	Bakhtin_Pr_1	Myshleni
1	в том	8	42
2	том что	3	35
3	с помощью	7	31
4	в процессе	1	27
5	таким образом	10	25
6	в этом	15	24
7	точки зрения	8	24
8	и в	38	20
9	что в	7	19
10	в основе	5	17
11	то же	5	16
12	понятий в	1	16
13	не только	9	15
14	в понятиях	1	15
15	то что	8	15
16	мышления и	1	14
17	как мы	7	13
18	в их	10	12
19	при этом	5	12
20	может быть	26	12
21	с другой	7	12
22	с точки	6	11
23	в его	43	11
24	так же	1	11
25	этого слова	1	11
26	в целом	3	11
27	мы должны	2	11
28	на основе	6	10
29	в истории	2	10
30	в себе	4	10
31	того что	2	10
32	только в	13	10
33	и другие	2	9
34	могли бы	1	9
35	и как	8	9
36	понятий и	2	9
37	как и	7	9
38	между тем	7	9
39	что и	2	9
40	с одной	3	9
41	слова в	7	9
42	одной стороны	3	9
43	как это	2	9
44	другой стороны	4	9
45	но и	9	9
46	и тем	3	8
47	было бы	8	8
48	этом смысле	3	8
49	и что	2	8
50	вместе с	1	8
51	и не	42	8
52	в результате	1	8
53	самом деле	6	7
54	в своей	7	7
55	значение слова	4	7
56	и более	2	7
57	тем самым	4	7
58	могут быть	5	7
59	же самое	2	7
60	того чтобы	2	7
61	тем что	2	7
62	этом отношении	2	7
63	а не	5	7
64	что мы	1	7
65	смысле этого	1	7
66	как бы	22	7
67	этого положения	1	6
68	в самом	7	6
69	и на	3	6
70	с тем	1	6
71	к одному	1	6
72	к тому	1	6
73	можно было	4	6
74	его в	9	6
75	что он	2	6
76	и между	1	6
77	не может	27	6
78	слово в	2	6
79	сказать что	4	6
80	мы уже	1	5
81	готовом виде	1	5
82	как в	4	5
83	все же	6	5
84	целый ряд	1	5
85	и к	3	5
86	в действительности	1	5
87	все эти	5	5
88	на то	2	5
89	это не	5	5
90	это положение	1	5
91	и его	16	5
92	не является	3	5
93	никогда не	5	5
94	так и	5	5
95	если бы	3	5
96	о том	4	5
97	обе эти	1	5
98	мы можем	6	5
99	для того	2	5
100	в частности	2	5
101	слова и	3	5
102	в готовом	1	5
103	первый план	2	4
104	в своем	5	4
105	как уже	1	4
106	в нашем	4	4
107	нами в	2	4
108	и те	2	4
109	как он	1	4
110	и с	17	4
111	нашего исследования	1	4
112	на первый	2	4
113	и при	2	4
114	по сравнению	1	4
115	которые в	1	4
116	не в	7	4
117	тому что	1	4
118	на один	1	4
119	что с	1	4
120	мышление в	1	4
121	представляется нам	2	4
122	становится возможным	1	4
123	что оно	2	4
124	на том	1	4
125	и только	4	4
126	все время	1	4
127	помощью слова	1	4
128	только что	1	4
129	в сознании	1	4
130	из них	1	4
131	друг друга	1	4
132	во всей	1	4
133	в области	11	4
134	по своему	1	4
135	нами выше	2	4
136	обратимся к	1	4
137	в смысле	1	4
