N	3gram	Propp_Isto_5	Narrotol
1	в том что	2	8
2	в данном случае	2	6
3	не только в	2	6
4	по отношению к	2	5
5	в отличие от	1	5
6	с одной стороны	7	5
7	состоит в том	1	4
8	о том что	4	4
9	тем не менее	4	4
10	при встрече с	1	3
11	в соответствии с	1	3
12	то же время	1	3
13	можно сказать что	1	3
14	в то же	1	3
15	с точки зрения	1	2
16	на самом деле	1	2
17	подобно тому как	1	2
18	уже говорилось выше	1	2
19	но и в	2	2
20	точно так же	1	2
21	так же как	3	2
22	и тем самым	1	2
23	не может быть	3	2
24	на том свете	1	2
25	на том что	2	1
26	одной стороны и	1	1
27	с ним о	1	1
28	иметь в виду	1	1
29	в самом деле	1	1
30	не только тем	1	1
31	никак не может	1	1
32	свидетельствует о том	1	1
33	в зависимости от	1	1
34	на этом свете	1	1
35	которой он сам	1	1
36	и здесь мы	1	1
37	что есть на	1	1
38	до сих пор	2	1
39	на него и	3	1
40	одна из наиболее	1	1
41	не превращается в	3	1
42	то время как	1	1
43	здесь мы имеем	3	1
44	и потому не	1	1
45	не в том	1	1
46	в связи с	4	1
47	то что он	1	1
48	во всяком случае	1	1
49	что у него	1	1
50	и в других	1	1
51	этой точки зрения	1	1
52	но и тем	1	1
53	в то время	1	1
54	с этой точки	1	1
55	не говорит об	1	1
56	том что искусство	1	1
57	уже никто не	1	1
58	в том смысле	1	1
59	для того чтобы	3	1
60	на другой день	1	1
