N	2gram	Bakhtin_Pr_3	Otkroven
1	у него	1	22
2	человеческой природы	1	20
3	и в	53	19
4	у достоевского	17	19
5	но и	7	13
6	и не	15	13
7	в этом	8	12
8	из подполья	5	11
9	человека в	3	11
10	не в	2	11
11	не только	4	11
12	может быть	12	11
13	а не	11	11
14	человека и	7	10
15	в нем	10	10
16	и все	10	10
17	в самой	1	9
18	прежде всего	15	9
19	к человеку	2	9
20	не было	4	9
21	никогда не	2	9
22	потому что	5	9
23	он был	1	8
24	и он	1	8
25	ивана карамазова	4	7
26	в его	8	7
27	человек не	1	7
28	он не	3	7
29	нет ничего	2	7
30	но он	2	7
31	от него	3	7
32	великом инквизиторе	1	6
33	о великом	1	6
34	как и	11	6
35	все это	8	6
36	до самого	1	5
37	отношение к	6	5
38	в том	14	5
39	в самом	2	5
40	в этой	1	5
41	в россии	1	5
42	достоевского и	6	5
43	раскрывается в	1	5
44	в творчестве	8	5
45	о его	1	5
46	для достоевского	3	5
47	а в	2	5
48	то что	9	5
49	записок из	1	5
50	человеку и	1	5
51	он сам	4	4
52	в преступлении	2	4
53	с его	2	4
54	все в	1	4
55	достоевского не	1	4
56	все эти	9	4
57	на земле	14	4
58	что не	1	4
59	в идиоте	1	4
60	не может	2	4
61	достоевский не	1	4
62	человек и	2	4
63	о бессмертии	1	4
64	и мысли	2	4
65	и его	10	4
66	всегда есть	1	4
67	что в	2	4
68	нем нет	3	3
69	в бесах	2	3
70	достоевского в	3	3
71	о том	2	3
72	еще не	5	3
73	преступлении и	2	3
74	человека его	1	3
75	было бы	5	3
76	когда он	1	3
77	что он	4	3
78	и ее	6	3
79	в себе	5	3
80	записках из	1	3
81	в записках	1	3
82	для того	1	3
83	это было	3	3
84	что человек	1	3
85	это не	6	3
86	достоевского было	1	3
87	достоевский был	4	3
88	мысли и	1	3
89	могут быть	4	3
90	как бы	14	3
91	записки из	2	3
92	с ним	2	3
93	как художник	1	3
94	и от	3	3
95	в этих	5	3
96	хотя бы	2	3
97	в своих	2	3
98	и наказании	2	3
99	и с	6	2
100	и то	1	2
101	в ее	3	2
102	так и	6	2
103	и на	18	2
104	не все	1	2
105	что и	3	2
106	самого конца	1	2
107	что они	1	2
108	достоевский великий	1	2
109	в истории	3	2
110	ивана и	1	2
111	в своем	1	2
112	героев достоевского	2	2
113	и к	5	2
114	и потому	5	2
115	должен был	1	2
116	и этим	1	2
117	в которой	2	2
118	что достоевский	1	2
119	он в	2	2
120	творчество достоевского	2	2
121	произведений достоевского	2	2
122	так что	1	2
123	больше всех	1	2
124	уже в	2	2
125	к достоевскому	1	2
126	в душе	1	2
127	о которой	1	2
128	что для	1	2
129	ведь это	1	2
130	которую он	1	2
131	так как	7	2
132	и никогда	1	2
133	тем что	2	2
134	в других	1	2
135	даже и	2	2
136	что ведь	1	2
137	и из	3	2
138	его в	2	2
139	человека а	1	2
140	достоевского с	3	2
141	сказать что	10	2
142	в подростке	1	2
143	чем в	1	2
144	личности и	1	2
145	достоевского но	1	2
146	том что	5	2
147	ко всем	2	2
148	человека к	3	2
149	к этому	4	2
150	выше всего	1	2
151	своей жизни	1	2
152	романов достоевского	1	2
153	и для	4	2
154	ничего не	6	2
155	и ни	1	2
156	к ней	1	2
157	жизни в	3	2
158	и дмитрия	1	2
159	в глубину	1	2
160	ума и	2	2
161	легенда о	1	2
162	в своей	3	2
163	что все	1	2
164	всего в	1	2
165	к этой	1	2
166	хотя и	4	2
167	ее в	3	2
168	все еще	3	2
169	но в	5	2
170	всегда в	1	1
171	о судьбе	1	1
172	это глубоко	1	1
173	и это	3	1
174	недостаточно еще	1	1
175	и самое	1	1
176	также и	4	1
177	например в	5	1
178	с образом	1	1
179	и действительно	1	1
180	и через	3	1
181	связана с	2	1
182	не могу	3	1
183	на самом	1	1
184	но тем	1	1
185	между двумя	1	1
186	из самых	2	1
187	человеческой и	1	1
188	и до	5	1
189	рассудка и	1	1
190	и больше	1	1
191	видеть в	1	1
192	и ставрогин	1	1
193	человека он	1	1
194	можно было	1	1
195	с записок	1	1
196	есть не	1	1
197	всех героев	1	1
198	которая была	1	1
199	говорит достоевский	1	1
200	мы не	4	1
201	ту же	1	1
202	по сравнению	4	1
203	связан с	1	1
204	эпоху возрождения	5	1
205	в эпоху	10	1
206	и проклятие	1	1
207	его романов	1	1
208	бессмертии души	1	1
209	из начал	1	1
210	в сущности	10	1
211	жизни как	4	1
212	о нем	1	1
213	но к	3	1
214	и был	1	1
215	в ней	7	1
216	и что	1	1
217	его жизни	1	1
218	после того	1	1
219	все его	2	1
220	братьев карамазовых	1	1
221	это была	2	1
222	вопросу о	1	1
223	каждом из	3	1
224	в которую	1	1
225	что люди	1	1
226	возможности и	2	1
227	но не	5	1
228	сравнению с	4	1
229	к творчеству	1	1
230	нуждается в	1	1
231	с духом	2	1
232	иногда и	3	1
233	себе и	1	1
234	отметить что	2	1
235	в форме	6	1
236	уходят в	1	1
237	и достоевский	1	1
238	все время	1	1
239	героев его	1	1
240	в одной	2	1
241	как в	7	1
242	друг к	1	1
243	своей глубине	1	1
244	один из	6	1
245	с ними	1	1
246	проникнуть в	1	1
247	раскрыть в	1	1
248	достоевского уже	1	1
249	с чертом	2	1
250	произведение достоевского	1	1
251	европе и	1	1
252	по достоевскому	1	1
253	что это	2	1
254	к братьям	1	1
255	других писателей	1	1
256	со всеми	8	1
257	человека с	1	1
258	же и	1	1
259	с их	2	1
260	только один	1	1
261	уже не	1	1
262	вы так	1	1
