N	2gram	Propp_Russ_2	Istorich
1	и в	29	25
2	вместе с	6	22
3	что он	1	22
4	и т	5	20
5	т д	5	18
6	в сказке	1	18
7	может быть	13	17
8	представление о	5	17
9	т е	24	16
10	мы имеем	6	14
11	не только	10	13
12	но и	8	13
13	в его	1	12
14	так как	13	11
15	уже не	4	11
16	и не	1	11
17	в этом	11	10
18	тем что	3	10
19	все же	2	10
20	и его	1	9
21	неи в	1	9
22	его в	8	9
23	в виде	4	9
24	с другой	2	9
25	таким образом	6	9
26	еще не	6	8
27	и на	6	8
28	все эти	3	8
29	в воду	9	8
30	что в	22	8
31	на него	1	8
32	связи с	2	8
33	и что	5	8
34	с тем	6	8
35	другой стороны	1	8
36	связь с	3	8
37	этих случаях	4	8
38	том что	22	8
39	представляет собой	2	7
40	в нем	1	7
41	а затем	4	7
42	как и	11	7
43	мы видели	7	7
44	во время	12	7
45	представлений о	2	7
46	потому что	5	7
47	о том	9	7
48	и здесь	1	7
49	то что	5	7
50	только в	1	7
51	с одной	2	7
52	в качестве	3	7
53	при помощи	1	7
54	превращается в	1	7
55	одной стороны	2	7
56	этом случае	6	7
57	но это	1	7
58	тот кто	1	7
59	в мифе	1	7
60	этот обряд	6	6
61	как в	7	6
62	иной мир	1	6
63	в нее	1	6
64	это не	5	6
65	не может	5	6
66	в этих	3	6
67	не в	4	6
68	не совсем	2	6
69	что и	2	6
70	там где	2	6
71	прежде всего	2	6
72	могут быть	2	6
73	или в	7	6
74	в том	22	6
75	например в	1	5
76	и действительно	1	5
77	мы не	6	5
78	в ней	1	5
79	но не	5	5
80	с этим	2	5
81	в обрядах	1	5
82	что это	3	5
83	но все	1	5
84	здесь мы	2	5
85	входит в	1	5
86	живет в	3	5
87	не будем	3	5
88	как мы	3	5
89	в образе	2	5
90	в обряде	6	5
91	мы увидим	1	5
92	связано с	2	5
93	показывает что	8	5
94	так же	4	5
95	в него	2	5
96	для нас	6	5
97	же как	4	4
98	и это	1	4
99	то же	4	4
100	мы уже	1	4
101	мы здесь	2	4
102	в ее	3	4
103	от этого	1	4
104	в которой	2	4
105	за тридевять	1	4
106	этот обычай	4	4
107	что все	1	4
108	на этой	1	4
109	с другими	3	4
110	не всегда	3	4
111	тем не	2	4
112	не менее	2	4
113	того как	2	4
114	умершего в	1	4
115	все еще	1	4
116	в некоторых	9	4
117	в пределах	1	4
118	что у	1	4
119	с ним	1	4
120	раньше чем	1	4
121	можно проследить	1	4
122	за ним	3	4
123	а именно	3	4
124	же можно	1	4
125	это делается	1	4
126	в основном	1	4
127	все это	10	4
128	же представление	1	4
129	из себя	1	4
130	мы должны	1	4
131	также что	2	3
132	в которых	4	3
133	на дереве	1	3
134	тридевять земель	1	3
135	или же	5	3
136	представлением о	1	3
137	в царство	1	3
138	на себя	2	3
139	очень распространен	2	3
140	то это	1	3
141	что его	1	3
142	если в	1	3
143	что над	1	3
144	и как	2	3
145	его к	1	3
146	этот случай	1	3
147	в этой	3	3
148	только один	1	3
149	их в	4	3
150	на этом	3	3
151	к заключению	1	3
152	не ясно	2	3
153	материалы показывают	1	3
154	в таких	3	3
155	в то	2	3
156	в русской	1	3
157	друг друга	3	3
158	но вместе	2	3
159	с обрядом	1	3
160	этого обряда	2	3
161	ей в	1	3
162	для того	6	3
163	обряд и	2	3
164	что при	2	3
165	здесь еще	1	3
166	представляют собой	7	3
167	того чтобы	6	3
168	огонь и	1	3
169	говорится что	4	3
170	никогда не	2	3
171	и с	10	3
172	и вообще	1	3
173	после того	2	3
174	на гору	1	3
175	затем в	1	3
176	к нему	4	3
177	в форме	2	3
178	в другой	1	3
179	представления о	2	3
180	что здесь	3	3
181	показывают что	1	3
182	и др	1	3
183	в особенности	1	3
184	сюда же	2	3
185	и пр	2	3
186	и все	4	3
187	в европе	2	3
188	в данном	6	3
189	заключению что	1	3
190	ее и	2	3
191	воду и	2	3
192	в свете	3	3
193	бросают в	3	3
194	а в	9	3
195	в целях	2	3
196	е в	10	3
197	в свою	1	3
198	можно наблюдать	1	3
199	это неверно	1	2
200	ту же	1	2
201	он может	1	2
202	из воды	5	2
203	одним из	2	2
204	этого дерева	2	2
205	а как	1	2
206	вопрос о	4	2
207	человека и	1	2
208	есть царство	1	2
209	представляло собой	1	2
210	на воду	1	2
211	мы и	1	2
212	это время	2	2
213	на них	4	2
214	в различных	1	2
215	во всех	3	2
216	здесь имеем	2	2
217	землю и	1	2
218	видели что	4	2
219	только тогда	3	2
220	очевидно что	2	2
221	эта связь	2	2
222	некоторое время	1	2
223	перед нами	1	2
224	когда он	1	2
225	животных и	1	2
226	где обряд	1	2
227	уже в	1	2
