N	2gram	Bakhtin_Pr_3	Komedia
1	и в	34	26
2	в г	1	17
3	и не	29	14
4	и его	16	12
5	к тому	5	12
6	так и	6	12
7	тому же	2	11
8	может быть	19	11
9	в том	3	11
10	в этом	16	10
11	на протяжении	5	10
12	но и	12	10
13	столь же	2	9
14	том что	3	9
15	если бы	4	9
16	вместе с	4	9
17	что в	7	9
18	ясно что	1	8
19	было бы	2	8
20	и на	6	7
21	не только	10	7
22	на себя	1	7
23	что и	5	7
24	из них	5	7
25	еще не	4	6
26	в своем	2	6
27	о том	2	6
28	в нем	19	6
29	в доме	1	6
30	таким образом	5	6
31	в то	12	6
32	того чтобы	1	6
33	потому что	12	6
34	во время	2	6
35	то что	11	6
36	в которой	2	5
37	с его	6	5
38	что он	23	5
39	так что	5	5
40	независимо от	1	5
41	с этим	2	5
42	для того	1	5
43	а затем	1	5
44	ни в	4	5
45	с тем	5	5
46	и с	15	5
47	один из	2	5
48	действующих лиц	1	5
49	обращает на	2	5
50	б и	3	4
51	уже в	3	4
52	меньше всего	1	4
53	хотя и	3	4
54	в самом	8	4
55	что это	5	4
56	в целом	5	4
57	с их	1	4
58	это было	3	4
59	в них	2	4
60	как и	18	4
61	в этих	1	4
62	тому что	2	4
63	не менее	3	4
64	это слово	5	4
65	как будто	7	4
66	как мы	7	4
67	что у	6	4
68	сразу же	1	4
69	можно было	1	4
70	за то	1	4
71	еще в	3	4
72	его в	4	4
73	между тем	3	4
74	в его	22	4
75	в середине	1	4
76	только в	6	4
77	в начале	4	4
78	этот раз	1	4
79	так как	4	4
80	у него	4	4
81	на этот	1	4
82	прежде всего	15	4
83	все же	7	4
84	и для	8	4
85	и от	5	4
86	одной из	1	4
87	точки зрения	8	4
88	например в	2	3
89	тех же	1	3
90	в котором	3	3
91	то же	14	3
92	в их	1	3
93	той же	2	3
94	надо было	2	3
95	вопрос о	2	3
96	похожи на	1	3
97	того же	2	3
98	в ней	3	3
99	что его	3	3
100	во всех	2	3
101	но не	4	3
102	по отношению	5	3
103	как в	4	3
104	что касается	1	3
105	но в	16	3
106	в этой	1	3
107	как он	3	3
108	друг другу	4	3
109	но все	5	3
110	человека в	1	3
111	в каждом	3	3
112	по всему	2	3
113	же время	12	3
114	к концу	3	3
115	связи с	1	3
116	что на	1	3
117	но там	1	3
118	и сам	5	3
119	к нему	14	3
120	себя в	1	3
121	для всех	1	3
122	ответ на	1	3
123	мы знаем	2	3
124	и их	1	3
125	никто не	1	3
126	друг друга	2	3
127	мы можем	1	3
128	тем что	4	3
129	не было	2	3
130	о чем	2	3
131	из которых	1	3
132	и столь	1	3
133	отношению к	6	3
134	да и	4	3
135	с этой	2	3
136	все это	16	3
137	или в	1	3
138	отрывки из	1	3
139	а в	5	3
140	в своей	3	3
141	жизни и	3	3
142	того времени	2	3
143	не может	19	3
144	и т	8	2
145	одним из	1	2
146	в первом	1	2
147	из его	4	2
148	время как	1	2
149	говорить о	3	2
150	то это	1	2
151	в виду	3	2
152	и был	1	2
153	он был	1	2
154	под названием	1	2
155	бы то	4	2
156	в ее	3	2
157	отличие от	2	2
158	тут же	1	2
159	отнюдь не	2	2
160	идет о	1	2
161	в одной	3	2
162	что по	1	2
163	и хотя	1	2
164	за собой	3	2
165	да еще	2	2
166	бы и	4	2
167	сказать о	1	2
168	роль в	1	2
169	см т	1	2
170	и если	2	2
171	после этого	1	2
172	он не	15	2
173	была не	1	2
174	на этом	4	2
175	то ни	4	2
176	же не	2	2
177	об этом	1	2
178	это не	5	2
179	этом смысле	4	2
180	в один	1	2
181	всяком случае	5	2
182	в отличие	2	2
183	признать что	2	2
184	которые в	2	2
185	не в	9	2
186	в конце	5	2
187	однако в	2	2
188	вовсе не	11	2
189	даже в	5	2
190	одна из	1	2
191	же его	1	2
192	в одном	5	2
193	что их	1	2
194	такая же	2	2
195	не является	2	2
196	с другом	2	2
197	всего в	1	2
198	и это	4	2
199	как не	1	2
200	с самого	8	2
201	так в	2	2
202	и что	5	2
203	в мире	4	2
204	с собой	1	2
205	в построении	1	2
206	или на	1	2
207	после того	1	2
208	в пользу	1	2
209	и во	3	2
210	и все	19	2
211	нем не	1	2
212	в другой	2	2
213	наконец в	3	2
214	все время	5	2
215	с которыми	2	2
216	и дает	1	2
217	тот же	2	2
218	с ними	6	2
219	впрочем и	1	2
220	одних и	1	2
221	и ее	2	2
222	в уста	1	2
223	теперь в	1	2
224	с одной	1	2
225	и у	5	2
226	интриги в	1	2
227	т п	6	2
228	не для	2	2
229	отношение к	6	2
230	в других	1	2
231	рядом с	4	2
232	нет и	3	2
233	и к	12	2
234	до сих	1	2
235	с другой	4	2
236	и тех	1	2
237	у других	1	2
238	с которым	7	2
239	если не	3	2
240	должна была	2	2
241	по своему	3	2
242	в изображении	1	2
243	в той	2	2
244	не удалось	2	2
245	в ответ	1	2
246	как бы	27	2
247	друг с	2	2
248	сих пор	1	2
249	бы в	3	2
250	еще более	2	2
251	хотя бы	5	2
252	ни было	4	2
253	в речах	8	2
254	не говоря	1	2
255	от всех	1	2
256	к его	1	2
257	из этого	1	2
258	и жизнь	1	2
259	во всяком	5	2
260	отношения к	1	1
261	и отчасти	1	1
262	с кем	1	1
263	самом деле	13	1
264	победы над	1	1
265	что эти	1	1
266	и этот	2	1
267	по его	1	1
268	не происходит	1	1
269	обойтись без	1	1
270	которыми он	1	1
271	этот отрывок	1	1
272	изображается в	1	1
273	та же	2	1
274	в маске	1	1
275	в сущности	11	1
276	всех без	1	1
277	план в	1	1
278	они были	1	1
279	и самой	1	1
280	в каждой	1	1
281	теперь на	3	1
282	и самого	1	1
283	собой в	1	1
284	как ему	1	1
285	между собой	1	1
286	все эти	4	1
287	в чем	5	1
288	время он	1	1
289	во внешнем	1	1
290	в юности	1	1
291	его собственным	1	1
292	в общем	4	1
293	с совершенно	1	1
294	не просто	1	1
295	из опыта	1	1
296	чем же	1	1
297	ты с	1	1
298	для оценки	1	1
299	по которому	2	1
300	как к	4	1
301	в полном	1	1
302	еще больше	1	1
303	и слова	2	1
304	не являются	1	1
305	мертвых душ	1	1
306	суда и	1	1
307	кажется в	1	1
308	составляет содержание	1	1
309	но вы	1	1
310	себе как	2	1
311	разве я	1	1
312	мне не	2	1
313	тем к	1	1
314	в себе	6	1
315	не приводит	1	1
316	не могла	1	1
317	на его	4	1
318	больше всего	1	1
319	главным образом	1	1
320	пределах одного	2	1
321	отца а	1	1
322	и более	1	1
323	раскрывается с	1	1
324	а вместе	1	1
325	совпадают с	1	1
326	в другом	8	1
327	чуть не	1	1
328	бы быть	1	1
329	самим собой	6	1
330	на все	1	1
331	знает что	3	1
332	входит в	2	1
333	их своими	1	1
334	и мы	1	1
335	в двойном	1	1
336	цитатами из	1	1
337	по себе	3	1
338	в жизни	2	1
339	но уже	1	1
340	о победе	1	1
341	в тот	1	1
342	ни одной	1	1
343	в реальном	3	1
344	со своими	1	1
345	которой он	2	1
346	он и	5	1
347	мы видели	3	1
348	элемента в	1	1
349	как таковой	1	1
350	не мог	5	1
351	его образ	1	1
352	в ходу	1	1
353	в эту	1	1
354	которую он	1	1
355	и при	1	1
356	мысль и	2	1
357	таким же	1	1
358	и без	2	1
359	же это	1	1
360	не столько	1	1
361	еще с	1	1
362	оно занимает	1	1
363	они уже	1	1
364	точнее не	1	1
365	должны были	1	1
366	стало быть	1	1
367	из области	1	1
368	сам же	1	1
369	в диалоге	5	1
370	только для	1	1
371	другом и	1	1
372	тем не	2	1
373	их в	3	1
374	том же	1	1
375	в устах	1	1
376	для нее	1	1
377	любовь к	1	1
378	заставляет его	1	1
379	освободиться от	1	1
380	любви и	1	1
381	с точки	4	1
382	случае в	1	1
383	эта мысль	1	1
384	для каждого	1	1
385	правда в	1	1
386	на два	1	1
387	у кого	1	1
388	своего героя	2	1
389	мы вспоминаем	1	1
390	в основе	1	1
391	от жизни	1	1
392	отношениях к	1	1
393	из их	1	1
394	тайну и	1	1
395	никогда не	8	1
396	в отношениях	1	1
397	ничего не	4	1
398	благодаря тому	1	1
399	в разных	1	1
400	только внешне	1	1
401	и теперь	1	1
402	со своим	1	1
403	сводится к	3	1
404	здесь же	1	1
405	тогда в	2	1
406	вот в	1	1
407	к себе	17	1
408	нет ни	2	1
409	от каждого	1	1
410	да рядом	1	1
411	отличается от	2	1
412	его с	4	1
413	как для	2	1
414	бы он	4	1
415	той или	2	1
416	для его	2	1
417	они и	1	1
418	все еще	1	1
419	отказаться от	2	1
420	должен быть	1	1
421	для себя	6	1
422	приходит к	1	1
423	ближе по	1	1
424	ни одно	1	1
425	на основе	1	1
426	в душу	1	1
427	мысль о	1	1
428	или еще	1	1
429	в себя	1	1
430	в пределах	6	1
431	приводит к	1	1
432	на свой	1	1
433	обращаясь к	2	1
434	чтобы дать	1	1
435	времени и	1	1
436	было в	2	1
437	каждого из	1	1
438	в последующих	1	1
439	мог бы	2	1
440	речь как	1	1
441	к самой	1	1
442	по сравнению	1	1
443	но у	1	1
444	жизнь и	2	1
445	является в	1	1
446	но иногда	1	1
447	с ним	8	1
448	с человеком	2	1
449	можно найти	1	1
450	бы наконец	1	1
451	борется с	1	1
452	зрения на	1	1
453	внимание на	1	1
454	можно более	1	1
455	никак не	1	1
456	можем сказать	1	1
457	все его	2	1
458	уже знают	1	1
459	никакой тайны	1	1
460	этих двух	1	1
461	служит для	1	1
462	материал для	1	1
463	и взять	1	1
464	в бой	1	1
465	нуждается в	3	1
466	во всей	1	1
467	что же	8	1
468	быть даже	3	1
469	с матерью	1	1
470	и ни	1	1
471	даже для	1	1
472	сцену в	1	1
473	не зная	1	1
474	к которому	2	1
475	как например	1	1
476	по своей	1	1
477	что даже	2	1
478	с каждым	1	1
479	почти для	1	1
480	не идет	1	1
481	человек из	7	1
482	правда и	1	1
483	то он	1	1
484	свою роль	1	1
485	приходит в	1	1
486	по мнению	1	1
487	приходят в	1	1
488	уж не	2	1
489	человека с	3	1
490	конечно не	2	1
491	в большинстве	2	1
492	только на	4	1
493	отношений к	1	1
494	ни одного	5	1
495	не все	1	1
496	не принимает	4	1
497	большинстве случаев	3	1
498	другому он	1	1
499	не так	1	1
500	для него	13	1
501	уже знает	1	1
502	много раз	2	1
503	его речь	1	1
504	слово как	1	1
505	среди которых	1	1
506	человека из	13	1
507	не о	4	1
508	как его	2	1
509	идет в	1	1
510	речь и	1	1
511	на меня	4	1
512	как раз	4	1
513	к той	1	1
514	ее на	1	1
515	он почти	1	1
516	протяжении всего	4	1
517	в очень	1	1
518	к самому	3	1
519	были бы	2	1
520	никого не	1	1
521	другого и	1	1
522	и даже	7	1
523	на второй	1	1
524	или иной	2	1
525	да так	1	1
526	человеком а	1	1
527	первоначально это	1	1
528	и создает	2	1
529	а с	3	1
530	что не	7	1
531	говорит о	2	1
532	как можно	3	1
533	очень трудно	1	1
534	действующими лицами	1	1
535	к человеку	1	1
536	она приходит	1	1
537	этого не	3	1
538	до конца	3	1
539	выше и	1	1
540	а не	9	1
541	другой стороны	3	1
542	произвел на	1	1
543	сам себе	1	1
544	среди них	1	1
545	одну из	1	1
546	перспективы для	1	1
547	ни о	1	1
548	там где	7	1
549	самого начала	8	1
550	жизнь в	1	1
551	среди других	2	1
552	несмотря на	1	1
553	всего этого	2	1
554	свою очередь	1	1
555	в творчестве	3	1
556	форме эта	1	1
557	него в	1	1
558	сделать его	2	1
559	него на	2	1
560	отрывок из	2	1
561	со словом	3	1
562	приводит в	1	1
563	не одно	1	1
564	к своему	5	1
565	без труда	2	1
566	в столь	1	1
567	ли ты	1	1
568	отца не	2	1
569	что весь	1	1
570	себя то	2	1
571	и там	1	1
572	образом на	1	1
573	быть не	1	1
574	еще раз	1	1
575	но даже	1	1
576	человека который	1	1
577	сплошь да	1	1
578	из сочинений	1	1
579	в одних	1	1
580	а то	1	1
581	у вас	2	1
582	является как	1	1
583	характерные для	1	1
584	здесь есть	1	1
585	за ним	2	1
586	о мире	8	1
587	как участник	1	1
588	это уже	2	1
589	сюжета и	1	1
590	случаях когда	1	1
591	ли в	1	1
592	его творчества	1	1
593	себя на	1	1
594	это как	3	1
595	когда он	2	1
596	не с	2	1
597	с известной	1	1
598	за три	1	1
599	что-нибудь вроде	1	1
600	не должен	1	1
601	и как	3	1
602	будто бы	2	1
603	которые его	1	1
604	вот этот	2	1
605	хотя в	1	1
606	все более	1	1
607	на фоне	1	1
608	нет ничего	1	1
609	между ними	1	1
610	героя и	9	1
611	из тех	1	1
612	не знает	6	1
613	сказать что	2	1
614	будь то	1	1
615	реальных и	1	1
616	в свою	1	1
617	того на	1	1
618	о себе	18	1
619	всех других	1	1
620	в последнем	2	1
621	прямо противоположных	1	1
622	ко всему	1	1
623	т е	12	1
624	бы его	4	1
625	же все	1	1
626	его творчестве	1	1
627	а может	2	1
628	того или	2	1
629	дает основание	1	1
630	так же	8	1
631	как на	2	1
