N	3gram	Bakhtin_Pr_3	Analitik
1	в том что	1	7
2	по отношению к	5	7
3	так и не	1	5
4	с другой стороны	3	5
5	о том что	2	5
6	по крайней мере	3	4
7	в свою очередь	1	4
8	как и в	1	4
9	и того же	1	3
10	всех без исключения	1	3
11	в данном случае	1	3
12	то же время	12	3
13	не только не	1	3
14	той или иной	2	3
15	в то же	12	3
16	одного и того	1	3
17	к тому же	2	3
18	в этом отношении	1	3
19	как нам кажется	1	2
20	подобно тому как	2	2
21	с точки зрения	4	2
22	в отличие от	2	2
23	в значительной степени	1	2
24	не в самом	1	2
25	сама по себе	2	2
26	тем не менее	2	2
27	во всяком случае	5	2
28	в слове о	2	2
29	и прежде всего	4	2
30	можно сказать что	1	2
31	если бы он	1	1
32	должны были бы	1	1
33	даже в пределах	2	1
34	а между тем	3	1
35	хотя и не	1	1
36	с ними в	1	1
37	в той или	2	1
38	не могла не	1	1
39	оно стремится к	2	1
40	к себе самому	14	1
41	к миру но	1	1
42	никогда не является	1	1
43	как бы не	1	1
44	на самом деле	10	1
45	вмещает в себя	1	1
46	в самом деле	3	1
47	и в особенности	1	1
48	в этом смысле	4	1
49	в этом случае	2	1
50	обратим внимание на	1	1
51	как если бы	1	1
52	до сих пор	1	1
53	хотя бы и	2	1
54	что он не	1	1
55	о себе самом	5	1
56	может и не	1	1
57	с самим собою	7	1
58	со всех сторон	1	1
59	прежде всего с	1	1
60	возвращает нас к	1	1
61	так и в	2	1
62	не столько в	1	1
63	и как бы	1	1
64	всяком случае не	1	1
65	для него самого	1	1
66	но как бы	1	1
67	как бы в	1	1
68	лицом к лицу	1	1
69	для того чтобы	1	1
70	уст в уста	1	1
71	в глубине души	1	1
72	один и тот	1	1
73	по ту сторону	2	1
74	в слове рассказчика	1	1
75	не может быть	6	1
76	в его внутреннюю	2	1
77	на жизнь и	1	1
78	но вы как	1	1
79	как бы ни	1	1
80	вопрос о том	1	1
81	и в слове	2	1
82	именно потому что	2	1
83	самим собою в	1	1
84	из уст в	1	1
85	в большинстве случаев	2	1
86	в его глазах	1	1
87	в сущности не	2	1
88	то что они	1	1
89	но и внутренне	1	1
90	все это было	3	1
91	он не видит	1	1
92	что и в	1	1
93	и тот же	1	1
