N	3gram	Tiupa_Narr_1	Myshleni
1	с точки зрения	2	21
2	в том что	8	13
3	так же как	2	7
4	по отношению к	6	5
5	то же самое	1	5
6	в данном случае	4	5
7	с одной стороны	7	5
8	этой точки зрения	2	4
9	в самом деле	1	4
10	с этой точки	1	4
11	не может быть	5	4
12	о том что	6	4
13	и тем самым	3	4
14	на всем протяжении	1	4
15	по своей природе	1	4
16	только потому что	1	3
17	состоит в том	3	3
18	в меру того	1	3
19	что у нее	1	3
20	до сих пор	1	3
21	в этом отношении	3	3
22	связаны между собой	1	3
23	и то что	1	3
24	в первом случае	2	3
25	тем не менее	3	3
26	содержит в себе	1	3
27	можно сказать что	4	3
28	как и в	1	3
29	как мы видели	1	3
30	том что в	1	2
31	и столь же	1	2
32	прежде всего в	1	2
33	на самом деле	1	2
34	том что он	1	2
35	в известном смысле	2	2
36	в отличие от	5	2
37	в той мере	1	2
38	точно так же	2	2
39	что в этом	1	2
40	же как и	1	2
41	и является в	1	2
42	мере в какой	1	2
43	в свою очередь	3	2
44	в конечном счете	2	2
45	друг от друга	1	2
46	этого понятия но	1	2
47	той мере в	1	2
48	друг с другом	1	2
49	дело здесь не	1	1
50	всего в том	1	1
51	что иное как	2	1
52	в этой фразе	1	1
53	точки зрения как	1	1
54	по сути дела	2	1
55	очевидно что в	1	1
56	как это случилось	1	1
57	не только о	2	1
58	подобно тому как	2	1
59	речи хотя и	1	1
60	есть прежде всего	1	1
61	в том числе	6	1
62	в соответствии с	1	1
63	в этом смысле	1	1
64	в том же	1	1
65	мы не имеем	1	1
66	сам по себе	1	1
67	есть не что	1	1
68	по отношению ко	1	1
69	как мы увидим	1	1
70	в первую очередь	1	1
71	по аналогии с	1	1
72	что по своему	1	1
73	том числе и	4	1
74	можно было бы	2	1
75	точки зрения не	1	1
76	здесь не в	2	1
77	как мы уже	1	1
78	качестве одного из	1	1
79	в какой-либо определенной	1	1
80	какой-либо определенной области	1	1
81	то что было	1	1
82	здесь как и	1	1
83	проблем в какой-либо	1	1
84	не только в	2	1
85	в качестве одного	1	1
86	поведении и мышлении	1	1
87	с другой стороны	4	1
88	само по себе	1	1
89	она все же	1	1
90	как и для	1	1
91	что несмотря на	1	1
92	конкретных проблем в	1	1
93	как бы не	1	1
94	свою силу и	1	1
95	может и не	1	1
96	так и в	1	1
97	же самое происходит	1	1
98	включает в себя	1	1
99	но и там	1	1
100	той или иной	4	1
101	с другом и	1	1
102	определенной области явлений	1	1
103	из этих двух	1	1
104	в силу своей	1	1
105	не что иное	2	1
106	в поведении и	1	1
107	и во второй	1	1
108	но все же	4	1
109	в то же	3	1
110	мы имеем дело	2	1
111	отличие от элементов	1	1
112	но не может	1	1
113	от друга в	1	1
114	он еще не	1	1
