N	3gram	Propp_Isto_5	KulturaY
1	для того чтобы	3	15
2	в том что	2	15
3	и т д	18	14
4	с точки зрения	1	9
5	в том чтобы	2	8
6	по отношению к	2	8
7	то обстоятельство что	1	8
8	в самом деле	1	7
9	с другой стороны	8	6
10	о том что	4	5
11	в зависимости от	1	5
12	во всяком случае	1	5
13	до сих пор	2	4
14	не в том	1	4
15	хотя бы в	1	4
16	тем не менее	4	4
17	состоит в том	1	3
18	мере того как	1	3
19	в соответствии с	1	3
20	по мере того	1	3
21	о том как	2	3
22	только в том	1	3
23	вместе с тем	6	3
24	в связи с	4	3
25	в свою очередь	1	3
26	не может быть	3	3
27	его к себе	1	2
28	на самом деле	1	2
29	на то что	2	2
30	и потому что	1	2
31	т д и	1	2
32	в этом случае	7	2
33	т е в	3	2
34	то же время	1	2
35	д и т	1	2
36	этой точки зрения	1	2
37	но все же	4	2
38	то же в	2	2
39	в то же	1	2
40	мы увидим что	1	2
41	сводится к следующему	1	1
42	на том что	2	1
43	потому что он	2	1
44	т д по	1	1
45	иметь в виду	1	1
46	он не сделал	1	1
47	это было бы	1	1
48	т д убеждают	1	1
49	на той же	1	1
50	только на те	1	1
51	это уже не	2	1
52	никак не может	1	1
53	свидетельствует о том	1	1
54	случаев в которых	1	1
55	с одной стороны	7	1
56	с представлением о	2	1
57	в таких случаях	2	1
58	только для того	1	1
59	в отличие от	1	1
60	несколько случаев в	1	1
61	по своему содержанию	1	1
62	в себе и	1	1
63	состоит не в	1	1
64	целое в свою	1	1
65	большую роль в	1	1
66	что все это	1	1
67	с этой точки	1	1
68	пример уже не	1	1
69	в это время	2	1
70	одна из наиболее	1	1
71	постановка вопроса о	1	1
72	если не считать	2	1
73	в особенности в	2	1
74	стоит в связи	1	1
75	все же и	1	1
76	не только в	2	1
77	т д все	1	1
78	ту же роль	1	1
79	всех этих случаях	1	1
80	и вместе с	2	1
81	во всех этих	1	1
82	дело не в	1	1
83	в том смысле	1	1
84	она все же	1	1
85	еще и потому	1	1
86	само по себе	1	1
87	так же как	3	1
88	и в таком	1	1
89	вот пример уже	1	1
90	они не имеют	1	1
91	на наших глазах	1	1
92	гораздо больше но	1	1
93	с тем что	1	1
94	и тем самым	1	1
95	что представление о	2	1
96	лет тому назад	1	1
97	в этих случаях	6	1
98	после того как	3	1
99	и не потому	1	1
100	таким образом в	1	1
101	но дело не	1	1
102	прежде всего есть	1	1
103	точно так же	1	1
104	что и в	2	1
105	только тогда когда	1	1
106	внимание только на	1	1
107	ныне настала очередь	1	1
