N	2gram	Bakhtin_Pr_2	StatiiOP
1	и в	45	29
2	том что	7	27
3	в том	8	27
4	в этом	20	21
5	не только	16	19
6	но и	15	19
7	что в	6	19
8	о том	3	17
9	в его	22	13
10	что он	7	13
11	в которой	2	11
12	то что	5	11
13	все это	5	11
14	таким образом	11	10
15	к тому	1	10
16	в своем	5	9
17	он не	9	9
18	потому что	8	9
19	так и	3	9
20	этом отношении	2	9
21	и не	42	9
22	как на	2	9
23	но в	6	8
24	как раз	6	8
25	и пр	2	8
26	письме к	1	8
27	по поводу	1	8
28	я не	6	7
29	в ней	7	7
30	в самом	13	7
31	так например	1	7
32	но все	4	7
33	в своей	6	7
34	в котором	7	7
35	тому что	1	7
36	того как	3	7
37	для того	1	7
38	в виду	2	7
39	вместе с	1	7
40	одним из	3	6
41	и на	7	6
42	все же	4	6
43	вовсе не	7	6
44	того чтобы	1	6
45	и его	8	6
46	об этом	3	6
47	и что	2	6
48	в одном	6	6
49	до сих	2	6
50	было бы	4	5
51	точки зрения	19	5
52	в русской	2	5
53	была бы	3	5
54	того что	3	5
55	в письме	1	5
56	прежде всего	11	5
57	а не	10	5
58	о чем	1	5
59	в той	3	5
60	как бы	15	5
61	сих пор	2	5
62	кроме того	1	4
63	хотя и	2	4
64	и к	2	4
65	в нем	20	4
66	что у	4	4
67	в другом	1	4
68	и с	7	4
69	не в	8	4
70	еще до	1	4
71	дело в	1	4
72	ничего не	3	4
73	у шекспира	1	4
74	и о	2	4
75	но с	3	4
76	связи с	1	4
77	для него	9	4
78	до того	1	4
79	с другой	1	4
80	именно в	3	4
81	в частности	1	4
82	своего времени	1	4
83	еще более	1	4
84	а как	4	4
85	в романе	3	4
86	к этому	4	4
87	вряд ли	1	3
88	например в	2	3
89	же как	4	3
90	самом деле	4	3
91	на самом	1	3
92	идет о	2	3
93	в году	1	3
94	в их	4	3
95	его не	1	3
96	хотя бы	5	3
97	подчеркнуть что	3	3
98	и он	3	3
99	не был	2	3
100	но не	6	3
101	как в	4	3
102	с этим	1	3
103	в полном	1	3
104	не было	2	3
105	тому же	1	3
106	вообще не	1	3
107	в начале	2	3
108	из них	9	3
109	ни в	2	3
110	в этих	4	3
111	одном из	1	3
112	но он	1	3
113	по себе	8	3
114	не менее	2	3
115	что эта	2	3
116	самого начала	1	3
117	одной из	2	3
118	никогда не	17	3
119	нельзя не	1	3
120	и по	2	3
121	тем что	2	3
122	у нас	2	3
123	у меня	3	3
124	действующие лица	1	3
125	с самого	1	3
126	в образе	3	3
127	на нее	1	3
128	в келье	1	3
129	и здесь	2	3
130	в пользу	1	3
131	как у	2	3
132	наконец в	1	3
133	но это	2	3
134	мне кажется	1	3
135	так что	2	3
136	с нею	1	3
137	ни одного	3	3
138	кажется что	2	3
139	связан с	2	3
140	что на	1	3
141	и даже	3	3
142	в предисловии	1	3
143	а с	3	3
144	до конца	7	3
145	так же	5	3
146	xix века	1	3
147	другой стороны	1	3
148	не является	3	3
149	отношении к	1	3
150	во всяком	1	3
151	в рукописи	1	2
152	того же	1	2
153	смысл этого	1	2
154	из его	1	2
155	то же	5	2
156	на первом	1	2
157	с его	8	2
158	за него	1	2
159	присутствует в	1	2
160	отличие от	1	2
161	нет и	3	2
162	что они	3	2
163	на то	2	2
164	там где	6	2
165	в истории	2	2
166	мере в	1	2
167	в одной	5	2
168	и положений	2	2
169	и как	2	2
170	более или	1	2
171	в чисто	2	2
172	все эти	4	2
173	выражение в	3	2
174	в этой	1	2
175	в себе	5	2
176	как он	4	2
177	на его	5	2
178	в статье	1	2
179	при этом	2	2
180	если бы	2	2
181	тем не	1	2
182	видел в	2	2
183	полемики с	1	2
184	и более	2	2
185	о мире	5	2
186	конечно в	2	2
187	не дает	1	2
188	его в	3	2
189	это было	2	2
190	на почве	4	2
191	истории и	1	2
192	которая была	1	2
193	как и	14	2
194	несмотря на	1	2
195	нигде не	6	2
196	или менее	1	2
197	которую он	3	2
198	полном смысле	1	2
199	в отношении	1	2
200	с точки	9	2
201	фактом что	1	2
202	в отличие	1	2
203	что я	1	2
204	от его	2	2
205	не раз	2	2
206	что было	1	2
207	не могли	1	2
208	в устах	1	2
209	даже в	6	2
210	совершенно так	2	2
211	нет никакого	1	2
212	что с	1	2
213	в то	5	2
214	не имеет	3	2
215	в процессе	2	2
216	и всегда	2	2
217	писем к	1	2
218	и теперь	1	2
219	не может	24	2
220	не по	3	2
221	только с	1	2
222	в области	2	2
223	в каком	1	2
224	не потому	2	2
225	или лучше	1	2
226	чтобы сделать	1	2
227	на это	1	2
228	где он	1	2
229	в ее	3	2
230	полное право	2	2
231	лучше сказать	1	2
232	и сам	3	2
233	свое мнение	1	2
234	еще в	1	2
235	говорят что	1	2
236	другом месте	1	2
237	говорит об	1	2
238	никак не	1	2
239	этой мысли	1	2
240	борьба с	1	2
241	что и	5	2
242	отметить что	2	2
243	художественного изображения	3	2
244	до ее	1	2
245	этот вопрос	4	2
246	в какой	1	2
247	только в	9	2
248	это очень	2	2
249	бы ни	1	2
250	ни с	2	2
251	сами по	1	2
252	в конце	4	2
253	так как	5	2
254	может быть	18	2
255	в них	4	2
256	в роман	1	2
257	в особенности	2	2
258	со стороны	4	2
259	и речи	1	2
260	из таких	1	2
261	и др	4	2
262	воспоминания о	1	2
263	в некоторых	2	2
264	на этот	1	2
265	не на	4	2
266	его как	1	2
267	или с	1	2
268	если не	2	2
269	связь с	2	2
270	и потому	6	2
271	как это	2	2
272	отрывок из	1	2
273	предисловии к	1	2
274	в данном	1	2
275	этих словах	1	2
276	из этой	1	2
277	по существу	1	2
278	это были	1	2
279	том смысле	1	2
280	ее в	2	2
281	той мере	1	2
282	в результате	3	2
283	конечно и	2	2
284	только что	2	2
285	очень хорошо	1	2
286	сказать что	5	2
287	совершенно не	1	2
288	и другие	4	2
289	они не	2	2
290	ту же	1	1
291	от вас	1	1
292	это и	1	1
293	жив он	1	1
294	и принципиально	1	1
295	в первом	1	1
296	характерное для	1	1
297	отношения между	1	1
298	своего романа	2	1
299	и до	4	1
300	в конкретном	1	1
301	не имеют	1	1
302	эпохи то	1	1
303	для понимания	2	1
304	высшей степени	1	1
305	в зависимости	3	1
306	значение но	1	1
307	той же	1	1
308	их и	3	1
309	на тех	1	1
310	на материале	3	1
311	мы не	1	1
312	точкой зрения	2	1
313	иметь никакого	1	1
314	есть нечто	1	1
315	в сущности	7	1
316	совпадает с	1	1
317	говорить о	1	1
318	образом уже	2	1
319	эстетики и	1	1
320	только самый	1	1
321	из того	1	1
322	не совсем	2	1
323	как не	5	1
324	в каждой	1	1
325	на последнем	1	1
326	литературы и	1	1
327	еще не	9	1
328	зрения но	1	1
329	на них	2	1
330	он сам	6	1
331	оценок и	1	1
332	в чем	2	1
333	суда над	1	1
334	друг к	3	1
335	истинный смысл	2	1
336	и принципиальной	1	1
337	но как	2	1
338	в голове	2	1
339	что дал	1	1
340	в сторону	2	1
341	перед глазами	1	1
342	ответ на	1	1
