N	3gram	Bakhtin_Fr_8	Narrotol
1	в том что	6	8
2	в данном случае	2	6
3	по отношению к	1	5
4	в отличие от	1	5
5	с одной стороны	2	5
6	войны и мира	1	4
7	состоит в том	1	4
8	о том что	2	4
9	к тому же	1	4
10	в этом отношении	1	3
11	но при этом	1	3
12	в известном смысле	1	3
13	той или иной	1	3
14	то же время	10	3
15	можно сказать что	2	3
16	в то же	10	3
17	с точки зрения	2	2
18	мы узнаем что	1	2
19	на самом деле	1	2
20	подобно тому как	1	2
21	но и в	1	2
22	играют существенную роль	1	2
23	не только не	2	2
24	существенную роль в	2	2
25	не может быть	2	2
26	как бы в	1	2
27	таким образом что	1	1
28	одной стороны и	1	1
29	в той или	1	1
30	узнаем что в	1	1
31	в которой он	1	1
32	в чем же	1	1
33	более или менее	2	1
34	в самом деле	1	1
35	и т.п то	1	1
36	в этом смысле	1	1
37	в этом процессе	2	1
38	то же самое	1	1
39	начала и конца	1	1
40	в частности в	1	1
41	по сравнению с	1	1
42	хотя оно и	1	1
43	и в то	5	1
44	и к миру	1	1
45	что все эти	1	1
46	и т.п но	1	1
47	вместо того чтобы	1	1
48	можно было бы	1	1
49	а с другой	1	1
50	во всей его	1	1
51	в частности из	1	1
52	до сих пор	8	1
53	как правило не	1	1
54	что это за	1	1
55	границы как бы	1	1
56	он вовсе не	1	1
57	по своему характеру	2	1
58	тома мертвых душ	1	1
59	а также и	1	1
60	не в том	1	1
61	в том или	1	1
62	в связи с	3	1
63	то есть все	1	1
64	в тарасе бульбе	4	1
65	на эту тему	1	1
66	и в других	1	1
67	о любви в	1	1
68	право говорить и	1	1
69	в то время	2	1
70	так и в	1	1
71	низа и верха	1	1
72	никогда не бывает	1	1
73	в реальной действительности	1	1
74	в этой системе	1	1
75	в большинстве случаев	6	1
76	оно и не	1	1
77	в процессе перехода	1	1
78	для того чтобы	2	1
79	том или ином	1	1
80	что никогда не	1	1
