N	3gram	Vinokur_St_1	Psycholo
1	в самом деле	5	18
2	на то что	4	12
3	в том что	17	11
4	и в самом	3	10
5	с точки зрения	8	9
6	для того чтобы	10	8
7	заключается в том	3	6
8	до сих пор	7	5
9	и т п	9	5
10	с одной стороны	2	5
11	с другой стороны	6	5
12	и т д	21	4
13	и в этом	3	3
14	и то что	2	3
15	о том что	11	3
16	речь идет о	2	3
17	о том как	1	2
18	должны были бы	1	2
19	по его словам	1	2
20	если бы она	1	2
21	в своем роде	1	2
22	в прямом смысле	1	2
23	а вовсе не	1	2
24	на самом деле	6	2
25	в таком виде	1	2
26	должен был бы	1	2
27	только в том	3	2
28	только то что	1	2
29	то что в	2	2
30	в наше время	1	2
31	что в этой	2	2
32	то время как	1	2
33	в данном случае	6	2
34	смысле этого слова	1	2
35	не в том	2	2
36	во всяком случае	6	2
37	то что он	1	2
38	я не могу	1	2
39	ни в малой	1	2
40	в лучшем случае	1	2
41	вовсе не в	2	2
42	в то время	2	2
43	к тому что	1	2
44	в том смысле	2	2
45	было бы совершенно	1	2
46	р и в	1	2
47	то все же	1	1
48	но все же	3	1
49	потому что он	1	1
50	т д вот	1	1
51	указание на то	1	1
52	в том и	1	1
53	внимание на то	1	1
54	того или иного	4	1
55	каждого из них	2	1
56	не так уж	1	1
57	как раз ту	1	1
58	в зависимости от	1	1
59	что он не	1	1
60	в том случае	1	1
61	в этом отношении	7	1
62	обратить внимание на	1	1
63	можно было бы	8	1
64	это вовсе не	1	1
65	может быть и	2	1
66	том смысле как	1	1
67	ни на одну	1	1
68	но и это	1	1
69	в применении к	3	1
70	той же мере	1	1
71	здесь нет и	1	1
72	и что в	1	1
73	и в своих	1	1
74	тот факт что	1	1
75	что оба эти	1	1
76	том что как	1	1
77	в той же	2	1
78	та и другая	1	1
79	же мере в	1	1
80	если бы оно	1	1
81	а с другой	1	1
82	что в таком	1	1
83	дело не в	2	1
84	и не могла	1	1
85	в целом ряде	1	1
86	мере в какой	2	1
87	а на самом	1	1
88	а между тем	1	1
89	а в том	1	1
90	сих пор не	1	1
91	так например в	4	1
92	всему тому что	1	1
93	в котором она	1	1
94	том смысле что	1	1
95	в том чтобы	1	1
96	если бы мы	2	1
97	хотя бы в	1	1
98	или вернее сказать	1	1
99	но тот же	1	1
100	вы увидите что	1	1
101	по этому поводу	2	1
102	принципиальной разницы между	1	1
103	так что в	1	1
104	потому что она	1	1
105	показывает что он	1	1
106	вовсе не является	1	1
107	не может быть	5	1
108	на одну минуту	1	1
109	целом ряде случаев	1	1
110	заключается вовсе не	1	1
111	который присутствует в	1	1
112	как раз в	2	1
