N	2gram	Losev_Vlad_1	Literetu
1	не только	24	24
2	при этом	2	19
3	в качестве	6	17
4	но и	19	17
5	в том	11	16
6	а не	1	16
7	в частности	2	15
8	том что	14	14
9	в году	30	13
10	тогда как	1	13
11	может быть	6	13
12	и не	17	12
13	в этом	14	12
14	в своем	4	11
15	прежде всего	1	11
16	такого рода	4	10
17	то что	18	10
18	или иначе	1	9
19	в целом	3	8
20	так или	1	8
21	не в	5	8
22	и в	31	8
23	только в	9	8
24	как это	7	8
25	я не	4	7
26	в себе	4	7
27	не менее	2	7
28	в его	12	7
29	уже не	3	7
30	и я	2	6
31	то есть	3	6
32	как и	4	6
33	точки зрения	2	6
34	и сам	6	6
35	того что	2	6
36	связи с	1	6
37	в жизни	3	6
38	себя в	4	6
39	одним из	2	5
40	то же	6	5
41	как в	3	5
42	не столько	2	5
43	в то	8	5
44	для себя	2	5
45	искусства и	1	5
46	а также	5	5
47	же время	4	5
48	же в	1	5
49	что он	12	5
50	уже в	7	5
51	не может	6	5
52	в данном	1	5
53	с этой	1	5
54	я в	1	5
55	с его	11	5
56	тем самым	2	5
57	в своей	4	4
58	еще не	2	4
59	столь же	1	4
60	но не	3	4
61	в этой	4	4
62	все же	3	4
63	представляет собой	1	4
64	не как	1	4
65	в силу	1	4
66	лишь в	2	4
67	духовной жизни	1	4
68	и его	7	4
69	никогда не	9	4
70	так и	6	4
71	еще в	4	4
72	в формах	1	4
73	и тем	1	4
74	из них	2	4
75	в конце	9	4
76	друг друга	1	4
77	как раз	7	4
78	в стихотворении	1	4
79	в связи	3	4
80	со стороны	2	4
81	это не	1	4
82	в своих	5	4
83	тех же	2	3
84	и есть	1	3
85	также и	10	3
86	самого себя	1	3
87	что его	4	3
88	по отношению	1	3
89	в самом	2	3
90	таким образом	3	3
91	той же	2	3
92	далеко не	1	3
93	он и	6	3
94	несмотря на	4	3
95	не мог	3	3
96	в их	1	3
97	но в	12	3
98	том же	1	3
99	что ему	1	3
100	дело в	4	3
101	одна из	1	3
102	в области	1	3
103	к себе	2	3
104	одного из	1	3
105	сводится к	1	3
106	по своей	4	3
107	один из	4	3
108	потому что	11	3
109	этом в	1	3
110	одно из	1	3
111	у него	15	3
112	и даже	15	3
113	с другой	3	3
114	еще и	7	3
115	не было	5	3
116	да и	4	3
117	жизни и	5	3
118	что в	14	3
119	а в	9	3
120	во всяком	2	3
121	и весьма	2	2
122	того же	6	2
123	и то	10	2
124	самом деле	1	2
125	к своей	2	2
126	из его	4	2
127	для своего	2	2
128	на себя	3	2
129	во мне	2	2
130	и самого	1	2
131	во имя	1	2
132	то он	6	2
133	относится к	1	2
134	отнюдь не	3	2
135	только то	1	2
136	все эти	3	2
137	из этих	2	2
138	тому же	2	2
139	как он	4	2
140	в нем	4	2
141	не к	1	2
