N	3gram	Medvedev_V_1	Psycholo
1	для того чтобы	3	19
2	в том что	5	14
3	с одной стороны	2	12
4	в зависимости от	5	6
5	о том что	3	6
6	к тому что	3	6
7	в самом деле	1	5
8	до сих пор	1	5
9	с другой стороны	8	5
10	по сравнению с	1	4
11	заключает в себе	1	4
12	не только не	2	4
13	по этому поводу	7	4
14	иметь в виду	2	3
15	то же самое	1	3
16	вместе с тем	3	3
17	в искусстве и	1	3
18	на этот вопрос	1	3
19	одно и то	1	3
20	и то же	1	3
21	и т п	9	3
22	мы видим что	1	3
23	на одном полюсе	1	3
24	можно было бы	2	3
25	и т д	14	3
26	в этом отношении	13	3
27	то о чем	1	2
28	как это делает	3	2
29	может быть и	1	2
30	то что в	1	2
31	том что мы	1	2
32	так же как	1	2
33	в данном случае	1	2
34	сами по себе	1	2
35	в том чтобы	2	2
36	не только в	2	2
37	в конце концов	2	2
38	что ни один	1	2
39	ответ на этот	1	2
40	все то что	1	2
41	именно в том	1	2
42	не может быть	8	2
43	вопрос о том	1	2
44	по его мнению	1	2
45	той или иной	1	2
46	мы знаем что	2	2
47	можно сказать что	4	2
48	и в результате	1	2
49	совершенно очевидно что	1	2
50	и дальше он	1	1
51	и есть то	1	1
52	одному тому что	2	1
53	другой стороны он	1	1
54	по одному тому	2	1
55	по этому вопросу	1	1
56	что в нашей	1	1
57	оно может быть	1	1
58	чуть ли не	2	1
59	по отношению к	7	1
60	более или менее	6	1
61	равно как и	4	1
62	одной из этих	1	1
63	как это мы	1	1
64	в этом смысле	1	1
65	том что оно	1	1
66	а в том	1	1
67	одной стороны и	2	1
68	в силу того	1	1
69	же как и	1	1
70	художественного произведения и	1	1
71	в процессе творчества	1	1
72	те черты которые	1	1
73	того что мы	1	1
74	в другом месте	2	1
75	что он не	1	1
76	только то что	2	1
77	этого противоречия и	1	1
78	том или ином	1	1
79	с ними в	1	1
80	и др в	3	1
81	в значительной мере	3	1
82	не заключается в	1	1
83	с этой точки	1	1
84	по крайней мере	2	1
85	как если бы	1	1
86	то или иное	1	1
87	эмоциональный тон и	1	1
88	что даже и	1	1
89	в том случае	1	1
90	в применении к	1	1
91	то время как	1	1
92	в том или	1	1
93	представлений и образов	1	1
94	в художественном произведении	4	1
95	лежит в основе	1	1
96	по существу в	1	1
97	из действующих лиц	1	1
98	но она не	1	1
99	в каждой из	1	1
100	как один из	1	1
101	таким образом для	1	1
102	между собою и	1	1
103	как будто бы	1	1
104	не могут быть	1	1
105	некоторые авторы например	1	1
106	имеем дело с	1	1
107	что ни одна	1	1
108	но не могут	1	1
109	приводит к тому	1	1
110	все же не	1	1
111	именно в этом	1	1
112	что в частности	1	1
113	не могут иметь	1	1
114	представить себе и	1	1
115	этой точки зрения	2	1
116	того или иного	1	1
117	в частности в	2	1
118	сих пор не	1	1
119	однако эта теория	1	1
120	в то время	1	1
121	хотим сказать что	1	1
122	в свою очередь	1	1
123	после того как	1	1
124	те или иные	1	1
125	ничего общего с	1	1
126	что в зависимости	1	1
127	в конечном счете	5	1
128	ни одна из	1	1
129	что один из	1	1
130	мы видели что	3	1
131	в каждом отдельном	2	1
132	в том смысле	1	1
133	показывают что в	1	1
134	говорит об этом	1	1
135	мы имеем дело	1	1
136	в этом заключается	1	1
137	в письме к	8	1
138	из этих элементов	1	1
139	его от других	1	1
140	и в другом	2	1
