N	2gram	Tiupa_Hudo_1	Vladivir
1	и в	14	31
2	не только	12	24
3	л м	2	19
4	но и	5	19
5	то что	8	18
6	и не	2	17
7	м м	3	15
8	и даже	3	15
9	у него	9	15
10	в этом	11	14
11	том что	16	14
12	и с	4	14
13	что в	6	14
14	там же	2	13
15	но в	5	12
16	в его	8	12
17	что он	9	12
18	с его	5	11
19	о том	12	11
20	в том	12	11
21	между прочим	1	11
22	потому что	5	11
23	и то	1	10
24	также и	1	10
25	он не	4	10
26	письма т	1	10
27	так что	2	10
28	письме к	1	10
29	как мы	3	9
30	никогда не	6	9
31	в конце	4	9
32	только в	5	9
33	с а	1	9
34	а в	7	9
35	и по	3	8
36	в москве	1	8
37	в то	8	8
38	в дальнейшем	1	8
39	в письме	1	8
40	так как	1	8
41	тут же	1	7
42	мы уже	4	7
43	как это	1	7
44	и его	5	7
45	для него	10	7
46	об этом	5	7
47	о нем	3	7
48	уже в	1	7
49	как раз	4	7
50	еще и	1	7
51	сказать что	1	7
52	то же	9	6
53	и к	4	6
54	н в	1	6
55	свое время	1	6
56	он и	1	6
57	иной раз	1	6
58	так и	13	6
59	и что	2	6
60	его жизни	2	6
61	можно сказать	4	6
62	в качестве	9	6
63	может быть	5	6
64	и потому	2	6
65	не может	7	6
66	но как	2	5
67	когда он	1	5
68	это был	1	5
69	на то	4	5
70	которой он	1	5
71	не в	7	5
72	со своим	2	5
73	вовсе не	1	5
74	но он	3	5
75	не было	4	5
76	а с	2	5
77	что же	2	5
78	все это	2	5
79	видно что	2	5
80	и от	4	5
81	а также	3	5
82	с ним	4	5
83	в свое	1	5
84	жизни и	5	5
85	в своих	3	5
86	из его	1	4
87	он уже	4	4
88	я не	1	4
89	что его	1	4
90	совсем не	1	4
91	в этой	8	4
92	в своем	4	4
93	хотя и	2	4
94	и как	1	4
95	в этот	1	4
96	в которой	1	4
97	в себе	11	4
98	как он	2	4
99	в нем	3	4
100	главным образом	1	4
101	что у	3	4
102	же касается	2	4
103	этом смысле	1	4
104	как и	9	4
105	несмотря на	4	4
106	ни с	1	4
107	еще в	3	4
108	в своей	10	4
109	мысли и	1	4
110	не раз	2	4
111	а а	2	4
112	дело в	1	4
113	же время	8	4
114	да и	2	4
115	никак не	2	4
116	по своей	4	4
117	один из	4	4
118	себя в	4	4
119	и у	1	4
120	в особенности	1	4
121	в я	4	4
122	что для	1	4
123	и все	4	4
124	такого рода	3	4
125	для нас	1	4
126	но она	1	3
127	и он	5	3
128	это время	1	3
129	и на	3	3
130	нам представляется	1	3
131	но не	3	3
132	в в	1	3
133	в общем	1	3
134	отношение к	1	3
135	что они	1	3
136	отнюдь не	3	3
137	как в	8	3
138	все же	3	3
