N	3gram	Trubetskoy_1	Istorich
1	во всех этих	1	6
2	всех этих случаях	1	6
3	о том что	2	5
4	так же как	1	4
5	на первый взгляд	1	4
6	тем не менее	1	4
7	в том что	7	4
8	мы уже знаем	1	3
9	не может быть	4	3
10	в данном случае	3	3
11	уже знаем что	1	2
12	между прочим и	1	2
13	точно так же	2	2
14	и в других	1	2
15	на этот вопрос	1	2
16	до сих пор	5	2
17	к себе и	1	2
18	в том чтобы	1	2
19	в этом и	1	2
20	а в том	1	2
21	но все же	1	2
22	с точки зрения	9	1
23	состоит в том	1	1
24	по отношению к	1	1
25	в самом деле	1	1
26	в этом случае	3	1
27	то же самое	1	1
28	он не может	1	1
29	только в том	2	1
30	и то и	1	1
31	что он может	1	1
32	в другом месте	1	1
33	сама по себе	2	1
34	что он не	2	1
35	о том чтобы	2	1
36	бы то ни	4	1
37	в большинстве случаев	2	1
38	именно так как	1	1
39	можно было бы	3	1
40	то и другое	1	1
41	вместе с тем	3	1
42	а если не	1	1
43	показать что и	1	1
44	и что в	1	1
45	роли не играет	1	1
46	то ни было	1	1
47	при ближайшем рассмотрении	1	1
48	так как это	1	1
49	в связи с	1	1
50	как бы то	1	1
51	можно согласиться с	1	1
52	более или менее	4	1
53	и что его	1	1
54	сих пор мы	1	1
55	вопрос о том	1	1
56	совершенно очевидно что	1	1
57	но мы уже	1	1
58	к тому что	2	1
59	что он на	1	1
60	в противоречие с	2	1
61	она не может	2	1
