N	3gram	Bakhtin_Pr_3	slovoVRo
1	и т п	6	23
2	то же время	12	12
3	в то же	12	12
4	в узком смысле	1	10
5	в той или	2	9
6	той или иной	2	9
7	или иной степени	1	9
8	с точки зрения	4	8
9	с чужим словом	1	8
10	в большинстве случаев	2	6
11	в отношении к	7	6
12	и в то	5	5
13	во всяком случае	5	5
14	и т д	2	5
15	и в особенности	1	4
16	как мы сказали	1	4
17	с другой стороны	3	4
18	большей или меньшей	1	4
19	но в то	3	4
20	точки зрения на	1	3
21	хотя бы и	2	3
22	в данном случае	1	3
23	в большей или	1	3
24	или меньшей степени	1	3
25	так и в	2	3
26	выходит за пределы	2	3
27	на слушателя и	1	3
28	а между тем	3	2
29	а вовсе не	2	2
30	в том и	1	2
31	в этом случае	2	2
32	до сих пор	1	2
33	и не может	2	2
34	в монологическом высказывании	1	2
35	одного синтаксического целого	1	2
36	одно и то	1	2
37	и то же	1	2
38	и в этом	2	2
39	отношение к чужому	1	2
40	том и в	1	2
41	определяется прежде всего	1	2
42	в свою очередь	1	2
43	как бы ни	1	2
44	или во всяком	1	2
45	как мы уже	1	2
46	к тому что	1	2
47	и в том	1	2
48	друг с другом	2	2
49	и в другом	1	2
50	может войти в	2	1
51	не в самом	1	1
52	как в отношении	1	1
53	как и у	3	1
54	с таким же	1	1
55	и столь же	1	1
56	в своей основной	1	1
57	но как мы	1	1
58	прежде всего как	1	1
59	ему ни в	1	1
60	прежде всего в	1	1
61	бы ни был	1	1
62	как бы не	1	1
63	но и по	1	1
64	они ни были	1	1
65	скрещиваются между собой	1	1
66	в нем и	1	1
67	же время он	1	1
68	и не в	3	1
69	на свой предмет	1	1
70	не входит в	2	1
71	в отличие от	2	1
72	бы то ни	4	1
73	оставаясь в пределах	1	1
74	на самом же	1	1
75	в этом отношении	1	1
76	себе самому и	5	1
77	рано или поздно	1	1
78	со всех сторон	1	1
79	по крайней мере	3	1
80	его внутренняя речь	2	1
81	но и эти	1	1
82	у него нет	1	1
83	может быть и	1	1
84	пародийная стилизация высокого	1	1
85	как бы через	1	1
86	в значительной степени	1	1
87	сам же он	1	1
88	может быть не	1	1
89	непосредственной интенциональности и	1	1
90	начинает звучать как	1	1
91	и заставляет его	1	1
92	то ни было	4	1
93	более того каждый	1	1
94	его речь и	1	1
95	и на протяжении	1	1
96	и все его	1	1
97	он и строит	1	1
98	своему предмету но	1	1
99	и в отношении	1	1
100	не столько в	1	1
101	и не было	1	1
102	и ничего не	1	1
103	к одному из	1	1
104	неразрывной связи с	1	1
105	к своему предмету	1	1
106	которого он в	2	1
107	со своим словом	1	1
108	можно прямо сказать	1	1
109	не может быть	6	1
110	тем не менее	2	1
111	и во всяком	1	1
112	о том что	2	1
113	очень далек от	1	1
114	остановимся еще на	1	1
115	таким образом на	1	1
116	в чужих устах	2	1
117	речь и его	1	1
118	там где они	1	1
119	все эти слова	1	1
120	его отношение к	4	1
121	из них он	1	1
122	же не только	1	1
123	на протяжении всего	4	1
124	еще далеко не	2	1
125	и все это	3	1
126	с самого начала	8	1
127	никогда не бывает	2	1
128	не только не	1	1
129	слова и в	1	1
130	но в этом	1	1
131	громадное значение в	1	1
132	и прежде всего	4	1
133	мы сказали и	1	1
134	можно сказать что	1	1
135	и от него	1	1
136	бы они ни	1	1
137	лежит в основе	1	1
138	пределах одного синтаксического	1	1
139	входящих в роман	1	1
140	рассказчика и в	1	1
141	оно может лишь	1	1
142	самом же деле	1	1
143	для того чтобы	1	1
144	в том что	1	1
145	со всею ясностью	1	1
146	как и в	1	1
147	самого начала в	1	1
148	именно потому что	2	1
149	как мы видели	2	1
150	и нуждается в	1	1
151	слово как бы	1	1
152	в пределах одного	2	1
