N	3gram	Vinokur_Ku_2	Komedia
1	к тому же	1	10
2	едва ли не	1	5
3	в том что	10	5
4	вместе с тем	2	4
5	о том что	1	4
6	для того чтобы	8	4
7	так или иначе	2	3
8	в связи с	3	3
9	в первую очередь	1	3
10	то же время	3	3
11	до тех пор	1	3
12	в то время	1	3
13	в последние десятилетия	1	3
14	в то же	3	3
15	только потому что	6	2
16	чуть ли не	1	2
17	не говоря уже	2	2
18	в этом смысле	5	2
19	до сих пор	1	2
20	говоря уже о	2	2
21	в отличие от	2	2
22	бы то ни	1	2
23	не более чем	1	2
24	то время как	1	2
25	то ни было	1	2
26	с одной стороны	1	2
27	и с этой	1	2
28	во всяком случае	5	2
29	этом смысле исключения	1	2
30	и т п	24	2
31	после того как	1	2
32	к тому что	1	2
33	можно было бы	9	2
34	речь идет о	1	2
35	признаки по которым	1	1
36	я думаю что	1	1
37	сплошь да рядом	2	1
38	и в голову	1	1
39	в голову не	1	1
40	как это видно	1	1
41	нет и в	1	1
42	почти ни одна	1	1
43	возможно что в	1	1
44	в самом деле	7	1
45	мы употребляем это	1	1
46	более широкое значение	1	1
47	в соответствии с	2	1
48	что само по	1	1
49	с точки зрения	8	1
50	только в том	2	1
51	том случае если	2	1
52	с самого начала	1	1
53	для этой цели	1	1
54	в наше время	2	1
55	что это такое?	1	1
56	но и здесь	1	1
57	точно так же	3	1
58	и вовсе не	2	1
59	в том случае	2	1
60	на это дает	1	1
61	что касается женской	2	1
62	в этой области	4	1
63	голову не приходит	1	1
64	ответ на это	1	1
65	по сравнению с	1	1
66	всю свою жизнь	1	1
67	само по себе	5	1
68	тех пор пока	1	1
69	в достаточной степени	1	1
70	таким же образом	1	1
71	с другой стороны	7	1
72	мере в какой	1	1
73	и в том	2	1
74	вместо того чтобы	1	1
75	не может быть	4	1
76	не было бы	1	1
77	того или иного	2	1
78	что он не	1	1
79	то обстоятельство что	7	1
80	в свою очередь	2	1
81	мы имели бы	1	1
82	связи с этим	1	1
83	это что это	1	1
84	и в самом	2	1
85	не только в	4	1
86	но все же	2	1
87	как мы знаем	1	1
88	строить свою речь	2	1
89	в большинстве случаев	1	1
90	можно ручаться что	1	1
91	под тем же	1	1
92	тем не менее	5	1
93	это имело место	1	1
94	как мы видели	1	1
95	так и более	1	1
