N	3gram	Voloshinov_1	Sovremen
1	с точки зрения	2	5
2	в зависимости от	2	4
3	не может быть	7	4
4	с самого начала	1	3
5	тем не менее	3	2
6	во всяком случае	1	2
7	в свою очередь	1	2
8	может быть и	3	2
9	в настоящее время	2	2
10	то же самое	2	2
11	и в этом	1	1
12	одной стороны и	2	1
13	по крайней мере	1	1
14	в такой же	2	1
15	ровно ничего не	1	1
16	все более и	1	1
17	какой бы то	1	1
18	в этом направлении	1	1
19	дело в том	4	1
20	по отношению к	11	1
21	равно как и	1	1
22	одна и та	1	1
23	на самом деле	2	1
24	в этом смысле	1	1
25	так же как	1	1
26	один и тот	1	1
27	физические и химические	1	1
28	с помощью которой	1	1
29	до сих пор	3	1
30	то же время	1	1
31	но тем не	2	1
32	сами по себе	1	1
33	по аналогии с	1	1
34	бы то ни	3	1
35	и та же	1	1
36	может находиться в	1	1
37	но отнюдь не	2	1
38	в конечном счете	1	1
39	более и более	1	1
40	можно было бы	1	1
41	и не может	3	1
42	в самом деле	1	1
43	переводе с греческого	1	1
44	и прежде всего	1	1
45	но все же	1	1
46	раз подчеркнуть что	1	1
47	сводится только к	1	1
48	но уже в	1	1
49	может быть только	1	1
50	метод в науке	1	1
51	и что она	1	1
52	в то же	1	1
53	это как бы	3	1
54	точки зрения уже	1	1
55	в том что	4	1
56	в данном случае	2	1
57	все эти три	1	1
58	она не может	1	1
59	из двух частей	1	1
60	то ни было	3	1
61	еще раз подчеркнуть	1	1
62	с одной стороны	2	1
63	и тот же	1	1
