N	3gram	Medvedev_V_1	KulturaY
1	и т п	9	41
2	в самом деле	1	11
3	для того чтобы	3	11
4	можно было бы	2	10
5	до сих пор	1	8
6	в том что	5	8
7	и т д	14	8
8	в зависимости от	5	7
9	той или иной	1	5
10	в том случае	1	4
11	в данном случае	1	4
12	с одной стороны	2	4
13	в связи с	3	4
14	после того как	1	4
15	только тогда когда	1	4
16	того или иного	1	3
17	прежде всего следует	1	3
18	в том чтобы	2	3
19	не только в	2	3
20	с другой стороны	8	3
21	не может быть	8	3
22	о том что	3	3
23	какой мере не	1	2
24	в той или	1	2
25	в какой мере	1	2
26	по отношению к	7	2
27	не говоря уже	1	2
28	в том числе	2	2
29	это и значит	1	2
30	только в том	2	2
31	говоря уже о	1	2
32	в таком случае	1	2
33	только то что	2	2
34	т п все	1	2
35	ни в какой	1	2
36	от того что	2	2
37	точки зрения на	1	2
38	не в том	2	2
39	не могут быть	1	2
40	что в зависимости	1	2
41	более или менее	6	2
42	то или иное	1	2
43	сама по себе	1	2
44	дело не в	1	2
45	тот или иной	1	2
46	к тому же	1	2
47	по существу же	1	1
48	очевидно также что	1	1
49	того чтобы строить	1	1
50	если он не	1	1
51	на этот вопрос	1	1
52	хотя и не	1	1
53	следует отметить что	1	1
54	одному тому что	2	1
55	соотношение между ними	1	1
56	по одному тому	2	1
57	нам предстоит теперь	1	1
58	в чем же	2	1
59	чуть ли не	2	1
60	хотя бы уже	1	1
61	также и в	2	1
62	что для того	1	1
63	имеются в виду	1	1
64	в этом смысле	1	1
65	то же самое	1	1
66	в силу того	1	1
67	плоть и кровь	1	1
68	то это вовсе	1	1
69	и не может	2	1
70	и в то	3	1
71	не удивительно что	3	1
72	в другом месте	2	1
73	что он не	1	1
74	но и в	1	1
75	не могло бы	1	1
76	что все эти	1	1
77	каждой из этих	2	1
78	т д но	1	1
79	по крайней мере	2	1
80	это вовсе не	1	1
81	т п для	1	1
82	из рассказа о	1	1
83	главным образом от	1	1
84	как увидим ниже	1	1
85	не только не	2	1
86	с этой точки	1	1
87	п все это	1	1
88	вместе с тем	3	1
89	в плоть и	1	1
90	может быть и	1	1
91	ту или иную	1	1
92	хотя бы и	5	1
93	зависимости от них	1	1
94	не может обойтись	1	1
95	в то время	1	1
96	так же как	1	1
97	в виду не	1	1
98	которого могло бы	1	1
99	от февраля года	1	1
100	если бы все	1	1
101	этот между прочим	1	1
102	не только для	1	1
103	в противном случае	2	1
104	что он в	1	1
105	которые в совокупности	1	1
106	в большом количестве	1	1
107	уже по одному	2	1
108	примеров можно было	1	1
109	т е в	2	1
110	не случайно и	1	1
111	должно свестись к	1	1
112	дело так будто	1	1
113	во всяком случае	1	1
114	сказать не могут	1	1
115	в том отношении	2	1
116	не имеет ничего	1	1
117	этой точки зрения	2	1
118	всего следует отметить	1	1
119	а в том	1	1
120	по меньшей мере	1	1
121	то же время	5	1
122	том смысле что	1	1
123	и вместе с	1	1
124	никогда не может	1	1
125	в свою очередь	1	1
126	здесь можно говорить	1	1
127	и в зависимости	1	1
128	в конечном счете	5	1
129	том отношении что	2	1
130	мы говорим о	1	1
131	а вместе с	1	1
132	что в процессе	1	1
133	в то же	5	1
134	в одном из	3	1
135	по этому поводу	7	1
136	к тому что	3	1
137	в том смысле	1	1
138	те или иные	1	1
139	примеры между прочим	1	1
140	бы не было	2	1
141	уже о том	1	1
142	именно в том	1	1
143	не заметить что	1	1
